Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Olfml3	ENSMUST00000029440.8	"olfactomedin-like 3 "	mmu-miR-370-3p	-0.15
Gmps	ENSMUST00000029405.7	"guanine monophosphate synthetase "	mmu-miR-370-3p	-0.15
9330171B17Rik	ENSMUST00000035939.6	"RIKEN cDNA 9330171B17 gene "	mmu-miR-370-3p	-0.15
Il16	ENSMUST00000001792.5	"interleukin 16 "	mmu-miR-370-3p	-0.15
Wbscr27	ENSMUST00000047196.8	"Williams Beuren syndrome chromosome region 27 (human) "	mmu-miR-370-3p	-0.15
1600012H06Rik	ENSMUST00000052691.8	"RIKEN cDNA 1600012H06 gene "	mmu-miR-370-3p	-0.15
Ptgis	ENSMUST00000018113.7	"prostaglandin I2 (prostacyclin) synthase "	mmu-miR-370-3p	-0.15
Ybx3	ENSMUST00000032309.7	"Y box protein 3 "	mmu-miR-370-3p	-0.15
Trim16	ENSMUST00000055006.6	"tripartite motif-containing 16 "	mmu-miR-370-3p	-0.15
2010107G23Rik	ENSMUST00000125704.2	"RIKEN cDNA 2010107G23 gene "	mmu-miR-370-3p	-0.15
Fkbp8	ENSMUST00000119353.3	"FK506 binding protein 8 "	mmu-miR-370-3p	-0.15
E030010N08Rik	ENSMUST00000138595.1	"RIKEN cDNA E030010N08 gene "	mmu-miR-370-3p	-0.15
Pag1	ENSMUST00000161949.2	"phosphoprotein associated with glycosphingolipid microdomains 1 "	mmu-miR-370-3p	-0.15
Cgnl1	ENSMUST00000121322.2	"cingulin-like 1 "	mmu-miR-370-3p	-0.15
D17Wsu92e	ENSMUST00000114863.3	"DNA segment, Chr 17, Wayne State University 92, expressed "	mmu-miR-370-3p	-0.15
Prkcb	ENSMUST00000064989.6	"protein kinase C, beta "	mmu-miR-370-3p	-0.15
Rassf2	ENSMUST00000028814.9	"Ras association (RalGDS/AF-6) domain family member 2 "	mmu-miR-370-3p	-0.15
Kank3	ENSMUST00000048560.5	"KN motif and ankyrin repeat domains 3 "	mmu-miR-370-3p	-0.15
Gpd1	ENSMUST00000023760.7	"glycerol-3-phosphate dehydrogenase 1 (soluble) "	mmu-miR-370-3p	-0.15
Polr3a	ENSMUST00000026322.7	"polymerase (RNA) III (DNA directed) polypeptide A "	mmu-miR-370-3p	-0.15
Gjb4	ENSMUST00000106090.2	"gap junction protein, beta 4 "	mmu-miR-370-3p	-0.15
Mecr	ENSMUST00000030742.5	"mitochondrial trans-2-enoyl-CoA reductase "	mmu-miR-370-3p	-0.15
Lin28b	ENSMUST00000079390.6	"lin-28 homolog B (C. elegans) "	mmu-miR-370-3p	-0.15
Mmp15	ENSMUST00000034243.5	"matrix metallopeptidase 15 "	mmu-miR-370-3p	-0.15
Sdhaf2	ENSMUST00000025570.6	"succinate dehydrogenase complex assembly factor 2 "	mmu-miR-370-3p	-0.15
Art1	ENSMUST00000033300.2	"ADP-ribosyltransferase 1 "	mmu-miR-370-3p	-0.15
Mroh3	ENSMUST00000168561.2	"maestro heat-like repeat family member 3 "	mmu-miR-370-3p	-0.15
Phyhip	ENSMUST00000003561.4	"phytanoyl-CoA hydroxylase interacting protein "	mmu-miR-370-3p	-0.15
Cacnb2	ENSMUST00000114723.3	"calcium channel, voltage-dependent, beta 2 subunit "	mmu-miR-370-3p	-0.15
Havcr2	ENSMUST00000020668.9	"hepatitis A virus cellular receptor 2 "	mmu-miR-370-3p	-0.15
Lrrc20	ENSMUST00000049242.7	"leucine rich repeat containing 20 "	mmu-miR-370-3p	-0.15
Tfdp2	ENSMUST00000034982.10	"transcription factor Dp 2 "	mmu-miR-370-3p	-0.15
Tssk1	ENSMUST00000046937.2	"testis-specific serine kinase 1 "	mmu-miR-370-3p	-0.15
Sirt7	ENSMUST00000080202.6	"sirtuin 7 "	mmu-miR-370-3p	-0.15
Pitx1	ENSMUST00000021968.6	"paired-like homeodomain transcription factor 1 "	mmu-miR-370-3p	-0.15
Fam109b	ENSMUST00000161178.1	"family with sequence similarity 109, member B "	mmu-miR-370-3p	-0.15
Gipc3	ENSMUST00000045102.5	"GIPC PDZ domain containing family, member 3 "	mmu-miR-370-3p	-0.15
Edn1	ENSMUST00000021796.7	"endothelin 1 "	mmu-miR-370-3p	-0.15
Atf5	ENSMUST00000107893.2	"activating transcription factor 5 "	mmu-miR-370-3p	-0.15
Atp6v0e2	ENSMUST00000040361.5	"ATPase, H+ transporting, lysosomal V0 subunit E2 "	mmu-miR-370-3p	-0.15
Capn13	ENSMUST00000095208.3	"calpain 13 "	mmu-miR-370-3p	-0.15
Ttll4	ENSMUST00000042125.9	"tubulin tyrosine ligase-like family, member 4 "	mmu-miR-370-3p	-0.15
F10	ENSMUST00000152034.1	"coagulation factor X "	mmu-miR-370-3p	-0.15
Wbp2	ENSMUST00000074628.7	"WW domain binding protein 2 "	mmu-miR-370-3p	-0.15
Myh14	ENSMUST00000107899.3	"myosin, heavy polypeptide 14 "	mmu-miR-370-3p	-0.15
Rrp1	ENSMUST00000062678.9	"ribosomal RNA processing 1 homolog (S. cerevisiae) "	mmu-miR-370-3p	-0.15
Speer4f	ENSMUST00000076099.3	"spermatogenesis associated glutamate (E)-rich protein 4f "	mmu-miR-370-3p	-0.15
Xpo4	ENSMUST00000174545.2	"exportin 4 "	mmu-miR-370-3p	-0.15
Serf1	ENSMUST00000132053.2	"small EDRK-rich factor 1 "	mmu-miR-370-3p	-0.15
Rilpl2	ENSMUST00000031347.7	"Rab interacting lysosomal protein-like 2 "	mmu-miR-370-3p	-0.15
Reep6	ENSMUST00000105354.2	"receptor accessory protein 6 "	mmu-miR-370-3p	-0.15
Gab2	ENSMUST00000004622.5	"growth factor receptor bound protein 2-associated protein 2 "	mmu-miR-370-3p	-0.15
Six1	ENSMUST00000050029.7	"sine oculis-related homeobox 1 "	mmu-miR-370-3p	-0.15
Sec16a	ENSMUST00000114082.3	"SEC16 homolog A (S. cerevisiae) "	mmu-miR-370-3p	-0.15
Erv3	ENSMUST00000040941.2	"endogenous retroviral sequence 3 "	mmu-miR-370-3p	-0.15
Dusp9	ENSMUST00000019701.8	"dual specificity phosphatase 9 "	mmu-miR-370-3p	-0.15
Nmrk2	ENSMUST00000005069.6	"nicotinamide riboside kinase 2 "	mmu-miR-370-3p	-0.15
Wdr76	ENSMUST00000110602.3	"WD repeat domain 76 "	mmu-miR-370-3p	-0.15
Pkhd1	ENSMUST00000088448.6	"polycystic kidney and hepatic disease 1 "	mmu-miR-370-3p	-0.15
Pde4dip	ENSMUST00000168438.3	"phosphodiesterase 4D interacting protein (myomegalin) "	mmu-miR-370-3p	-0.15
Stard13	ENSMUST00000110483.3	"StAR-related lipid transfer (START) domain containing 13 "	mmu-miR-370-3p	-0.15
Iqgap2	ENSMUST00000068603.6	"IQ motif containing GTPase activating protein 2 "	mmu-miR-370-3p	-0.15
Gimap4	ENSMUST00000090070.5	"GTPase, IMAP family member 4 "	mmu-miR-370-3p	-0.15
Mrpl36	ENSMUST00000022098.8	"mitochondrial ribosomal protein L36 "	mmu-miR-370-3p	-0.15
Stk16	ENSMUST00000027401.5	"serine/threonine kinase 16 "	mmu-miR-370-3p	-0.15
Adrb3	ENSMUST00000081438.4	"adrenergic receptor, beta 3 "	mmu-miR-370-3p	-0.15
Gm9905	ENSMUST00000065740.2	"predicted gene 9905 "	mmu-miR-370-3p	-0.15
Baiap2l2	ENSMUST00000165408.2	"BAI1-associated protein 2-like 2 "	mmu-miR-370-3p	-0.15
Gm6793	ENSMUST00000071732.5	"predicted gene 6793 "	mmu-miR-370-3p	-0.15
Zfp706	ENSMUST00000078976.7	"zinc finger protein 706 "	mmu-miR-370-3p	-0.15
Lag3	ENSMUST00000032217.1	"lymphocyte-activation gene 3 "	mmu-miR-370-3p	-0.15
Dhx35	ENSMUST00000029186.8	"DEAH (Asp-Glu-Ala-His) box polypeptide 35 "	mmu-miR-370-3p	-0.15
Fam86	ENSMUST00000064635.6	"family with sequence similarity 86 "	mmu-miR-370-3p	-0.15
Ldlrap1	ENSMUST00000037828.6	"low density lipoprotein receptor adaptor protein 1 "	mmu-miR-370-3p	-0.15
Kxd1	ENSMUST00000093456.6	"KxDL motif containing 1 "	mmu-miR-370-3p	-0.15
Baz1b	ENSMUST00000002825.5	"bromodomain adjacent to zinc finger domain, 1B "	mmu-miR-370-3p	-0.15
Wrb	ENSMUST00000023913.8	"tryptophan rich basic protein "	mmu-miR-370-3p	-0.15
Nmnat2	ENSMUST00000043313.9	"nicotinamide nucleotide adenylyltransferase 2 "	mmu-miR-370-3p	-0.15
Slc25a26	ENSMUST00000061118.8	"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26 "	mmu-miR-370-3p	-0.15
Rpl38	ENSMUST00000106602.4	"ribosomal protein L38 "	mmu-miR-370-3p	-0.15
Gm454	ENSMUST00000160126.1	"predicted gene 454 "	mmu-miR-370-3p	-0.15
Fam178b	ENSMUST00000170295.2	"family with sequence similarity 178, member B "	mmu-miR-370-3p	-0.15
Eda	ENSMUST00000113776.2	"ectodysplasin-A "	mmu-miR-370-3p	-0.15
Rgs8	ENSMUST00000041776.6	"regulator of G-protein signaling 8 "	mmu-miR-370-3p	-0.15
Gm17019	ENSMUST00000167908.1	"predicted gene 17019 "	mmu-miR-370-3p	-0.15
Ung	ENSMUST00000031587.7	"uracil DNA glycosylase "	mmu-miR-370-3p	-0.15
Gsap	ENSMUST00000036031.8	"gamma-secretase activating protein "	mmu-miR-370-3p	-0.15
Wdr73	ENSMUST00000026816.9	"WD repeat domain 73 "	mmu-miR-370-3p	-0.15
Cxcr5	ENSMUST00000179828.2	"chemokine (C-X-C motif) receptor 5 "	mmu-miR-370-3p	-0.15
Hnrnpl	ENSMUST00000174548.2	"heterogeneous nuclear ribonucleoprotein L "	mmu-miR-370-3p	-0.15
Gm9758	ENSMUST00000035980.8	"predicted gene 9758 "	mmu-miR-370-3p	-0.15
Cxcl16	ENSMUST00000019064.3	"chemokine (C-X-C motif) ligand 16 "	mmu-miR-370-3p	-0.15
Hs6st1	ENSMUST00000088174.3	"heparan sulfate 6-O-sulfotransferase 1 "	mmu-miR-370-3p	-0.15
Akt2	ENSMUST00000108344.3	"thymoma viral proto-oncogene 2 "	mmu-miR-370-3p	-0.15
Nhlrc3	ENSMUST00000056749.8	"NHL repeat containing 3 "	mmu-miR-370-3p	-0.15
Hnrnpa3	ENSMUST00000111962.2	"heterogeneous nuclear ribonucleoprotein A3 "	mmu-miR-370-3p	-0.15
Lamc3	ENSMUST00000028187.6	"laminin gamma 3 "	mmu-miR-370-3p	-0.15
Rsl1d1	ENSMUST00000119953.1	"ribosomal L1 domain containing 1 "	mmu-miR-370-3p	-0.15
Fam132b	ENSMUST00000086861.6	"family with sequence similarity 132, member B "	mmu-miR-370-3p	-0.14
Ifitm7	ENSMUST00000117803.1	"interferon induced transmembrane protein 7 "	mmu-miR-370-3p	-0.14
Krtap4-1	ENSMUST00000081007.6	"keratin associated protein 4-1 "	mmu-miR-370-3p	-0.14
Epor	ENSMUST00000006397.5	"erythropoietin receptor "	mmu-miR-370-3p	-0.14
M1ap	ENSMUST00000113980.3	"meiosis 1 associated protein "	mmu-miR-370-3p	-0.14
Adamts15	ENSMUST00000065112.6	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 "	mmu-miR-370-3p	-0.14
Ppil1	ENSMUST00000024802.8	"peptidylprolyl isomerase (cyclophilin)-like 1 "	mmu-miR-370-3p	-0.14
Tnk2	ENSMUST00000115126.2	"tyrosine kinase, non-receptor, 2 "	mmu-miR-370-3p	-0.14
Ctnnbip1	ENSMUST00000030839.7	"catenin beta interacting protein 1 "	mmu-miR-370-3p	-0.14
Casq2	ENSMUST00000029454.6	"calsequestrin 2 "	mmu-miR-370-3p	-0.14
Pla2g2e	ENSMUST00000030531.8	"phospholipase A2, group IIE "	mmu-miR-370-3p	-0.14
Snx29	ENSMUST00000180792.2	"sorting nexin 29 "	mmu-miR-370-3p	-0.14
Cenpq	ENSMUST00000087114.3	"centromere protein Q "	mmu-miR-370-3p	-0.14
Fcho1	ENSMUST00000093444.7	"FCH domain only 1 "	mmu-miR-370-3p	-0.14
Peg3	ENSMUST00000051209.5	"paternally expressed 3 "	mmu-miR-370-3p	-0.14
Kcna5	ENSMUST00000060972.3	"potassium voltage-gated channel, shaker-related subfamily, member 5 "	mmu-miR-370-3p	-0.14
Smco3	ENSMUST00000068293.3	"single-pass membrane protein with coiled-coil domains 3 "	mmu-miR-370-3p	-0.14
Snx32	ENSMUST00000070172.4	"sorting nexin 32 "	mmu-miR-370-3p	-0.14
Dhx40	ENSMUST00000018569.8	"DEAH (Asp-Glu-Ala-His) box polypeptide 40 "	mmu-miR-370-3p	-0.14
Gm6710	ENSMUST00000109012.3	"predicted gene 6710 "	mmu-miR-370-3p	-0.14
Cndp1	ENSMUST00000070139.7	"carnosine dipeptidase 1 (metallopeptidase M20 family) "	mmu-miR-370-3p	-0.14
Atad1	ENSMUST00000070210.4	"ATPase family, AAA domain containing 1 "	mmu-miR-370-3p	-0.14
Col23a1	ENSMUST00000102765.3	"collagen, type XXIII, alpha 1 "	mmu-miR-370-3p	-0.14
Pskh1	ENSMUST00000049699.8	"protein serine kinase H1 "	mmu-miR-370-3p	-0.14
Mill2	ENSMUST00000072386.5	"MHC I like leukocyte 2 "	mmu-miR-370-3p	-0.14
Igf2bp2	ENSMUST00000100052.5	"insulin-like growth factor 2 mRNA binding protein 2 "	mmu-miR-370-3p	-0.14
Hhex	ENSMUST00000025944.3	"hematopoietically expressed homeobox "	mmu-miR-370-3p	-0.14
Fads1	ENSMUST00000010807.4	"fatty acid desaturase 1 "	mmu-miR-370-3p	-0.14
RP23-180L12.5	ENSMUST00000189185.1		mmu-miR-370-3p	-0.14
Sh3gl1	ENSMUST00000003268.9	"SH3-domain GRB2-like 1 "	mmu-miR-370-3p	-0.14
Hoxc4	ENSMUST00000165375.2	"homeobox C4 "	mmu-miR-370-3p	-0.14
Mblac1	ENSMUST00000057773.4	"metallo-beta-lactamase domain containing 1 "	mmu-miR-370-3p	-0.14
Mfsd1	ENSMUST00000029344.8	"major facilitator superfamily domain containing 1 "	mmu-miR-370-3p	-0.14
Atg4c	ENSMUST00000030279.9	"autophagy related 4C, cysteine peptidase "	mmu-miR-370-3p	-0.14
Reps2	ENSMUST00000112334.2	"RALBP1 associated Eps domain containing protein 2 "	mmu-miR-370-3p	-0.14
Rbpjl	ENSMUST00000017151.1	"recombination signal binding protein for immunoglobulin kappa J region-like "	mmu-miR-370-3p	-0.14
St6galnac6	ENSMUST00000095044.4	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 "	mmu-miR-370-3p	-0.14
Gm7903	ENSMUST00000113172.2	"predicted gene 7903 "	mmu-miR-370-3p	-0.14
Aadacl3	ENSMUST00000105749.1	"arylacetamide deacetylase-like 3 "	mmu-miR-370-3p	-0.14
Gm5493	ENSMUST00000182063.1	"predicted gene 5493 "	mmu-miR-370-3p	-0.14
Zfand2b	ENSMUST00000160439.2	"zinc finger, AN1 type domain 2B "	mmu-miR-370-3p	-0.14
Ptpn14	ENSMUST00000027898.5	"protein tyrosine phosphatase, non-receptor type 14 "	mmu-miR-370-3p	-0.14
Cog3	ENSMUST00000049168.7	"component of oligomeric golgi complex 3 "	mmu-miR-370-3p	-0.14
Tspan31	ENSMUST00000060991.4	"tetraspanin 31 "	mmu-miR-370-3p	-0.14
Brf1	ENSMUST00000011302.7	"BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae) "	mmu-miR-370-3p	-0.14
Lpp	ENSMUST00000038053.7	"LIM domain containing preferred translocation partner in lipoma "	mmu-miR-370-3p	-0.14
Rnf150	ENSMUST00000078525.5	"ring finger protein 150 "	mmu-miR-370-3p	-0.14
Colq	ENSMUST00000112027.3	"collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase "	mmu-miR-370-3p	-0.14
Fyco1	ENSMUST00000167595.3	"FYVE and coiled-coil domain containing 1 "	mmu-miR-370-3p	-0.14
BC055111	ENSMUST00000106788.1	"cDNA sequence BC055111 "	mmu-miR-370-3p	-0.14
C2cd2l	ENSMUST00000065080.8	"C2 calcium-dependent domain containing 2-like "	mmu-miR-370-3p	-0.14
Fam180a	ENSMUST00000051176.7	"family with sequence similarity 180, member A "	mmu-miR-370-3p	-0.14
Mpp5	ENSMUST00000082024.5	"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) "	mmu-miR-370-3p	-0.14
Chordc1	ENSMUST00000001825.7	"cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 "	mmu-miR-370-3p	-0.14
Muc6	ENSMUST00000189314.1	"mucin 6, gastric "	mmu-miR-370-3p	-0.14
Lypd6	ENSMUST00000112712.4	"LY6/PLAUR domain containing 6 "	mmu-miR-370-3p	-0.14
Dnajb6	ENSMUST00000008733.9	"DnaJ (Hsp40) homolog, subfamily B, member 6 "	mmu-miR-370-3p	-0.14
Golga2	ENSMUST00000113377.2	"golgi autoantigen, golgin subfamily a, 2 "	mmu-miR-370-3p	-0.14
5730409E04Rik	ENSMUST00000097886.3	"RIKEN cDNA 5730409E04Rik gene "	mmu-miR-370-3p	-0.14
Rfx5	ENSMUST00000107254.2	"regulatory factor X, 5 (influences HLA class II expression) "	mmu-miR-370-3p	-0.14
BC051076	ENSMUST00000069773.6	"cDNA sequence BC051076 "	mmu-miR-370-3p	-0.14
Esm1	ENSMUST00000038144.8	"endothelial cell-specific molecule 1 "	mmu-miR-370-3p	-0.14
Gm10797	ENSMUST00000099661.2	"predicted gene 10797 "	mmu-miR-370-3p	-0.14
Hnrnpdl	ENSMUST00000128187.2	"heterogeneous nuclear ribonucleoprotein D-like "	mmu-miR-370-3p	-0.14
Cd200	ENSMUST00000163230.2	"CD200 antigen "	mmu-miR-370-3p	-0.14
R3hdm4	ENSMUST00000045628.8	"R3H domain containing 4 "	mmu-miR-370-3p	-0.14
Ogdhl	ENSMUST00000022480.7	"oxoglutarate dehydrogenase-like "	mmu-miR-370-3p	-0.14
Zfp507	ENSMUST00000061586.5	"zinc finger protein 507 "	mmu-miR-370-3p	-0.14
Heph	ENSMUST00000033553.8	"hephaestin "	mmu-miR-370-3p	-0.14
Golga7b	ENSMUST00000122375.2	"golgi autoantigen, golgin subfamily a, 7B "	mmu-miR-370-3p	-0.14
Pdcl	ENSMUST00000009174.9	"phosducin-like "	mmu-miR-370-3p	-0.14
Nceh1	ENSMUST00000046515.9	"neutral cholesterol ester hydrolase 1 "	mmu-miR-370-3p	-0.14
Hist2h2bb	ENSMUST00000051089.3	"histone cluster 2, H2bb "	mmu-miR-370-3p	-0.14
Clic6	ENSMUST00000023670.3	"chloride intracellular channel 6 "	mmu-miR-370-3p	-0.14
Tspyl4	ENSMUST00000047935.7	"TSPY-like 4 "	mmu-miR-370-3p	-0.14
Tec	ENSMUST00000071944.7	"tec protein tyrosine kinase "	mmu-miR-370-3p	-0.14
Gabrg2	ENSMUST00000070725.5	"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2 "	mmu-miR-370-3p	-0.14
Mex3d	ENSMUST00000105350.1	"mex3 homolog D (C. elegans) "	mmu-miR-370-3p	-0.14
Alkbh8	ENSMUST00000053407.6	"alkB, alkylation repair homolog 8 (E. coli) "	mmu-miR-370-3p	-0.14
Oard1	ENSMUST00000046651.6	"O-acyl-ADP-ribose deacylase 1 "	mmu-miR-370-3p	-0.14
Sik3	ENSMUST00000126865.2	"SIK family kinase 3 "	mmu-miR-370-3p	-0.14
Kank2	ENSMUST00000034717.5	"KN motif and ankyrin repeat domains 2 "	mmu-miR-370-3p	-0.14
Slc7a11	ENSMUST00000029297.4	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 "	mmu-miR-370-3p	-0.14
Slc35e1	ENSMUST00000152080.2	"solute carrier family 35, member E1 "	mmu-miR-370-3p	-0.14
Rassf7	ENSMUST00000046890.6	"Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 "	mmu-miR-370-3p	-0.14
Rnf11	ENSMUST00000030284.4	"ring finger protein 11 "	mmu-miR-370-3p	-0.14
Mfap4	ENSMUST00000064783.4	"microfibrillar-associated protein 4 "	mmu-miR-370-3p	-0.14
Art5	ENSMUST00000094128.3	"ADP-ribosyltransferase 5 "	mmu-miR-370-3p	-0.14
Sh2b2	ENSMUST00000005188.9	"SH2B adaptor protein 2 "	mmu-miR-370-3p	-0.14
P2ry2	ENSMUST00000037540.3	"purinergic receptor P2Y, G-protein coupled 2 "	mmu-miR-370-3p	-0.14
Arl11	ENSMUST00000055159.7	"ADP-ribosylation factor-like 11 "	mmu-miR-370-3p	-0.14
Sctr	ENSMUST00000072886.5	"secretin receptor "	mmu-miR-370-3p	-0.14
Zeb1	ENSMUST00000025081.6	"zinc finger E-box binding homeobox 1 "	mmu-miR-370-3p	-0.14
Fam117a	ENSMUST00000037502.6	"family with sequence similarity 117, member A "	mmu-miR-370-3p	-0.14
Phc2	ENSMUST00000030588.7	"polyhomeotic-like 2 (Drosophila) "	mmu-miR-370-3p	-0.14
Thrb	ENSMUST00000091471.5	"thyroid hormone receptor beta "	mmu-miR-370-3p	-0.14
Gchfr	ENSMUST00000057454.3	"GTP cyclohydrolase I feedback regulator "	mmu-miR-370-3p	-0.14
Socs5	ENSMUST00000041369.6	"suppressor of cytokine signaling 5 "	mmu-miR-370-3p	-0.14
Ccdc115	ENSMUST00000042493.9	"coiled-coil domain containing 115 "	mmu-miR-370-3p	-0.14
Bmp3	ENSMUST00000031278.4	"bone morphogenetic protein 3 "	mmu-miR-370-3p	-0.14
Akr1d1	ENSMUST00000040987.8	"aldo-keto reductase family 1, member D1 "	mmu-miR-370-3p	-0.14
Ralgapa1	ENSMUST00000110687.2	"Ral GTPase activating protein, alpha subunit 1 "	mmu-miR-370-3p	-0.14
Rps19bp1	ENSMUST00000052499.7	"ribosomal protein S19 binding protein 1 "	mmu-miR-370-3p	-0.14
Srbd1	ENSMUST00000095187.3	"S1 RNA binding domain 1 "	mmu-miR-370-3p	-0.14
Sec24b	ENSMUST00000001079.9	"Sec24 related gene family, member B (S. cerevisiae) "	mmu-miR-370-3p	-0.14
Stard8	ENSMUST00000036606.8	"START domain containing 8 "	mmu-miR-370-3p	-0.14
Fbxl20	ENSMUST00000103143.4	"F-box and leucine-rich repeat protein 20 "	mmu-miR-370-3p	-0.14
Olfr1133	ENSMUST00000099855.1	"olfactory receptor 1133 "	mmu-miR-370-3p	-0.14
Omp	ENSMUST00000098281.2	"olfactory marker protein "	mmu-miR-370-3p	-0.14
Galnt14	ENSMUST00000024858.6	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 "	mmu-miR-370-3p	-0.14
Cphx1	ENSMUST00000184016.2	"cytoplasmic polyadenylated homeobox 1 "	mmu-miR-370-3p	-0.14
Tmem8c	ENSMUST00000009358.3	"transmembrane protein 8C "	mmu-miR-370-3p	-0.14
Dnpep	ENSMUST00000185419.1	"aspartyl aminopeptidase "	mmu-miR-370-3p	-0.14
Tmsb4x	ENSMUST00000112172.3	"thymosin, beta 4, X chromosome "	mmu-miR-370-3p	-0.14
BC003331	ENSMUST00000111913.3	"cDNA sequence BC003331 "	mmu-miR-370-3p	-0.14
D930048N14Rik	ENSMUST00000117859.2	"RIKEN cDNA D930048N14 gene "	mmu-miR-370-3p	-0.14
Apobec2	ENSMUST00000046549.3	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2 "	mmu-miR-370-3p	-0.14
Neo1	ENSMUST00000068664.5	"neogenin "	mmu-miR-370-3p	-0.14
R3hcc1	ENSMUST00000118374.2	"R3H domain and coiled-coil containing 1 "	mmu-miR-370-3p	-0.14
Pot1b	ENSMUST00000086876.5	"protection of telomeres 1B "	mmu-miR-370-3p	-0.14
Cphx2	ENSMUST00000168149.2	"cytoplasmic polyadenylated homeobox 2 "	mmu-miR-370-3p	-0.14
Cks1b	ENSMUST00000029679.3	"CDC28 protein kinase 1b "	mmu-miR-370-3p	-0.14
Lhfpl4	ENSMUST00000162280.1	"lipoma HMGIC fusion partner-like protein 4 "	mmu-miR-370-3p	-0.14
Rab40c	ENSMUST00000167626.2	"Rab40C, member RAS oncogene family "	mmu-miR-370-3p	-0.14
Cphx3	ENSMUST00000184577.2	"cytoplasmic polyadenylated homeobox 3 "	mmu-miR-370-3p	-0.14
Gm20826	ENSMUST00000185348.1	"predicted gene, 20826 "	mmu-miR-370-3p	-0.14
Zdhhc3	ENSMUST00000147563.2	"zinc finger, DHHC domain containing 3 "	mmu-miR-370-3p	-0.13
Tjp1	ENSMUST00000102592.4	"tight junction protein 1 "	mmu-miR-370-3p	-0.13
Rab6b	ENSMUST00000035155.7	"RAB6B, member RAS oncogene family "	mmu-miR-370-3p	-0.13
Kcnk3	ENSMUST00000066295.2	"potassium channel, subfamily K, member 3 "	mmu-miR-370-3p	-0.13
Vgll4	ENSMUST00000032459.8	"vestigial like 4 (Drosophila) "	mmu-miR-370-3p	-0.13
Nmt2	ENSMUST00000081932.7	"N-myristoyltransferase 2 "	mmu-miR-370-3p	-0.13
Hs1bp3	ENSMUST00000020927.8	"HCLS1 binding protein 3 "	mmu-miR-370-3p	-0.13
Gen1	ENSMUST00000166117.1	"Gen homolog 1, endonuclease (Drosophila) "	mmu-miR-370-3p	-0.13
AI606181	ENSMUST00000099454.3	"expressed sequence AI606181 "	mmu-miR-370-3p	-0.13
Pramel3	ENSMUST00000118821.2	"preferentially expressed antigen in melanoma-like 3 "	mmu-miR-370-3p	-0.13
Gm5128	ENSMUST00000180198.1	"predicted gene 5128 "	mmu-miR-370-3p	-0.13
Cabyr	ENSMUST00000186263.1	"calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2) "	mmu-miR-370-3p	-0.13
Gm12830	ENSMUST00000137570.1	"predicted gene 12830 "	mmu-miR-370-3p	-0.13
Hnrnpa1	ENSMUST00000036004.10	"heterogeneous nuclear ribonucleoprotein A1 "	mmu-miR-370-3p	-0.13
Pbxip1	ENSMUST00000038942.4	"pre B cell leukemia transcription factor interacting protein 1 "	mmu-miR-370-3p	-0.13
Nolc1	ENSMUST00000165017.1	"nucleolar and coiled-body phosphoprotein 1 "	mmu-miR-370-3p	-0.13
Tmem246	ENSMUST00000042750.2	"transmembrane protein 246 "	mmu-miR-370-3p	-0.13
Zfp825	ENSMUST00000074369.6	"zinc finger protein 825 "	mmu-miR-370-3p	-0.13
Smarcc1	ENSMUST00000035057.8	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 "	mmu-miR-370-3p	-0.13
Mcoln3	ENSMUST00000039450.4	"mucolipin 3 "	mmu-miR-370-3p	-0.13
Kctd21	ENSMUST00000054107.5	"potassium channel tetramerisation domain containing 21 "	mmu-miR-370-3p	-0.13
Tspear	ENSMUST00000092366.2	"thrombospondin type laminin G domain and EAR repeats "	mmu-miR-370-3p	-0.13
Gip	ENSMUST00000103157.4	"gastric inhibitory polypeptide "	mmu-miR-370-3p	-0.13
Glg1	ENSMUST00000169020.2	"golgi apparatus protein 1 "	mmu-miR-370-3p	-0.13
Cds1	ENSMUST00000031273.8	"CDP-diacylglycerol synthase 1 "	mmu-miR-370-3p	-0.13
Il11	ENSMUST00000094892.6	"interleukin 11 "	mmu-miR-370-3p	-0.13
Bmpr2	ENSMUST00000087435.6	"bone morphogenetic protein receptor, type II (serine/threonine kinase) "	mmu-miR-370-3p	-0.13
Zcchc24	ENSMUST00000069180.7	"zinc finger, CCHC domain containing 24 "	mmu-miR-370-3p	-0.13
