Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Arl4c	ENSMUST00000159814.1	"ADP-ribosylation factor-like 4C "	mmu-miR-147-5p	-0.12
Pdp1	ENSMUST00000108297.2	"pyruvate dehyrogenase phosphatase catalytic subunit 1 "	mmu-miR-147-5p	-0.12
Lrrc75a	ENSMUST00000057194.8	"leucine rich repeat containing 75A "	mmu-miR-147-5p	-0.12
Gria4	ENSMUST00000027020.7	"glutamate receptor, ionotropic, AMPA4 (alpha 4) "	mmu-miR-147-5p	-0.12
Mtif3	ENSMUST00000066675.4	"mitochondrial translational initiation factor 3 "	mmu-miR-147-5p	-0.12
Aplp2	ENSMUST00000072634.8	"amyloid beta (A4) precursor-like protein 2 "	mmu-miR-147-5p	-0.12
Ncoa1	ENSMUST00000085814.3	"nuclear receptor coactivator 1 "	mmu-miR-147-5p	-0.12
H2-M10.3	ENSMUST00000073546.4	"histocompatibility 2, M region locus 10.3 "	mmu-miR-147-5p	-0.12
Rnf38	ENSMUST00000098098.3	"ring finger protein 38 "	mmu-miR-147-5p	-0.12
Gda	ENSMUST00000087600.4	"guanine deaminase "	mmu-miR-147-5p	-0.12
Ubald1	ENSMUST00000037843.6	"UBA-like domain containing 1 "	mmu-miR-147-5p	-0.12
Mboat2	ENSMUST00000110942.4	"membrane bound O-acyltransferase domain containing 2 "	mmu-miR-147-5p	-0.12
Ccdc93	ENSMUST00000036025.10	"coiled-coil domain containing 93 "	mmu-miR-147-5p	-0.12
Nfu1	ENSMUST00000120240.2	"NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae) "	mmu-miR-147-5p	-0.12
Npy4r	ENSMUST00000052164.3	"neuropeptide Y receptor Y4 "	mmu-miR-147-5p	-0.12
Sytl2	ENSMUST00000190837.1	"synaptotagmin-like 2 "	mmu-miR-147-5p	-0.12
Drd1a	ENSMUST00000021932.5	"dopamine receptor D1A "	mmu-miR-147-5p	-0.12
Klhl4	ENSMUST00000113371.2	"kelch-like 4 "	mmu-miR-147-5p	-0.12
Arfgap3	ENSMUST00000067215.7	"ADP-ribosylation factor GTPase activating protein 3 "	mmu-miR-147-5p	-0.12
Pdzd8	ENSMUST00000099274.2	"PDZ domain containing 8 "	mmu-miR-147-5p	-0.12
Hs6st2	ENSMUST00000088172.6	"heparan sulfate 6-O-sulfotransferase 2 "	mmu-miR-147-5p	-0.12
Ube2d2b	ENSMUST00000072578.7	"ubiquitin-conjugating enzyme E2D 2B "	mmu-miR-147-5p	-0.12
Epha2	ENSMUST00000006614.2	"Eph receptor A2 "	mmu-miR-147-5p	-0.12
Zkscan5	ENSMUST00000085671.4	"zinc finger with KRAB and SCAN domains 5 "	mmu-miR-147-5p	-0.12
Aff3	ENSMUST00000095027.3	"AF4/FMR2 family, member 3 "	mmu-miR-147-5p	-0.12
Skp2	ENSMUST00000110585.3	"S-phase kinase-associated protein 2 (p45) "	mmu-miR-147-5p	-0.12
Yars	ENSMUST00000106054.2	"tyrosyl-tRNA synthetase "	mmu-miR-147-5p	-0.12
1700019D03Rik	ENSMUST00000050567.5	"RIKEN cDNA 1700019D03 gene "	mmu-miR-147-5p	-0.12
Dusp3	ENSMUST00000151678.2	"dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related) "	mmu-miR-147-5p	-0.12
Zmat4	ENSMUST00000042352.5	"zinc finger, matrin type 4 "	mmu-miR-147-5p	-0.12
Spred1	ENSMUST00000028829.7	"sprouty protein with EVH-1 domain 1, related sequence "	mmu-miR-147-5p	-0.12
D630045J12Rik	ENSMUST00000117556.2	"RIKEN cDNA D630045J12 gene "	mmu-miR-147-5p	-0.12
Ttc7b	ENSMUST00000062957.6	"tetratricopeptide repeat domain 7B "	mmu-miR-147-5p	-0.12
Fktn	ENSMUST00000128667.2	"fukutin "	mmu-miR-147-5p	-0.12
Gpalpp1	ENSMUST00000022585.3	"GPALPP motifs containing 1 "	mmu-miR-147-5p	-0.12
Rpa1	ENSMUST00000092907.6	"replication protein A1 "	mmu-miR-147-5p	-0.12
Bmp2	ENSMUST00000028836.6	"bone morphogenetic protein 2 "	mmu-miR-147-5p	-0.12
Zfp120	ENSMUST00000109931.2	"zinc finger protein 120 "	mmu-miR-147-5p	-0.12
Mrvi1	ENSMUST00000005751.7	"MRV integration site 1 "	mmu-miR-147-5p	-0.12
Cxxc4	ENSMUST00000181904.1	"CXXC finger 4 "	mmu-miR-147-5p	-0.12
Dip2b	ENSMUST00000100203.4	"DIP2 disco-interacting protein 2 homolog B (Drosophila) "	mmu-miR-147-5p	-0.12
Kctd12	ENSMUST00000184744.1	"potassium channel tetramerisation domain containing 12 "	mmu-miR-147-5p	-0.12
Lct	ENSMUST00000073490.6	"lactase "	mmu-miR-147-5p	-0.12
Slc6a5	ENSMUST00000056442.6	"solute carrier family 6 (neurotransmitter transporter, glycine), member 5 "	mmu-miR-147-5p	-0.12
Ldlrad3	ENSMUST00000058790.6	"low density lipoprotein receptor class A domain containing 3 "	mmu-miR-147-5p	-0.12
Zfp961	ENSMUST00000109997.3	"zinc finger protein 961 "	mmu-miR-147-5p	-0.12
Col25a1	ENSMUST00000080335.5	"collagen, type XXV, alpha 1 "	mmu-miR-147-5p	-0.12
Asb4	ENSMUST00000043294.6	"ankyrin repeat and SOCS box-containing 4 "	mmu-miR-147-5p	-0.12
Hdac7	ENSMUST00000079838.8	"histone deacetylase 7 "	mmu-miR-147-5p	-0.12
Fam19a5	ENSMUST00000068088.6	"family with sequence similarity 19, member A5 "	mmu-miR-147-5p	-0.12
1110059G10Rik	ENSMUST00000035154.3	"RIKEN cDNA 1110059G10 gene "	mmu-miR-147-5p	-0.12
Ccdc88c	ENSMUST00000085096.4	"coiled-coil domain containing 88C "	mmu-miR-147-5p	-0.12
Socs5	ENSMUST00000041369.6	"suppressor of cytokine signaling 5 "	mmu-miR-147-5p	-0.12
Ddx3x	ENSMUST00000000804.6	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked "	mmu-miR-147-5p	-0.12
Hinfp	ENSMUST00000034629.4	"histone H4 transcription factor "	mmu-miR-147-5p	-0.12
Vps26a	ENSMUST00000105447.4	"vacuolar protein sorting 26 homolog A (yeast) "	mmu-miR-147-5p	-0.12
Ric3	ENSMUST00000055993.7	"resistance to inhibitors of cholinesterase 3 homolog (C. elegans) "	mmu-miR-147-5p	-0.12
Slc20a1	ENSMUST00000028880.4	"solute carrier family 20, member 1 "	mmu-miR-147-5p	-0.12
ARHGAP30	ENSMUST00000189270.1	"Rho GTPase-activating protein 30  "	mmu-miR-147-5p	-0.12
Lhpp	ENSMUST00000033241.5	"phospholysine phosphohistidine inorganic pyrophosphate phosphatase "	mmu-miR-147-5p	-0.12
Col23a1	ENSMUST00000102765.3	"collagen, type XXIII, alpha 1 "	mmu-miR-147-5p	-0.12
Arhgap30	ENSMUST00000056449.8	"Rho GTPase activating protein 30 "	mmu-miR-147-5p	-0.12
Tmbim6	ENSMUST00000023749.9	"transmembrane BAX inhibitor motif containing 6 "	mmu-miR-147-5p	-0.12
Rgl1	ENSMUST00000111859.2	"ral guanine nucleotide dissociation stimulator,-like 1 "	mmu-miR-147-5p	-0.12
Slit2	ENSMUST00000170109.3	"slit homolog 2 (Drosophila) "	mmu-miR-147-5p	-0.12
Rlim	ENSMUST00000121153.2	"ring finger protein, LIM domain interacting "	mmu-miR-147-5p	-0.12
Hist1h2bf	ENSMUST00000105106.1	"histone cluster 1, H2bf "	mmu-miR-147-5p	-0.12
Slc30a4	ENSMUST00000005952.5	"solute carrier family 30 (zinc transporter), member 4 "	mmu-miR-147-5p	-0.12
Nfyc	ENSMUST00000043429.6	"nuclear transcription factor-Y gamma "	mmu-miR-147-5p	-0.12
Rps9	ENSMUST00000108623.2	"ribosomal protein S9 "	mmu-miR-147-5p	-0.12
Prdm13	ENSMUST00000076206.5	"PR domain containing 13 "	mmu-miR-147-5p	-0.12
Usp46	ENSMUST00000119154.2	"ubiquitin specific peptidase 46 "	mmu-miR-147-5p	-0.12
BC034090	ENSMUST00000186156.1	"cDNA sequence BC034090 "	mmu-miR-147-5p	-0.12
Rapgef4	ENSMUST00000090826.6	"Rap guanine nucleotide exchange factor (GEF) 4 "	mmu-miR-147-5p	-0.12
Olfr78	ENSMUST00000060187.8	"olfactory receptor 78 "	mmu-miR-147-5p	-0.12
Slx4ip	ENSMUST00000099311.3	"SLX4 interacting protein "	mmu-miR-147-5p	-0.12
Fam101b	ENSMUST00000021207.6	"family with sequence similarity 101, member B "	mmu-miR-147-5p	-0.12
Kcnj4	ENSMUST00000057801.6	"potassium inwardly-rectifying channel, subfamily J, member 4 "	mmu-miR-147-5p	-0.12
Pomgnt2	ENSMUST00000084743.5	"protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2 "	mmu-miR-147-5p	-0.12
Cs	ENSMUST00000005826.7	"citrate synthase "	mmu-miR-147-5p	-0.12
Adamts6	ENSMUST00000065766.6	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6 "	mmu-miR-147-5p	-0.12
Fmn1	ENSMUST00000099576.3	"formin 1 "	mmu-miR-147-5p	-0.12
Ocln	ENSMUST00000069756.5	"occludin "	mmu-miR-147-5p	-0.12
Itgb2	ENSMUST00000000299.8	"integrin beta 2 "	mmu-miR-147-5p	-0.12
Krtap11-1	ENSMUST00000171542.1	"keratin associated protein 11-1 "	mmu-miR-147-5p	-0.12
Slc17a9	ENSMUST00000094218.3	"solute carrier family 17, member 9 "	mmu-miR-147-5p	-0.12
Lin7c	ENSMUST00000028583.7	"lin-7 homolog C (C. elegans) "	mmu-miR-147-5p	-0.12
Gpr180	ENSMUST00000022728.2	"G protein-coupled receptor 180 "	mmu-miR-147-5p	-0.12
Pigl	ENSMUST00000014389.5	"phosphatidylinositol glycan anchor biosynthesis, class L "	mmu-miR-147-5p	-0.12
Gm7461	ENSMUST00000058918.4	"predicted gene 7461 "	mmu-miR-147-5p	-0.12
Atp6v0d2	ENSMUST00000029900.5	"ATPase, H+ transporting, lysosomal V0 subunit D2 "	mmu-miR-147-5p	-0.12
Mill2	ENSMUST00000072386.5	"MHC I like leukocyte 2 "	mmu-miR-147-5p	-0.12
Mob1a	ENSMUST00000055261.5	"MOB kinase activator 1A "	mmu-miR-147-5p	-0.12
Gpc2	ENSMUST00000161827.2	"glypican 2 (cerebroglycan) "	mmu-miR-147-5p	-0.12
Ccdc184	ENSMUST00000031914.4	"coiled-coil domain containing 184 "	mmu-miR-147-5p	-0.12
Pof1b	ENSMUST00000039887.3	"premature ovarian failure 1B "	mmu-miR-147-5p	-0.12
Clock	ENSMUST00000075159.1	"circadian locomotor output cycles kaput "	mmu-miR-147-5p	-0.12
Dnajc6	ENSMUST00000106930.2	"DnaJ (Hsp40) homolog, subfamily C, member 6 "	mmu-miR-147-5p	-0.12
Rbm15b	ENSMUST00000055843.8	"RNA binding motif protein 15B "	mmu-miR-147-5p	-0.12
Mpeg1	ENSMUST00000081035.7	"macrophage expressed gene 1 "	mmu-miR-147-5p	-0.12
Cd109	ENSMUST00000093812.4	"CD109 antigen "	mmu-miR-147-5p	-0.12
Cers4	ENSMUST00000008350.10	"ceramide synthase 4 "	mmu-miR-147-5p	-0.12
Cnrip1	ENSMUST00000058159.5	"cannabinoid receptor interacting protein 1 "	mmu-miR-147-5p	-0.12
Lrrc19	ENSMUST00000053419.3	"leucine rich repeat containing 19 "	mmu-miR-147-5p	-0.12
Eps15	ENSMUST00000102729.4	"epidermal growth factor receptor pathway substrate 15 "	mmu-miR-147-5p	-0.12
Gm10032	ENSMUST00000071522.2	"predicted gene 10032 "	mmu-miR-147-5p	-0.12
Gal3st2	ENSMUST00000094663.3	"galactose-3-O-sulfotransferase 2 "	mmu-miR-147-5p	-0.12
Tmem131	ENSMUST00000027290.6	"transmembrane protein 131 "	mmu-miR-147-5p	-0.12
Gprin1	ENSMUST00000135343.1	"G protein-regulated inducer of neurite outgrowth 1 "	mmu-miR-147-5p	-0.12
Stx6	ENSMUST00000027743.7	"syntaxin 6 "	mmu-miR-147-5p	-0.12
Lpar3	ENSMUST00000039164.2	"lysophosphatidic acid receptor 3 "	mmu-miR-147-5p	-0.12
March4	ENSMUST00000047786.5	"membrane-associated ring finger (C3HC4) 4 "	mmu-miR-147-5p	-0.12
Phactr2	ENSMUST00000105545.5	"phosphatase and actin regulator 2 "	mmu-miR-147-5p	-0.12
Gm7276	ENSMUST00000097520.2	"predicted gene 7276 "	mmu-miR-147-5p	-0.12
Leng8	ENSMUST00000037472.7	"leukocyte receptor cluster (LRC) member 8 "	mmu-miR-147-5p	-0.12
Samd13	ENSMUST00000125965.2	"sterile alpha motif domain containing 13 "	mmu-miR-147-5p	-0.12
Tmc3	ENSMUST00000039317.8	"transmembrane channel-like gene family 3 "	mmu-miR-147-5p	-0.12
4933415F23Rik	ENSMUST00000073179.5	"RIKEN cDNA 4933415F23 gene "	mmu-miR-147-5p	-0.12
Prr18	ENSMUST00000069742.6	"proline rich 18 "	mmu-miR-147-5p	-0.12
Meis1	ENSMUST00000144988.2	"Meis homeobox 1 "	mmu-miR-147-5p	-0.12
Fbxo42	ENSMUST00000030757.9	"F-box protein 42 "	mmu-miR-147-5p	-0.12
Sertm1	ENSMUST00000162201.1	"serine rich and transmembrane domain containing 1 "	mmu-miR-147-5p	-0.12
Cops7a	ENSMUST00000112439.3	"COP9 (constitutive photomorphogenic) homolog, subunit 7a (Arabidopsis thaliana) "	mmu-miR-147-5p	-0.12
Gcm2	ENSMUST00000021791.6	"glial cells missing homolog 2 (Drosophila) "	mmu-miR-147-5p	-0.12
Gm9994	ENSMUST00000178757.2	"predicted gene 9994 "	mmu-miR-147-5p	-0.12
Pmvk	ENSMUST00000029564.6	"phosphomevalonate kinase "	mmu-miR-147-5p	-0.12
Ceacam1	ENSMUST00000098666.3	"carcinoembryonic antigen-related cell adhesion molecule 1 "	mmu-miR-147-5p	-0.11
Macrod2	ENSMUST00000110064.2	"MACRO domain containing 2 "	mmu-miR-147-5p	-0.11
Zdhhc17	ENSMUST00000041723.8	"zinc finger, DHHC domain containing 17 "	mmu-miR-147-5p	-0.11
Kctd6	ENSMUST00000022272.7	"potassium channel tetramerisation domain containing 6 "	mmu-miR-147-5p	-0.11
Nfya	ENSMUST00000078800.7	"nuclear transcription factor-Y alpha "	mmu-miR-147-5p	-0.11
Mat1a	ENSMUST00000047286.6	"methionine adenosyltransferase I, alpha "	mmu-miR-147-5p	-0.11
Cpped1	ENSMUST00000096272.5	"calcineurin-like phosphoesterase domain containing 1 "	mmu-miR-147-5p	-0.11
Thoc3	ENSMUST00000026990.5	"THO complex 3 "	mmu-miR-147-5p	-0.11
Nfatc2ip	ENSMUST00000075671.4	"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein "	mmu-miR-147-5p	-0.11
Gm9875	ENSMUST00000064229.1	"predicted gene 9875 "	mmu-miR-147-5p	-0.11
Vwa5b1	ENSMUST00000030533.6	"von Willebrand factor A domain containing 5B1 "	mmu-miR-147-5p	-0.11
Kdm5a	ENSMUST00000005108.7	"lysine (K)-specific demethylase 5A "	mmu-miR-147-5p	-0.11
Hoxb1	ENSMUST00000019117.2	"homeobox B1 "	mmu-miR-147-5p	-0.11
Tacr1	ENSMUST00000032122.8	"tachykinin receptor 1 "	mmu-miR-147-5p	-0.11
Shisa9	ENSMUST00000023138.7	"shisa homolog 9 (Xenopus laevis) "	mmu-miR-147-5p	-0.11
Treml2	ENSMUST00000170941.1	"triggering receptor expressed on myeloid cells-like 2 "	mmu-miR-147-5p	-0.11
Ttc37	ENSMUST00000091466.3	"tetratricopeptide repeat domain 37 "	mmu-miR-147-5p	-0.11
Lace1	ENSMUST00000041024.9	"lactation elevated 1 "	mmu-miR-147-5p	-0.11
Nr4a2	ENSMUST00000028166.3	"nuclear receptor subfamily 4, group A, member 2 "	mmu-miR-147-5p	-0.11
Arhgap5	ENSMUST00000110725.1	"Rho GTPase activating protein 5 "	mmu-miR-147-5p	-0.11
Avl9	ENSMUST00000031805.8	"AVL9 homolog (S. cerevisiase) "	mmu-miR-147-5p	-0.11
Btrc	ENSMUST00000065601.6	"beta-transducin repeat containing protein "	mmu-miR-147-5p	-0.11
Tbc1d24	ENSMUST00000168378.2	"TBC1 domain family, member 24 "	mmu-miR-147-5p	-0.11
Nr5a2	ENSMUST00000027649.8	"nuclear receptor subfamily 5, group A, member 2 "	mmu-miR-147-5p	-0.11
Cd226	ENSMUST00000037142.6	"CD226 antigen "	mmu-miR-147-5p	-0.11
Tbx21	ENSMUST00000001484.2	"T-box 21 "	mmu-miR-147-5p	-0.11
Bach2	ENSMUST00000171600.1	"BTB and CNC homology 2 "	mmu-miR-147-5p	-0.11
Zc3h12d	ENSMUST00000039484.4	"zinc finger CCCH type containing 12D "	mmu-miR-147-5p	-0.11
Tmem229b	ENSMUST00000070174.8	"transmembrane protein 229B "	mmu-miR-147-5p	-0.11
Dmrtb1	ENSMUST00000069271.4	"DMRT-like family B with proline-rich C-terminal, 1 "	mmu-miR-147-5p	-0.11
Il1a	ENSMUST00000028882.1	"interleukin 1 alpha "	mmu-miR-147-5p	-0.11
Slc22a23	ENSMUST00000040336.6	"solute carrier family 22, member 23 "	mmu-miR-147-5p	-0.11
Cd160	ENSMUST00000107074.2	"CD160 antigen "	mmu-miR-147-5p	-0.11
Vcl	ENSMUST00000022369.7	"vinculin "	mmu-miR-147-5p	-0.11
Lrrc14b	ENSMUST00000022064.4	"leucine rich repeat containing 14B "	mmu-miR-147-5p	-0.11
Zc3h12b	ENSMUST00000082183.7	"zinc finger CCCH-type containing 12B "	mmu-miR-147-5p	-0.11
Slc45a2	ENSMUST00000117100.2	"solute carrier family 45, member 2 "	mmu-miR-147-5p	-0.11
Fam83b	ENSMUST00000183437.2	"family with sequence similarity 83, member B "	mmu-miR-147-5p	-0.11
Dnal1	ENSMUST00000123491.2	"dynein, axonemal, light chain 1 "	mmu-miR-147-5p	-0.11
Tmx1	ENSMUST00000021471.7	"thioredoxin-related transmembrane protein 1 "	mmu-miR-147-5p	-0.11
Fgf14	ENSMUST00000095529.4	"fibroblast growth factor 14 "	mmu-miR-147-5p	-0.11
Sardh	ENSMUST00000102886.4	"sarcosine dehydrogenase "	mmu-miR-147-5p	-0.11
Gm765	ENSMUST00000164491.1	"predicted gene 765 "	mmu-miR-147-5p	-0.11
Fgfr2	ENSMUST00000124096.2	"fibroblast growth factor receptor 2 "	mmu-miR-147-5p	-0.11
Tmem80	ENSMUST00000145184.2	"transmembrane protein 80 "	mmu-miR-147-5p	-0.11
Tmem35	ENSMUST00000037687.7	"transmembrane protein 35 "	mmu-miR-147-5p	-0.11
Kctd20	ENSMUST00000118762.2	"potassium channel tetramerisation domain containing 20 "	mmu-miR-147-5p	-0.11
Lhfpl4	ENSMUST00000162280.1	"lipoma HMGIC fusion partner-like protein 4 "	mmu-miR-147-5p	-0.11
Arhgap32	ENSMUST00000174641.2	"Rho GTPase activating protein 32 "	mmu-miR-147-5p	-0.11
Rbfox2	ENSMUST00000171751.2	"RNA binding protein, fox-1 homolog (C. elegans) 2 "	mmu-miR-147-5p	-0.11
Dcun1d3	ENSMUST00000059851.7	"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) "	mmu-miR-147-5p	-0.11
Mlf2	ENSMUST00000032214.8	"myeloid leukemia factor 2 "	mmu-miR-147-5p	-0.11
Fzd3	ENSMUST00000131309.1	"frizzled homolog 3 (Drosophila) "	mmu-miR-147-5p	-0.11
Ints6	ENSMUST00000053959.6	"integrator complex subunit 6 "	mmu-miR-147-5p	-0.11
Mob2	ENSMUST00000084418.2	"MOB kinase activator 2 "	mmu-miR-147-5p	-0.11
Sost	ENSMUST00000001534.6	"sclerostin "	mmu-miR-147-5p	-0.11
Camk2g	ENSMUST00000100837.4	"calcium/calmodulin-dependent protein kinase II gamma "	mmu-miR-147-5p	-0.11
Slc5a9	ENSMUST00000102721.2	"solute carrier family 5 (sodium/glucose cotransporter), member 9 "	mmu-miR-147-5p	-0.11
Il1rl2	ENSMUST00000095020.3	"interleukin 1 receptor-like 2 "	mmu-miR-147-5p	-0.11
Taf3	ENSMUST00000026888.5	"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor "	mmu-miR-147-5p	-0.11
Cnr1	ENSMUST00000057188.6	"cannabinoid receptor 1 (brain) "	mmu-miR-147-5p	-0.11
Sgcb	ENSMUST00000081170.7	"sarcoglycan, beta (dystrophin-associated glycoprotein) "	mmu-miR-147-5p	-0.11
Ppt1	ENSMUST00000030412.5	"palmitoyl-protein thioesterase 1 "	mmu-miR-147-5p	-0.11
Arl14ep	ENSMUST00000028536.7	"ADP-ribosylation factor-like 14 effector protein "	mmu-miR-147-5p	-0.11
Zfp169	ENSMUST00000176176.2	"zinc finger protein 169 "	mmu-miR-147-5p	-0.11
Wars2	ENSMUST00000004343.2	"tryptophanyl tRNA synthetase 2 (mitochondrial) "	mmu-miR-147-5p	-0.11
Btbd7	ENSMUST00000045652.6	"BTB (POZ) domain containing 7 "	mmu-miR-147-5p	-0.11
Fam124b	ENSMUST00000058748.1	"family with sequence similarity 124, member B "	mmu-miR-147-5p	-0.11
Creb3l3	ENSMUST00000117422.1	"cAMP responsive element binding protein 3-like 3 "	mmu-miR-147-5p	-0.11
Syt17	ENSMUST00000081574.4	"synaptotagmin XVII "	mmu-miR-147-5p	-0.11
Slc2a10	ENSMUST00000029196.4	"solute carrier family 2 (facilitated glucose transporter), member 10 "	mmu-miR-147-5p	-0.11
Serp2	ENSMUST00000064517.7	"stress-associated endoplasmic reticulum protein family member 2 "	mmu-miR-147-5p	-0.11
Prkx	ENSMUST00000036333.8	"protein kinase, X-linked "	mmu-miR-147-5p	-0.11
Zfp664	ENSMUST00000111417.3	"zinc finger protein 664 "	mmu-miR-147-5p	-0.11
Ankrd13a	ENSMUST00000102578.5	"ankyrin repeat domain 13a "	mmu-miR-147-5p	-0.11
Impad1	ENSMUST00000084949.2	"inositol monophosphatase domain containing 1 "	mmu-miR-147-5p	-0.11
Ubn2	ENSMUST00000160583.2	"ubinuclein 2 "	mmu-miR-147-5p	-0.11
Pcdh17	ENSMUST00000071370.5	"protocadherin 17 "	mmu-miR-147-5p	-0.11
Spty2d1	ENSMUST00000061639.7	"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) "	mmu-miR-147-5p	-0.11
Ubxn2b	ENSMUST00000029907.5	"UBX domain protein 2B "	mmu-miR-147-5p	-0.11
Gm4980	ENSMUST00000178124.2	"predicted gene 4980 "	mmu-miR-147-5p	-0.11
Zfp945	ENSMUST00000160457.3	"zinc finger protein 945 "	mmu-miR-147-5p	-0.11
Lnpep	ENSMUST00000041047.2	"leucyl/cystinyl aminopeptidase "	mmu-miR-147-5p	-0.11
Otogl	ENSMUST00000165341.3	"otogelin-like "	mmu-miR-147-5p	-0.11
Vwa1	ENSMUST00000042196.3	"von Willebrand factor A domain containing 1 "	mmu-miR-147-5p	-0.11
Akap10	ENSMUST00000102650.4	"A kinase (PRKA) anchor protein 10 "	mmu-miR-147-5p	-0.11
Slc31a1	ENSMUST00000122092.1	"solute carrier family 31, member 1 "	mmu-miR-147-5p	-0.11
Spock1	ENSMUST00000185502.1	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 "	mmu-miR-147-5p	-0.11
Tmem87b	ENSMUST00000110325.2	"transmembrane protein 87B "	mmu-miR-147-5p	-0.11
Emilin2	ENSMUST00000024849.9	"elastin microfibril interfacer 2 "	mmu-miR-147-5p	-0.11
Rap2b	ENSMUST00000049064.2	"RAP2B, member of RAS oncogene family "	mmu-miR-147-5p	-0.11
Ncor1	ENSMUST00000018645.7	"nuclear receptor co-repressor 1 "	mmu-miR-147-5p	-0.11
Cdc26	ENSMUST00000084525.6	"cell division cycle 26 "	mmu-miR-147-5p	-0.11
Erlin2	ENSMUST00000033873.7	"ER lipid raft associated 2 "	mmu-miR-147-5p	-0.11
Sp3	ENSMUST00000102689.4	"trans-acting transcription factor 3 "	mmu-miR-147-5p	-0.11
Rsbn1	ENSMUST00000106806.1	"rosbin, round spermatid basic protein 1 "	mmu-miR-147-5p	-0.11
Grk5	ENSMUST00000003313.8	"G protein-coupled receptor kinase 5 "	mmu-miR-147-5p	-0.11
Sprn	ENSMUST00000059241.7	"shadow of prion protein "	mmu-miR-147-5p	-0.11
1700034J05Rik	ENSMUST00000036592.9	"RIKEN cDNA 1700034J05 gene "	mmu-miR-147-5p	-0.11
Abhd4	ENSMUST00000180359.2	"abhydrolase domain containing 4 "	mmu-miR-147-5p	-0.11
Fjx1	ENSMUST00000099678.4	"four jointed box 1 (Drosophila) "	mmu-miR-147-5p	-0.11
Six6	ENSMUST00000021519.6	"sine oculis-related homeobox 6 "	mmu-miR-147-5p	-0.11
Zfp78	ENSMUST00000086323.5	"zinc finger protein 78 "	mmu-miR-147-5p	-0.11
Dolpp1	ENSMUST00000028209.9	"dolichyl pyrophosphate phosphatase 1 "	mmu-miR-147-5p	-0.11
Vipr2	ENSMUST00000011315.4	"vasoactive intestinal peptide receptor 2 "	mmu-miR-147-5p	-0.11
Pds5b	ENSMUST00000016569.5	"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) "	mmu-miR-147-5p	-0.11
Rasa2	ENSMUST00000034984.7	"RAS p21 protein activator 2 "	mmu-miR-147-5p	-0.11
Zkscan8	ENSMUST00000045228.6	"zinc finger with KRAB and SCAN domains 8 "	mmu-miR-147-5p	-0.11
Golt1b	ENSMUST00000032372.6	"golgi transport 1 homolog B (S. cerevisiae) "	mmu-miR-147-5p	-0.11
Ubxn7	ENSMUST00000115151.3	"UBX domain protein 7 "	mmu-miR-147-5p	-0.11
Mx2	ENSMUST00000024112.7	"myxovirus (influenza virus) resistance 2 "	mmu-miR-147-5p	-0.11
2610002J02Rik	ENSMUST00000178473.2	"RIKEN cDNA 2610002J02 gene "	mmu-miR-147-5p	-0.11
1190003K10Rik	ENSMUST00000180282.1	"RIKEN cDNA 1190003K10 gene "	mmu-miR-147-5p	-0.11
Gm16503	ENSMUST00000104964.2	"predicted gene 16503 "	mmu-miR-147-5p	-0.11
Zfp715	ENSMUST00000048015.8	"zinc finger protein 715 "	mmu-miR-147-5p	-0.11
Il6ra	ENSMUST00000029559.6	"interleukin 6 receptor, alpha "	mmu-miR-147-5p	-0.11
Rab31	ENSMUST00000070673.7	"RAB31, member RAS oncogene family "	mmu-miR-147-5p	-0.11
Igsf3	ENSMUST00000043983.5	"immunoglobulin superfamily, member 3 "	mmu-miR-147-5p	-0.11
2810459M11Rik	ENSMUST00000165824.2	"RIKEN cDNA 2810459M11 gene "	mmu-miR-147-5p	-0.11
Acnat2	ENSMUST00000081541.3	"acyl-coenzyme A amino acid N-acyltransferase 2 "	mmu-miR-147-5p	-0.11
Neurog2	ENSMUST00000029587.7	"neurogenin 2 "	mmu-miR-147-5p	-0.11
Calm3	ENSMUST00000019514.9	"calmodulin 3 "	mmu-miR-147-5p	-0.11
Rbm33	ENSMUST00000114884.2	"RNA binding motif protein 33 "	mmu-miR-147-5p	-0.11
4921536K21Rik	ENSMUST00000020712.4	"RIKEN cDNA 4921536K21 gene "	mmu-miR-147-5p	-0.11
Usp48	ENSMUST00000105840.2	"ubiquitin specific peptidase 48 "	mmu-miR-147-5p	-0.11
Fam222b	ENSMUST00000073705.6	"family with sequence similarity 222, member B "	mmu-miR-147-5p	-0.11
Tmem178	ENSMUST00000025092.4	"transmembrane protein 178 "	mmu-miR-147-5p	-0.11
Capn7	ENSMUST00000022451.8	"calpain 7 "	mmu-miR-147-5p	-0.11
Wdr43	ENSMUST00000047086.9	"WD repeat domain 43 "	mmu-miR-147-5p	-0.11
