Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Ets2	ENSMUST00000023612.9	"E26 avian leukemia oncogene 2, 3' domain "	mmu-miR-486a-3p	-0.30
C530008M17Rik	ENSMUST00000163347.2	"RIKEN cDNA C530008M17 gene "	mmu-miR-486a-3p	-0.30
Tbc1d9b	ENSMUST00000101270.4	"TBC1 domain family, member 9B "	mmu-miR-6954-5p	-0.30
Cdc42se2	ENSMUST00000064104.7	"CDC42 small effector 2 "	mmu-miR-6954-5p	-0.30
Col6a2	ENSMUST00000001181.7	"collagen, type VI, alpha 2 "	mmu-miR-6954-5p	-0.30
Manbal	ENSMUST00000081202.5	"mannosidase, beta A, lysosomal-like "	mmu-miR-6954-5p	-0.30
Adcy9	ENSMUST00000117801.2	"adenylate cyclase 9 "	mmu-miR-6954-5p	-0.30
Naa60	ENSMUST00000186375.1	"N(alpha)-acetyltransferase 60, NatF catalytic subunit "	mmu-miR-6954-5p	-0.29
Capn6	ENSMUST00000087316.5	"calpain 6 "	mmu-miR-6954-5p	-0.29
Fam117a	ENSMUST00000037502.6	"family with sequence similarity 117, member A "	mmu-miR-486a-3p	-0.29
Ppp1r14b	ENSMUST00000070850.6	"protein phosphatase 1, regulatory (inhibitor) subunit 14B "	mmu-miR-6954-5p	-0.29
Arrb2	ENSMUST00000102564.5	"arrestin, beta 2 "	mmu-miR-486a-3p	-0.29
Aph1a	ENSMUST00000015894.6	"anterior pharynx defective 1a homolog (C. elegans) "	mmu-miR-486a-3p	-0.29
Fhdc1	ENSMUST00000091002.2	"FH2 domain containing 1 "	mmu-miR-6954-5p	-0.29
Cmtm3	ENSMUST00000034343.4	"CKLF-like MARVEL transmembrane domain containing 3 "	mmu-miR-6954-5p	-0.29
Phkg1	ENSMUST00000026617.7	"phosphorylase kinase gamma 1 "	mmu-miR-486a-3p	-0.29
Psors1c2	ENSMUST00000025273.8	"psoriasis susceptibility 1 candidate 2 (human) "	mmu-miR-486a-3p	-0.29
Tspan3	ENSMUST00000034876.8	"tetraspanin 3 "	mmu-miR-6954-5p	-0.29
Kcnc4	ENSMUST00000009617.8	"potassium voltage gated channel, Shaw-related subfamily, member 4 "	mmu-miR-6954-5p	-0.29
Slc25a22	ENSMUST00000106007.4	"solute carrier family 25 (mitochondrial carrier, glutamate), member 22 "	mmu-miR-6954-5p	-0.29
Lsm12	ENSMUST00000107156.3	"LSM12 homolog (S. cerevisiae) "	mmu-miR-486a-3p	-0.29
Abcb7	ENSMUST00000033695.5	"ATP-binding cassette, sub-family B (MDR/TAP), member 7 "	mmu-miR-486a-3p	-0.29
Tmc8	ENSMUST00000106334.3	"transmembrane channel-like gene family 8 "	mmu-miR-6954-5p	-0.29
Gm14862	ENSMUST00000115553.2	"predicted gene 14862 "	mmu-miR-6954-5p	-0.29
Srd5a2	ENSMUST00000043458.7	"steroid 5 alpha-reductase 2 "	mmu-miR-486a-3p	-0.29
Ganc	ENSMUST00000135074.1	"glucosidase, alpha; neutral C "	mmu-miR-486a-3p	-0.29
Tmem184b	ENSMUST00000074991.3	"transmembrane protein 184b "	mmu-miR-6954-5p	-0.29
Slc25a18	ENSMUST00000112682.2	"solute carrier family 25 (mitochondrial carrier), member 18 "	mmu-miR-486a-3p	-0.29
Ifnar1	ENSMUST00000023689.5	"interferon (alpha and beta) receptor 1 "	mmu-miR-486a-3p	-0.29
Upk1b	ENSMUST00000057767.4	"uroplakin 1B "	mmu-miR-486a-3p	-0.29
Speer3	ENSMUST00000124677.1	"spermatogenesis associated glutamate (E)-rich protein 3 "	mmu-miR-486a-3p	-0.29
Nefh	ENSMUST00000093369.4	"neurofilament, heavy polypeptide "	mmu-miR-486a-3p	-0.29
Sntb1	ENSMUST00000039769.6	"syntrophin, basic 1 "	mmu-miR-486a-3p	-0.29
Chrnb4	ENSMUST00000034854.6	"cholinergic receptor, nicotinic, beta polypeptide 4 "	mmu-miR-6954-5p	-0.29
C87499	ENSMUST00000107143.2	"expressed sequence C87499 "	mmu-miR-486a-3p	-0.29
Usb1	ENSMUST00000034245.9	"U6 snRNA biogenesis 1 "	mmu-miR-6954-5p	-0.29
Kcnq4	ENSMUST00000030376.7	"potassium voltage-gated channel, subfamily Q, member 4 "	mmu-miR-6954-5p	-0.29
Efcab4a	ENSMUST00000053670.6	"EF-hand calcium binding domain 4A "	mmu-miR-6954-5p	-0.29
1700106J16Rik	ENSMUST00000037268.5	"RIKEN cDNA 1700106J16 gene "	mmu-miR-6954-5p	-0.29
Cdh4	ENSMUST00000000314.7	"cadherin 4 "	mmu-miR-486a-3p	-0.29
Pkd1	ENSMUST00000035565.3	"polycystic kidney disease 1 homolog "	mmu-miR-486a-3p	-0.29
Tlr9	ENSMUST00000062241.10	"toll-like receptor 9 "	mmu-miR-6954-5p	-0.29
Gcn1l1	ENSMUST00000064454.8	"GCN1 general control of amino-acid synthesis 1-like 1 (yeast) "	mmu-miR-6954-5p	-0.29
Pianp	ENSMUST00000032479.5	"PILR alpha associated neural protein "	mmu-miR-6954-5p	-0.29
Hipk4	ENSMUST00000108353.3	"homeodomain interacting protein kinase 4 "	mmu-miR-6954-5p	-0.29
Tnc	ENSMUST00000030056.6	"tenascin C "	mmu-miR-486a-3p	-0.29
Krtap11-1	ENSMUST00000171542.1	"keratin associated protein 11-1 "	mmu-miR-486a-3p	-0.29
Asb15	ENSMUST00000117688.1	"ankyrin repeat and SOCS box-containing 15 "	mmu-miR-486a-3p	-0.29
Ttc23	ENSMUST00000107471.2	"tetratricopeptide repeat domain 23 "	mmu-miR-486a-3p	-0.29
Ivd	ENSMUST00000028807.5	"isovaleryl coenzyme A dehydrogenase "	mmu-miR-6954-5p	-0.29
Cmip	ENSMUST00000166750.2	"c-Maf inducing protein "	mmu-miR-486a-3p	-0.29
Smtn	ENSMUST00000020718.5	"smoothelin "	mmu-miR-6954-5p	-0.29
Srms	ENSMUST00000016498.4	"src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites "	mmu-miR-6954-5p	-0.29
Rell2	ENSMUST00000091932.6	"RELT-like 2 "	mmu-miR-6954-5p	-0.29
Rnaseh1	ENSMUST00000020959.7	"ribonuclease H1 "	mmu-miR-486a-3p	-0.29
Aadacl3	ENSMUST00000105749.1	"arylacetamide deacetylase-like 3 "	mmu-miR-6954-5p	-0.29
Susd2	ENSMUST00000095541.4	"sushi domain containing 2 "	mmu-miR-486a-3p	-0.29
Garem	ENSMUST00000049260.6	"GRB2 associated, regulator of MAPK1 "	mmu-miR-486a-3p	-0.29
Vamp3	ENSMUST00000030797.3	"vesicle-associated membrane protein 3 "	mmu-miR-486a-3p	-0.29
Wdr54	ENSMUST00000153148.2	"WD repeat domain 54 "	mmu-miR-486a-3p	-0.29
Rasgrp4	ENSMUST00000032811.6	"RAS guanyl releasing protein 4 "	mmu-miR-486a-3p	-0.29
Tktl2	ENSMUST00000183187.1	"transketolase-like 2 "	mmu-miR-486a-3p	-0.29
Plin5	ENSMUST00000019808.6	"perilipin 5 "	mmu-miR-6954-5p	-0.29
Cnih2	ENSMUST00000025805.6	"cornichon homolog 2 (Drosophila) "	mmu-miR-6954-5p	-0.29
Vpreb3	ENSMUST00000000926.2	"pre-B lymphocyte gene 3 "	mmu-miR-6954-5p	-0.29
Igfbp6	ENSMUST00000023807.6	"insulin-like growth factor binding protein 6 "	mmu-miR-486a-3p	-0.29
Nipal3	ENSMUST00000102549.4	"NIPA-like domain containing 3 "	mmu-miR-6954-5p	-0.29
Pars2	ENSMUST00000058905.7	"prolyl-tRNA synthetase (mitochondrial)(putative) "	mmu-miR-6954-5p	-0.29
Alpi	ENSMUST00000113270.2	"alkaline phosphatase, intestinal "	mmu-miR-486a-3p	-0.29
Rbpms	ENSMUST00000191473.1	"RNA binding protein gene with multiple splicing "	mmu-miR-6954-5p	-0.29
1700025G04Rik	ENSMUST00000044581.8	"RIKEN cDNA 1700025G04 gene "	mmu-miR-486a-3p	-0.29
Etnk2	ENSMUST00000135222.3	"ethanolamine kinase 2 "	mmu-miR-486a-3p	-0.29
Prdm11	ENSMUST00000111274.2	"PR domain containing 11 "	mmu-miR-6954-5p	-0.29
Cflar	ENSMUST00000114313.2	"CASP8 and FADD-like apoptosis regulator "	mmu-miR-486a-3p	-0.29
Ly6f	ENSMUST00000189654.1	"lymphocyte antigen 6 complex, locus F "	mmu-miR-486a-3p	-0.29
Jund	ENSMUST00000095267.4	"jun D proto-oncogene "	mmu-miR-486a-3p	-0.29
Ssbp3	ENSMUST00000030367.9	"single-stranded DNA binding protein 3 "	mmu-miR-6954-5p	-0.29
Slc2a4	ENSMUST00000018710.7	"solute carrier family 2 (facilitated glucose transporter), member 4 "	mmu-miR-6954-5p	-0.29
Gm2042	ENSMUST00000181326.2	"predicted gene 2042 "	mmu-miR-486a-3p	-0.29
Dchs1	ENSMUST00000078482.6	"dachsous 1 (Drosophila) "	mmu-miR-6954-5p	-0.29
Wdr47	ENSMUST00000051145.9	"WD repeat domain 47 "	mmu-miR-486a-3p	-0.29
Baiap2l2	ENSMUST00000165408.2	"BAI1-associated protein 2-like 2 "	mmu-miR-486a-3p	-0.29
Ldlr	ENSMUST00000034713.7	"low density lipoprotein receptor "	mmu-miR-486a-3p	-0.29
Gm12942	ENSMUST00000106097.3	"predicted gene 12942 "	mmu-miR-326-5p	-0.29
Akap3	ENSMUST00000095440.5	"A kinase (PRKA) anchor protein 3 "	mmu-miR-6954-5p	-0.29
Hyal6	ENSMUST00000031690.5	"hyaluronoglucosaminidase 6 "	mmu-miR-486a-3p	-0.29
Otp	ENSMUST00000022195.11	"orthopedia homolog (Drosophila) "	mmu-miR-6954-5p	-0.29
Adcyap1r1	ENSMUST00000070756.6	"adenylate cyclase activating polypeptide 1 receptor 1 "	mmu-miR-486a-3p	-0.29
Car6	ENSMUST00000105683.3	"carbonic anhydrase 6 "	mmu-miR-6954-5p	-0.28
A730018C14Rik	ENSMUST00000050754.1	"RIKEN cDNA A730018C14 gene "	mmu-miR-486a-3p	-0.28
Kctd11	ENSMUST00000050555.4	"potassium channel tetramerisation domain containing 11 "	mmu-miR-6954-5p	-0.28
Cldn11	ENSMUST00000046174.6	"claudin 11 "	mmu-miR-486a-3p	-0.28
Duox2	ENSMUST00000053734.5	"dual oxidase 2 "	mmu-miR-6954-5p	-0.28
Arl6ip1	ENSMUST00000032888.7	"ADP-ribosylation factor-like 6 interacting protein 1 "	mmu-miR-486a-3p	-0.28
Ankrd54	ENSMUST00000040676.5	"ankyrin repeat domain 54 "	mmu-miR-6954-5p	-0.28
Necab2	ENSMUST00000098363.4	"N-terminal EF-hand calcium binding protein 2 "	mmu-miR-486a-3p	-0.28
Tgm6	ENSMUST00000028888.4	"transglutaminase 6 "	mmu-miR-486a-3p	-0.28
Nlrc5	ENSMUST00000053085.6	"NLR family, CARD domain containing 5 "	mmu-miR-486a-3p	-0.28
Tgfbrap1	ENSMUST00000095014.2	"transforming growth factor, beta receptor associated protein 1 "	mmu-miR-6954-5p	-0.28
Nfyc	ENSMUST00000043429.6	"nuclear transcription factor-Y gamma "	mmu-miR-6954-5p	-0.28
Ttc21a	ENSMUST00000035100.5	"tetratricopeptide repeat domain 21A "	mmu-miR-486a-3p	-0.28
Zfp618	ENSMUST00000107415.2	"zinc finger protein 618 "	mmu-miR-486a-3p	-0.28
Gab1	ENSMUST00000034150.8	"growth factor receptor bound protein 2-associated protein 1 "	mmu-miR-486a-3p	-0.28
Gimap4	ENSMUST00000090070.5	"GTPase, IMAP family member 4 "	mmu-miR-6954-5p	-0.28
Sox14	ENSMUST00000054819.9	"SRY (sex determining region Y)-box 14 "	mmu-miR-6954-5p	-0.28
9230019H11Rik	ENSMUST00000095874.2	"RIKEN cDNA 9230019H11 gene "	mmu-miR-6954-5p	-0.28
Cstf1	ENSMUST00000116375.1	"cleavage stimulation factor, 3' pre-RNA, subunit 1 "	mmu-miR-486a-3p	-0.28
Dbnl	ENSMUST00000102928.4	"drebrin-like "	mmu-miR-6954-5p	-0.28
Mical2	ENSMUST00000050149.6	"microtubule associated monooxygenase, calponin and LIM domain containing 2 "	mmu-miR-486a-3p	-0.28
Bik	ENSMUST00000016902.3	"BCL2-interacting killer "	mmu-miR-486a-3p	-0.28
Lss	ENSMUST00000048678.6	"lanosterol synthase "	mmu-miR-6954-5p	-0.28
Med16	ENSMUST00000105378.3	"mediator complex subunit 16 "	mmu-miR-6954-5p	-0.28
G6pd2	ENSMUST00000053876.3	"glucose-6-phosphate dehydrogenase 2 "	mmu-miR-6954-5p	-0.28
Kctd16	ENSMUST00000091927.4	"potassium channel tetramerisation domain containing 16 "	mmu-miR-486a-3p	-0.28
Raf1	ENSMUST00000112949.2	"v-raf-leukemia viral oncogene 1 "	mmu-miR-6954-5p	-0.28
Pkib	ENSMUST00000075992.6	"protein kinase inhibitor beta, cAMP dependent, testis specific "	mmu-miR-486a-3p	-0.28
Cmtr1	ENSMUST00000024816.7	"cap methyltransferase 1 "	mmu-miR-6954-5p	-0.28
Rab26	ENSMUST00000035797.10	"RAB26, member RAS oncogene family "	mmu-miR-486a-3p	-0.28
Gabre	ENSMUST00000064780.3	"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon "	mmu-miR-486a-3p	-0.28
Eri3	ENSMUST00000037127.9	"exoribonuclease 3 "	mmu-miR-486a-3p	-0.28
Dek	ENSMUST00000021807.7	"DEK oncogene (DNA binding) "	mmu-miR-6954-5p	-0.28
Rhpn1	ENSMUST00000121137.2	"rhophilin, Rho GTPase binding protein 1 "	mmu-miR-6954-5p	-0.28
Elac2	ENSMUST00000101049.3	"elaC homolog 2 (E. coli) "	mmu-miR-6954-5p	-0.28
Plxnb3	ENSMUST00000002079.6	"plexin B3 "	mmu-miR-6954-5p	-0.28
Tas1r2	ENSMUST00000030510.8	"taste receptor, type 1, member 2 "	mmu-miR-6954-5p	-0.28
Os9	ENSMUST00000164259.2	"amplified in osteosarcoma "	mmu-miR-6954-5p	-0.28
Tigd4	ENSMUST00000062623.3	"tigger transposable element derived 4 "	mmu-miR-486a-3p	-0.28
Palm2Akap2	ENSMUST00000150412.1	"Palm2-Akap2 readthrough transcript "	mmu-miR-6954-5p	-0.28
Cds1	ENSMUST00000031273.8	"CDP-diacylglycerol synthase 1 "	mmu-miR-6954-5p	-0.28
Polr2c	ENSMUST00000109521.3	"polymerase (RNA) II (DNA directed) polypeptide C "	mmu-miR-6954-5p	-0.28
Gramd1a	ENSMUST00000001280.8	"GRAM domain containing 1A "	mmu-miR-6954-5p	-0.28
Dok2	ENSMUST00000022698.7	"docking protein 2 "	mmu-miR-6954-5p	-0.28
Tfcp2l1	ENSMUST00000027629.9	"transcription factor CP2-like 1 "	mmu-miR-486a-3p	-0.28
AW554918	ENSMUST00000165400.2	"expressed sequence AW554918 "	mmu-miR-6954-5p	-0.28
Diras1	ENSMUST00000055125.4	"DIRAS family, GTP-binding RAS-like 1 "	mmu-miR-6954-5p	-0.28
March10	ENSMUST00000138977.2	"membrane-associated ring finger (C3HC4) 10 "	mmu-miR-6954-5p	-0.28
BC037034	ENSMUST00000167840.2	"cDNA sequence BC037034 "	mmu-miR-6954-5p	-0.28
Hs6st3	ENSMUST00000065904.3	"heparan sulfate 6-O-sulfotransferase 3 "	mmu-miR-486a-3p	-0.28
Tlr13	ENSMUST00000040065.3	"toll-like receptor 13 "	mmu-miR-486a-3p	-0.28
Trim46	ENSMUST00000090924.7	"tripartite motif-containing 46 "	mmu-miR-486a-3p	-0.28
Cplx1	ENSMUST00000046892.9	"complexin 1 "	mmu-miR-486a-3p	-0.28
Mfsd12	ENSMUST00000044844.8	"major facilitator superfamily domain containing 12 "	mmu-miR-6954-5p	-0.28
Siae	ENSMUST00000002007.3	"sialic acid acetylesterase "	mmu-miR-486a-3p	-0.28
Ephx3	ENSMUST00000087721.4	"epoxide hydrolase 3 "	mmu-miR-6954-5p	-0.28
Ctns	ENSMUST00000006103.3	"cystinosis, nephropathic "	mmu-miR-486a-3p	-0.28
Tmem180	ENSMUST00000128041.2	"transmembrane protein 180 "	mmu-miR-6954-5p	-0.28
Accsl	ENSMUST00000099690.3	"1-aminocyclopropane-1-carboxylate synthase (non-functional)-like "	mmu-miR-486a-3p	-0.28
Atp6v0c	ENSMUST00000024932.6	"ATPase, H+ transporting, lysosomal V0 subunit C "	mmu-miR-6954-5p	-0.28
Jazf1	ENSMUST00000074541.5	"JAZF zinc finger 1 "	mmu-miR-6954-5p	-0.28
Prom2	ENSMUST00000028855.8	"prominin 2 "	mmu-miR-6954-5p	-0.28
Fasn	ENSMUST00000055655.7	"fatty acid synthase "	mmu-miR-6954-5p	-0.28
Lrrc10b	ENSMUST00000171400.2	"leucine rich repeat containing 10B "	mmu-miR-486a-3p	-0.28
Gm5423	ENSMUST00000168554.1	"predicted gene 5423 "	mmu-miR-6954-5p	-0.28
Lamp5	ENSMUST00000057503.6	"lysosomal-associated membrane protein family, member 5 "	mmu-miR-6954-5p	-0.28
Crisp4	ENSMUST00000026876.7	"cysteine-rich secretory protein 4 "	mmu-miR-486a-3p	-0.28
Ppfibp2	ENSMUST00000040056.8	"PTPRF interacting protein, binding protein 2 (liprin beta 2) "	mmu-miR-6954-5p	-0.28
Dot1l	ENSMUST00000105336.3	"DOT1-like, histone H3 methyltransferase (S. cerevisiae) "	mmu-miR-486a-3p	-0.28
Nsl1	ENSMUST00000078259.6	"NSL1, MIND kinetochore complex component, homolog (S. cerevisiae) "	mmu-miR-486a-3p	-0.28
4930523C07Rik	ENSMUST00000163892.2	"RIKEN cDNA 4930523C07 gene "	mmu-miR-486a-3p	-0.28
Mak	ENSMUST00000165087.2	"male germ cell-associated kinase "	mmu-miR-486a-3p	-0.28
Pbx2	ENSMUST00000038149.7	"pre B cell leukemia homeobox 2 "	mmu-miR-6954-5p	-0.28
Tcp11l1	ENSMUST00000111118.2	"t-complex 11 like 1 "	mmu-miR-6954-5p	-0.28
Arrdc3	ENSMUST00000099356.3	"arrestin domain containing 3 "	mmu-miR-486a-3p	-0.28
Cdc25b	ENSMUST00000079857.8	"cell division cycle 25B "	mmu-miR-6954-5p	-0.28
En1	ENSMUST00000079721.8	"engrailed 1 "	mmu-miR-6954-5p	-0.28
2610318N02Rik	ENSMUST00000093336.6	"RIKEN cDNA 2610318N02 gene "	mmu-miR-486a-3p	-0.28
Clcn2	ENSMUST00000007207.9	"chloride channel 2 "	mmu-miR-486a-3p	-0.28
Cox15	ENSMUST00000045562.5	"cytochrome c oxidase assembly protein 15 "	mmu-miR-486a-3p	-0.27
Edaradd	ENSMUST00000179308.1	"EDAR (ectodysplasin-A receptor)-associated death domain "	mmu-miR-6954-5p	-0.27
Prok1	ENSMUST00000049852.8	"prokineticin 1 "	mmu-miR-6954-5p	-0.27
Gata4	ENSMUST00000118022.2	"GATA binding protein 4 "	mmu-miR-6954-5p	-0.27
Cluh	ENSMUST00000092915.6	"clustered mitochondria (cluA/CLU1) homolog "	mmu-miR-6954-5p	-0.27
Cidec	ENSMUST00000113089.2	"cell death-inducing DFFA-like effector c "	mmu-miR-326-5p	-0.27
Rab3ip	ENSMUST00000020375.6	"RAB3A interacting protein "	mmu-miR-6954-5p	-0.27
Ctdnep1	ENSMUST00000108593.2	"CTD nuclear envelope phosphatase 1 "	mmu-miR-6954-5p	-0.27
Dlx3	ENSMUST00000092768.6	"distal-less homeobox 3 "	mmu-miR-486a-3p	-0.27
Snai3	ENSMUST00000006762.5	"snail homolog 3 (Drosophila) "	mmu-miR-486a-3p	-0.27
Bbip1	ENSMUST00000135402.2	"BBSome interacting protein 1 "	mmu-miR-486a-3p	-0.27
B3gat1	ENSMUST00000160899.2	"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) "	mmu-miR-6954-5p	-0.27
Itgb7	ENSMUST00000001327.4	"integrin beta 7 "	mmu-miR-486a-3p	-0.27
Cep170b	ENSMUST00000101018.4	"centrosomal protein 170B "	mmu-miR-6954-5p	-0.27
Atf3	ENSMUST00000027941.8	"activating transcription factor 3 "	mmu-miR-6954-5p	-0.27
Mrvi1	ENSMUST00000005751.7	"MRV integration site 1 "	mmu-miR-6954-5p	-0.27
Clpb	ENSMUST00000001884.8	"ClpB caseinolytic peptidase B "	mmu-miR-486a-3p	-0.27
Ptk2b	ENSMUST00000022622.8	"PTK2 protein tyrosine kinase 2 beta "	mmu-miR-6954-5p	-0.27
Lrrc46	ENSMUST00000021251.6	"leucine rich repeat containing 46 "	mmu-miR-486a-3p	-0.27
Gm10941	ENSMUST00000105408.3	"predicted gene 10941 "	mmu-miR-6954-5p	-0.27
Ccdc64	ENSMUST00000055408.7	"coiled-coil domain containing 64 "	mmu-miR-6954-5p	-0.27
Nhlh1	ENSMUST00000059794.3	"nescient helix loop helix 1 "	mmu-miR-6954-5p	-0.27
Zfp346	ENSMUST00000021937.6	"zinc finger protein 346 "	mmu-miR-6954-5p	-0.27
Bckdha	ENSMUST00000071329.6	"branched chain ketoacid dehydrogenase E1, alpha polypeptide "	mmu-miR-6954-5p	-0.27
Zfp740	ENSMUST00000119800.2	"zinc finger protein 740 "	mmu-miR-6954-5p	-0.27
Rrp7a	ENSMUST00000018184.4	"ribosomal RNA processing 7 homolog A (S. cerevisiae) "	mmu-miR-6954-5p	-0.27
Ttc38	ENSMUST00000146088.2	"tetratricopeptide repeat domain 38 "	mmu-miR-6954-5p	-0.27
Rela	ENSMUST00000025867.5	"v-rel reticuloendotheliosis viral oncogene homolog A (avian) "	mmu-miR-6954-5p	-0.27
Dtx4	ENSMUST00000045521.7	"deltex 4 homolog (Drosophila) "	mmu-miR-486a-3p	-0.27
Fam198a	ENSMUST00000043011.7	"family with sequence similarity 198, member A "	mmu-miR-486a-3p	-0.27
Atp13a2	ENSMUST00000127833.2	"ATPase type 13A2 "	mmu-miR-6954-5p	-0.27
Nod1	ENSMUST00000060655.9	"nucleotide-binding oligomerization domain containing 1 "	mmu-miR-486a-3p	-0.27
Trp53bp2	ENSMUST00000117245.1	"transformation related protein 53 binding protein 2 "	mmu-miR-6954-5p	-0.27
Nt5c1a	ENSMUST00000068262.5	"5'-nucleotidase, cytosolic IA "	mmu-miR-486a-3p	-0.27
Elavl1	ENSMUST00000098950.4	"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R) "	mmu-miR-6954-5p	-0.27
Lin52	ENSMUST00000137170.1	"lin-52 homolog (C. elegans) "	mmu-miR-6954-5p	-0.27
Ppan	ENSMUST00000004203.5	"peter pan homolog (Drosophila) "	mmu-miR-486a-3p	-0.27
Ube2h	ENSMUST00000102993.4	"ubiquitin-conjugating enzyme E2H "	mmu-miR-486a-3p	-0.27
Abce1	ENSMUST00000080536.6	"ATP-binding cassette, sub-family E (OABP), member 1 "	mmu-miR-6954-5p	-0.27
Oxsr1	ENSMUST00000040853.5	"oxidative-stress responsive 1 "	mmu-miR-6954-5p	-0.27
Plekho2	ENSMUST00000068944.7	"pleckstrin homology domain containing, family O member 2 "	mmu-miR-6954-5p	-0.27
Agps	ENSMUST00000047232.8	"alkylglycerone phosphate synthase "	mmu-miR-486a-3p	-0.27
Gm12886	ENSMUST00000106266.1	"predicted gene 12886 "	mmu-miR-486a-3p	-0.27
Plch2	ENSMUST00000176194.2	"phospholipase C, eta 2 "	mmu-miR-486a-3p	-0.27
Slc29a4	ENSMUST00000058418.7	"solute carrier family 29 (nucleoside transporters), member 4 "	mmu-miR-6954-5p	-0.27
Fat3	ENSMUST00000082170.5	"FAT tumor suppressor homolog 3 (Drosophila) "	mmu-miR-486a-3p	-0.27
Ifnar2	ENSMUST00000117836.2	"interferon (alpha and beta) receptor 2 "	mmu-miR-486a-3p	-0.27
Trafd1	ENSMUST00000042312.8	"TRAF type zinc finger domain containing 1 "	mmu-miR-6954-5p	-0.27
Mtmr9	ENSMUST00000058679.5	"myotubularin related protein 9 "	mmu-miR-486a-3p	-0.27
Slc39a1	ENSMUST00000015467.8	"solute carrier family 39 (zinc transporter), member 1 "	mmu-miR-486a-3p	-0.27
Ric3	ENSMUST00000055993.7	"resistance to inhibitors of cholinesterase 3 homolog (C. elegans) "	mmu-miR-486a-3p	-0.27
Usp5	ENSMUST00000047510.4	"ubiquitin specific peptidase 5 (isopeptidase T) "	mmu-miR-6954-5p	-0.27
Gpr114	ENSMUST00000166802.2	"G protein-coupled receptor 114 "	mmu-miR-6954-5p	-0.27
Wars	ENSMUST00000109848.4	"tryptophanyl-tRNA synthetase "	mmu-miR-486a-3p	-0.27
Gpatch2	ENSMUST00000110943.3	"G patch domain containing 2 "	mmu-miR-486a-3p	-0.27
Arhgap26	ENSMUST00000097593.3	"Rho GTPase activating protein 26 "	mmu-miR-486a-3p	-0.27
Vamp4	ENSMUST00000150040.2	"vesicle-associated membrane protein 4 "	mmu-miR-486a-3p	-0.27
Tprkb	ENSMUST00000113753.2	"Tp53rk binding protein "	mmu-miR-6954-5p	-0.27
Fam216b	ENSMUST00000066437.4	"family with sequence similarity 216, member B "	mmu-miR-6954-5p	-0.27
Nacc1	ENSMUST00000001975.4	"nucleus accumbens associated 1, BEN and BTB (POZ) domain containing "	mmu-miR-6954-5p	-0.27
Vwa2	ENSMUST00000026068.7	"von Willebrand factor A domain containing 2 "	mmu-miR-6954-5p	-0.27
Fbxw8	ENSMUST00000049474.7	"F-box and WD-40 domain protein 8 "	mmu-miR-6954-5p	-0.27
Ddit4	ENSMUST00000020308.3	"DNA-damage-inducible transcript 4 "	mmu-miR-486a-3p	-0.27
Dusp18	ENSMUST00000055931.4	"dual specificity phosphatase 18 "	mmu-miR-6954-5p	-0.27
Mpped1	ENSMUST00000172398.1	"metallophosphoesterase domain containing 1 "	mmu-miR-486a-3p	-0.27
Fis1	ENSMUST00000019198.6	"fission 1 (mitochondrial outer membrane) homolog (yeast) "	mmu-miR-6954-5p	-0.27
Ccdc92	ENSMUST00000036206.8	"coiled-coil domain containing 92 "	mmu-miR-486a-3p	-0.27
Mis18a	ENSMUST00000099554.4	"MIS18 kinetochore protein homolog A (S. pombe) "	mmu-miR-6954-5p	-0.27
Efna4	ENSMUST00000029674.7	"ephrin A4 "	mmu-miR-486a-3p	-0.27
Prrc2b	ENSMUST00000036691.8	"proline-rich coiled-coil 2B "	mmu-miR-486a-3p	-0.27
Kbtbd12	ENSMUST00000184878.2	"kelch repeat and BTB (POZ) domain containing 12 "	mmu-miR-6954-5p	-0.27
Atp5g1	ENSMUST00000090541.6	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) "	mmu-miR-486a-3p	-0.27
Golga7b	ENSMUST00000122375.2	"golgi autoantigen, golgin subfamily a, 7B "	mmu-miR-486a-3p	-0.27
H60c	ENSMUST00000170893.2	"histocompatibility 60c "	mmu-miR-6954-5p	-0.27
Atg4d	ENSMUST00000065005.3	"autophagy related 4D, cysteine peptidase "	mmu-miR-6954-5p	-0.27
Pomt2	ENSMUST00000037788.4	"protein-O-mannosyltransferase 2 "	mmu-miR-6954-5p	-0.26
Iqce	ENSMUST00000041783.8	"IQ motif containing E "	mmu-miR-486a-3p	-0.26
Bsn	ENSMUST00000035208.8	"bassoon "	mmu-miR-6954-5p	-0.26
Gipc1	ENSMUST00000019577.8	"GIPC PDZ domain containing family, member 1 "	mmu-miR-6954-5p	-0.26
Figf	ENSMUST00000033751.7	"c-fos induced growth factor "	mmu-miR-6954-5p	-0.26
Krt72	ENSMUST00000071104.4	"keratin 72 "	mmu-miR-486a-3p	-0.26
Nanos2	ENSMUST00000063563.7	"nanos homolog 2 (Drosophila) "	mmu-miR-486a-3p	-0.26
Inpp5b	ENSMUST00000094782.4	"inositol polyphosphate-5-phosphatase B "	mmu-miR-6954-5p	-0.26
