Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Cav1	ENSMUST00000115453.1	"caveolin 1, caveolae protein "	mmu-miR-96-5p	-0.31
St7	ENSMUST00000053148.8	"suppression of tumorigenicity 7 "	mmu-miR-96-5p	-0.31
Lnx2	ENSMUST00000016664.7	"ligand of numb-protein X 2 "	mmu-miR-96-5p	-0.31
Parm1	ENSMUST00000040576.9	"prostate androgen-regulated mucin-like protein 1 "	mmu-miR-96-5p	-0.31
Lcp1	ENSMUST00000145303.2	"lymphocyte cytosolic protein 1 "	mmu-miR-96-5p	-0.31
Irs1	ENSMUST00000069799.2	"insulin receptor substrate 1 "	mmu-miR-96-5p	-0.30
Zkscan17	ENSMUST00000013262.9	"zinc finger with KRAB and SCAN domains 17 "	mmu-miR-96-5p	-0.30
Lmtk3	ENSMUST00000118564.2	"lemur tyrosine kinase 3 "	mmu-miR-96-5p	-0.30
Rnf121	ENSMUST00000096639.6	"ring finger protein 121 "	mmu-miR-96-5p	-0.30
Slc16a9	ENSMUST00000046807.6	"solute carrier family 16 (monocarboxylic acid transporters), member 9 "	mmu-miR-96-5p	-0.30
Cdc42bpg	ENSMUST00000025681.7	"CDC42 binding protein kinase gamma (DMPK-like) "	mmu-miR-96-5p	-0.30
Fam81a	ENSMUST00000034749.9	"family with sequence similarity 81, member A "	mmu-miR-96-5p	-0.30
Ryk	ENSMUST00000035142.7	"receptor-like tyrosine kinase "	mmu-miR-96-5p	-0.30
Pdcd6	ENSMUST00000022060.5	"programmed cell death 6 "	mmu-miR-96-5p	-0.30
Filip1	ENSMUST00000093811.5	"filamin A interacting protein 1 "	mmu-miR-96-5p	-0.30
Mbnl1	ENSMUST00000099087.2	"muscleblind-like 1 (Drosophila) "	mmu-miR-96-5p	-0.30
Zdhhc17	ENSMUST00000041723.8	"zinc finger, DHHC domain containing 17 "	mmu-miR-96-5p	-0.29
Pde8b	ENSMUST00000162412.2	"phosphodiesterase 8B "	mmu-miR-96-5p	-0.29
Plekhm1	ENSMUST00000041272.9	"pleckstrin homology domain containing, family M (with RUN domain) member 1 "	mmu-miR-96-5p	-0.29
Ankib1	ENSMUST00000043551.6	"ankyrin repeat and IBR domain containing 1 "	mmu-miR-96-5p	-0.29
Med1	ENSMUST00000107545.3	"mediator complex subunit 1 "	mmu-miR-96-5p	-0.29
Qk	ENSMUST00000097414.4	"quaking "	mmu-miR-96-5p	-0.29
Ktn1	ENSMUST00000022391.8	"kinectin 1 "	mmu-miR-96-5p	-0.28
Kmt2a	ENSMUST00000114689.2	"lysine (K)-specific methyltransferase 2A "	mmu-miR-96-5p	-0.28
Fut9	ENSMUST00000084770.4	"fucosyltransferase 9 "	mmu-miR-96-5p	-0.28
Sowahc	ENSMUST00000182161.1	"sosondowah ankyrin repeat domain family member C "	mmu-miR-96-5p	-0.28
Basp1	ENSMUST00000058845.7	"brain abundant, membrane attached signal protein 1 "	mmu-miR-96-5p	-0.28
Slc12a5	ENSMUST00000099092.4	"solute carrier family 12, member 5 "	mmu-miR-96-5p	-0.28
Rims4	ENSMUST00000044734.2	"regulating synaptic membrane exocytosis 4 "	mmu-miR-96-5p	-0.28
Nova2	ENSMUST00000032571.8	"neuro-oncological ventral antigen 2 "	mmu-miR-96-5p	-0.28
Nanos1	ENSMUST00000088237.4	"nanos homolog 1 (Drosophila) "	mmu-miR-96-5p	-0.28
Ccng2	ENSMUST00000031331.7	"cyclin G2 "	mmu-miR-96-5p	-0.28
Slc35a1	ENSMUST00000029970.8	"solute carrier family 35 (CMP-sialic acid transporter), member 1 "	mmu-miR-96-5p	-0.28
Spin1	ENSMUST00000095797.5	"spindlin 1 "	mmu-miR-96-5p	-0.28
Tmx1	ENSMUST00000021471.7	"thioredoxin-related transmembrane protein 1 "	mmu-miR-96-5p	-0.28
Myo16	ENSMUST00000042103.8	"myosin XVI "	mmu-miR-96-5p	-0.28
Foxo4	ENSMUST00000062000.4	"forkhead box O4 "	mmu-miR-96-5p	-0.28
Rarg	ENSMUST00000043172.9	"retinoic acid receptor, gamma "	mmu-miR-96-5p	-0.28
Rac1	ENSMUST00000080537.8	"RAS-related C3 botulinum substrate 1 "	mmu-miR-96-5p	-0.28
Epha3	ENSMUST00000064405.6	"Eph receptor A3 "	mmu-miR-96-5p	-0.28
Taf15	ENSMUST00000021018.5	"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor "	mmu-miR-96-5p	-0.28
Has2	ENSMUST00000050544.7	"hyaluronan synthase 2 "	mmu-miR-96-5p	-0.28
Abca2	ENSMUST00000102919.3	"ATP-binding cassette, sub-family A (ABC1), member 2 "	mmu-miR-96-5p	-0.28
Gpr137	ENSMUST00000099774.4	"G protein-coupled receptor 137 "	mmu-miR-96-5p	-0.28
Nus1	ENSMUST00000023830.9	"nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) "	mmu-miR-96-5p	-0.27
Stmn2	ENSMUST00000029002.7	"stathmin-like 2 "	mmu-miR-96-5p	-0.27
Ogt	ENSMUST00000044475.4	"O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) "	mmu-miR-96-5p	-0.27
Anxa3	ENSMUST00000031447.7	"annexin A3 "	mmu-miR-96-5p	-0.27
Bsdc1	ENSMUST00000048162.8	"BSD domain containing 1 "	mmu-miR-96-5p	-0.27
Usp45	ENSMUST00000040429.6	"ubiquitin specific petidase 45 "	mmu-miR-96-5p	-0.27
Phip	ENSMUST00000034787.6	"pleckstrin homology domain interacting protein "	mmu-miR-96-5p	-0.27
Tmbim6	ENSMUST00000023749.9	"transmembrane BAX inhibitor motif containing 6 "	mmu-miR-96-5p	-0.27
Olfr78	ENSMUST00000060187.8	"olfactory receptor 78 "	mmu-miR-96-5p	-0.27
Jam2	ENSMUST00000114195.2	"junction adhesion molecule 2 "	mmu-miR-96-5p	-0.27
Rab8b	ENSMUST00000041139.7	"RAB8B, member RAS oncogene family "	mmu-miR-96-5p	-0.27
Dennd2c	ENSMUST00000173206.2	"DENN/MADD domain containing 2C "	mmu-miR-96-5p	-0.27
Tbx15	ENSMUST00000029462.5	"T-box 15 "	mmu-miR-96-5p	-0.27
Gxylt1	ENSMUST00000057896.4	"glucoside xylosyltransferase 1 "	mmu-miR-96-5p	-0.27
Magi3	ENSMUST00000064371.8	"membrane associated guanylate kinase, WW and PDZ domain containing 3 "	mmu-miR-96-5p	-0.27
Ovol1	ENSMUST00000025861.1	"OVO homolog-like 1 (Drosophila) "	mmu-miR-96-5p	-0.27
4930402H24Rik	ENSMUST00000044766.9	"RIKEN cDNA 4930402H24 gene "	mmu-miR-96-5p	-0.27
Nckap1	ENSMUST00000028386.6	"NCK-associated protein 1 "	mmu-miR-96-5p	-0.27
Dpp8	ENSMUST00000034960.7	"dipeptidylpeptidase 8 "	mmu-miR-96-5p	-0.27
Paqr8	ENSMUST00000189400.1	"progestin and adipoQ receptor family member VIII "	mmu-miR-96-5p	-0.27
Arhgap29	ENSMUST00000037958.8	"Rho GTPase activating protein 29 "	mmu-miR-96-5p	-0.27
Dhcr24	ENSMUST00000047973.3	"24-dehydrocholesterol reductase "	mmu-miR-96-5p	-0.27
Gna11	ENSMUST00000043604.5	"guanine nucleotide binding protein, alpha 11 "	mmu-miR-96-5p	-0.27
Igsf11	ENSMUST00000023478.7	"immunoglobulin superfamily, member 11 "	mmu-miR-96-5p	-0.26
Cacna1c	ENSMUST00000186889.1	"calcium channel, voltage-dependent, L type, alpha 1C subunit "	mmu-miR-96-5p	-0.26
Snx29	ENSMUST00000180792.2	"sorting nexin 29 "	mmu-miR-96-5p	-0.26
Mpp1	ENSMUST00000033775.3	"membrane protein, palmitoylated "	mmu-miR-96-5p	-0.26
Btbd3	ENSMUST00000091556.6	"BTB (POZ) domain containing 3 "	mmu-miR-96-5p	-0.26
Pgap1	ENSMUST00000097739.4	"post-GPI attachment to proteins 1 "	mmu-miR-96-5p	-0.26
Sept11	ENSMUST00000074733.7	"septin 11 "	mmu-miR-96-5p	-0.26
Tmx4	ENSMUST00000038228.5	"thioredoxin-related transmembrane protein 4 "	mmu-miR-96-5p	-0.26
Neurod4	ENSMUST00000061571.3	"neurogenic differentiation 4 "	mmu-miR-96-5p	-0.26
Brms1l	ENSMUST00000059250.6	"breast cancer metastasis-suppressor 1-like "	mmu-miR-96-5p	-0.26
Rbm25	ENSMUST00000048155.10	"RNA binding motif protein 25 "	mmu-miR-96-5p	-0.26
Wipi2	ENSMUST00000036872.10	"WD repeat domain, phosphoinositide interacting 2 "	mmu-miR-96-5p	-0.26
Tbc1d24	ENSMUST00000168378.2	"TBC1 domain family, member 24 "	mmu-miR-96-5p	-0.26
Nacc1	ENSMUST00000001975.4	"nucleus accumbens associated 1, BEN and BTB (POZ) domain containing "	mmu-miR-96-5p	-0.26
Csad	ENSMUST00000023805.1	"cysteine sulfinic acid decarboxylase "	mmu-miR-96-5p	-0.26
Rnf208	ENSMUST00000060818.1	"ring finger protein 208 "	mmu-miR-96-5p	-0.26
Bcat2	ENSMUST00000033098.8	"branched chain aminotransferase 2, mitochondrial "	mmu-miR-96-5p	-0.26
Cygb	ENSMUST00000021166.5	"cytoglobin "	mmu-miR-96-5p	-0.26
Ctdsp1	ENSMUST00000027367.8	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 "	mmu-miR-96-5p	-0.25
Evi5l	ENSMUST00000176072.2	"ecotropic viral integration site 5 like "	mmu-miR-96-5p	-0.25
Cd248	ENSMUST00000070630.6	"CD248 antigen, endosialin "	mmu-miR-96-5p	-0.25
Cdk5r2	ENSMUST00000160379.3	"cyclin-dependent kinase 5, regulatory subunit 2 (p39) "	mmu-miR-96-5p	-0.25
Trim46	ENSMUST00000090924.7	"tripartite motif-containing 46 "	mmu-miR-96-5p	-0.25
CTNND1	ENSMUST00000189772.1	"Catenin delta-1  "	mmu-miR-96-5p	-0.25
Ppp1r12c	ENSMUST00000013886.8	"protein phosphatase 1, regulatory (inhibitor) subunit 12C "	mmu-miR-96-5p	-0.25
Nptx1	ENSMUST00000026670.4	"neuronal pentraxin 1 "	mmu-miR-96-5p	-0.25
Pik3c2a	ENSMUST00000170430.1	"phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide "	mmu-miR-96-5p	-0.25
Ctnnd1	ENSMUST00000111696.2	"catenin (cadherin associated protein), delta 1 "	mmu-miR-96-5p	-0.25
Atp2b4	ENSMUST00000143567.2	"ATPase, Ca++ transporting, plasma membrane 4 "	mmu-miR-96-5p	-0.25
Tacc1	ENSMUST00000084512.5	"transforming, acidic coiled-coil containing protein 1 "	mmu-miR-96-5p	-0.25
Sort1	ENSMUST00000102632.5	"sortilin 1 "	mmu-miR-96-5p	-0.25
Aifm3	ENSMUST00000115685.2	"apoptosis-inducing factor, mitochondrion-associated 3 "	mmu-miR-96-5p	-0.25
Lmtk2	ENSMUST00000041804.7	"lemur tyrosine kinase 2 "	mmu-miR-96-5p	-0.25
Plcb4	ENSMUST00000110109.2	"phospholipase C, beta 4 "	mmu-miR-96-5p	-0.25
Lrig1	ENSMUST00000101126.2	"leucine-rich repeats and immunoglobulin-like domains 1 "	mmu-miR-96-5p	-0.25
Cbx5	ENSMUST00000118152.2	"chromobox 5 "	mmu-miR-96-5p	-0.25
Slmo2	ENSMUST00000016401.9	"slowmo homolog 2 (Drosophila) "	mmu-miR-96-5p	-0.24
Gprasp2	ENSMUST00000173804.2	"G protein-coupled receptor associated sorting protein 2 "	mmu-miR-96-5p	-0.24
Zbtb41	ENSMUST00000039867.7	"zinc finger and BTB domain containing 41 homolog "	mmu-miR-96-5p	-0.24
Rps6ka6	ENSMUST00000065976.6	"ribosomal protein S6 kinase polypeptide 6 "	mmu-miR-96-5p	-0.24
Tmem115	ENSMUST00000010189.1	"transmembrane protein 115 "	mmu-miR-96-5p	-0.24
Anxa11	ENSMUST00000022416.9	"annexin A11 "	mmu-miR-96-5p	-0.24
Tiam1	ENSMUST00000114122.2	"T cell lymphoma invasion and metastasis 1 "	mmu-miR-96-5p	-0.24
Fnta	ENSMUST00000016138.9	"farnesyltransferase, CAAX box, alpha "	mmu-miR-96-5p	-0.24
Dgkh	ENSMUST00000074729.5	"diacylglycerol kinase, eta "	mmu-miR-96-5p	-0.24
Cep170	ENSMUST00000057037.7	"centrosomal protein 170 "	mmu-miR-96-5p	-0.24
Pou2f2	ENSMUST00000175774.3	"POU domain, class 2, transcription factor 2 "	mmu-miR-96-5p	-0.24
Fam178a	ENSMUST00000096053.3	"family with sequence similarity 178, member A "	mmu-miR-96-5p	-0.24
Erc2	ENSMUST00000090302.5	"ELKS/RAB6-interacting/CAST family member 2 "	mmu-miR-96-5p	-0.24
Fzd3	ENSMUST00000131309.1	"frizzled homolog 3 (Drosophila) "	mmu-miR-96-5p	-0.24
Hn1l	ENSMUST00000024981.7	"hematological and neurological expressed 1-like "	mmu-miR-96-5p	-0.24
Rictor	ENSMUST00000061656.6	"RPTOR independent companion of MTOR, complex 2 "	mmu-miR-96-5p	-0.24
Slitrk2	ENSMUST00000166241.1	"SLIT and NTRK-like family, member 2 "	mmu-miR-96-5p	-0.24
Phyhipl	ENSMUST00000046513.4	"phytanoyl-CoA hydroxylase interacting protein-like "	mmu-miR-96-5p	-0.24
Cnot6l	ENSMUST00000155901.2	"CCR4-NOT transcription complex, subunit 6-like "	mmu-miR-96-5p	-0.24
Paip2	ENSMUST00000041314.9	"polyadenylate-binding protein-interacting protein 2 "	mmu-miR-96-5p	-0.24
Grid2	ENSMUST00000095852.3	"glutamate receptor, ionotropic, delta 2 "	mmu-miR-96-5p	-0.24
Nrn1	ENSMUST00000037623.9	"neuritin 1 "	mmu-miR-96-5p	-0.24
Opcml	ENSMUST00000115243.3	"opioid binding protein/cell adhesion molecule-like "	mmu-miR-96-5p	-0.23
Pggt1b	ENSMUST00000025354.3	"protein geranylgeranyltransferase type I, beta subunit "	mmu-miR-96-5p	-0.23
Grb2	ENSMUST00000106497.2	"growth factor receptor bound protein 2 "	mmu-miR-96-5p	-0.23
Tm9sf4	ENSMUST00000089027.2	"transmembrane 9 superfamily protein member 4 "	mmu-miR-96-5p	-0.23
Camkk2	ENSMUST00000111668.3	"calcium/calmodulin-dependent protein kinase kinase 2, beta "	mmu-miR-96-5p	-0.23
Clptm1l	ENSMUST00000022102.7	"CLPTM1-like "	mmu-miR-96-5p	-0.23
Rftn1	ENSMUST00000044503.8	"raftlin lipid raft linker 1 "	mmu-miR-96-5p	-0.23
Reck	ENSMUST00000030198.6	"reversion-inducing-cysteine-rich protein with kazal motifs "	mmu-miR-96-5p	-0.23
Iqsec1	ENSMUST00000101151.4	"IQ motif and Sec7 domain 1 "	mmu-miR-96-5p	-0.23
Pou2f3	ENSMUST00000034513.7	"POU domain, class 2, transcription factor 3 "	mmu-miR-96-5p	-0.23
Add3	ENSMUST00000111741.3	"adducin 3 (gamma) "	mmu-miR-96-5p	-0.23
Rap2b	ENSMUST00000049064.2	"RAP2B, member of RAS oncogene family "	mmu-miR-96-5p	-0.23
Reep2	ENSMUST00000043484.7	"receptor accessory protein 2 "	mmu-miR-96-5p	-0.23
Igdcc3	ENSMUST00000034961.4	"immunoglobulin superfamily, DCC subclass, member 3 "	mmu-miR-96-5p	-0.23
Grm5	ENSMUST00000167164.2	"glutamate receptor, metabotropic 5 "	mmu-miR-96-5p	-0.23
Gpr22	ENSMUST00000057783.4	"G protein-coupled receptor 22 "	mmu-miR-96-5p	-0.23
Celf6	ENSMUST00000118549.2	"CUGBP, Elav-like family member 6 "	mmu-miR-96-5p	-0.23
Frem1	ENSMUST00000170248.3	"Fras1 related extracellular matrix protein 1 "	mmu-miR-96-5p	-0.23
Ppp3ca	ENSMUST00000070198.8	"protein phosphatase 3, catalytic subunit, alpha isoform "	mmu-miR-96-5p	-0.23
Mbnl2	ENSMUST00000088419.7	"muscleblind-like 2 "	mmu-miR-96-5p	-0.23
Arid5b	ENSMUST00000020106.7	"AT rich interactive domain 5B (MRF1-like) "	mmu-miR-96-5p	-0.23
Gabrb1	ENSMUST00000031122.7	"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1 "	mmu-miR-96-5p	-0.23
Zfhx4	ENSMUST00000176383.2	"zinc finger homeodomain 4 "	mmu-miR-96-5p	-0.23
Nox4	ENSMUST00000032781.8	"NADPH oxidase 4 "	mmu-miR-96-5p	-0.23
Slc33a1	ENSMUST00000029402.9	"solute carrier family 33 (acetyl-CoA transporter), member 1 "	mmu-miR-96-5p	-0.23
Fam171a1	ENSMUST00000091505.5	"family with sequence similarity 171, member A1 "	mmu-miR-96-5p	-0.23
Celsr1	ENSMUST00000016172.7	"cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila) "	mmu-miR-96-5p	-0.23
Zfp697	ENSMUST00000056096.9	"zinc finger protein 697 "	mmu-miR-96-5p	-0.23
Edem1	ENSMUST00000089162.3	"ER degradation enhancer, mannosidase alpha-like 1 "	mmu-miR-96-5p	-0.23
Rita1	ENSMUST00000031599.3	"RBPJ interacting and tubulin associated 1 "	mmu-miR-96-5p	-0.23
Sdc2	ENSMUST00000022871.5	"syndecan 2 "	mmu-miR-96-5p	-0.23
Fosl2	ENSMUST00000031017.9	"fos-like antigen 2 "	mmu-miR-96-5p	-0.23
St3gal3	ENSMUST00000030263.3	"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 "	mmu-miR-96-5p	-0.23
Pcdh11x	ENSMUST00000113358.4	"protocadherin 11 X-linked "	mmu-miR-96-5p	-0.23
Ash1l	ENSMUST00000186583.1	"ash1 (absent, small, or homeotic)-like (Drosophila) "	mmu-miR-96-5p	-0.23
Lims1	ENSMUST00000020077.5	"LIM and senescent cell antigen-like domains 1 "	mmu-miR-96-5p	-0.22
Tll1	ENSMUST00000066166.4	"tolloid-like "	mmu-miR-96-5p	-0.22
Rassf8	ENSMUST00000111704.2	"Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 "	mmu-miR-96-5p	-0.22
Rab40b	ENSMUST00000106107.2	"Rab40B, member RAS oncogene family "	mmu-miR-96-5p	-0.22
Cpsf7	ENSMUST00000038379.3	"cleavage and polyadenylation specific factor 7 "	mmu-miR-96-5p	-0.22
Trpm3	ENSMUST00000037901.7	"transient receptor potential cation channel, subfamily M, member 3 "	mmu-miR-96-5p	-0.22
Tnfaip8	ENSMUST00000148159.2	"tumor necrosis factor, alpha-induced protein 8 "	mmu-miR-96-5p	-0.22
Creb3l2	ENSMUST00000041093.5	"cAMP responsive element binding protein 3-like 2 "	mmu-miR-96-5p	-0.22
Trabd2b	ENSMUST00000094894.3	"TraB domain containing 2B "	mmu-miR-96-5p	-0.22
Fgf9	ENSMUST00000165526.2	"fibroblast growth factor 9 "	mmu-miR-96-5p	-0.22
Abca1	ENSMUST00000030010.3	"ATP-binding cassette, sub-family A (ABC1), member 1 "	mmu-miR-96-5p	-0.22
Arsj	ENSMUST00000093976.2	"arylsulfatase J "	mmu-miR-96-5p	-0.22
Xiap	ENSMUST00000115094.2	"X-linked inhibitor of apoptosis "	mmu-miR-96-5p	-0.22
Col25a1	ENSMUST00000080335.5	"collagen, type XXV, alpha 1 "	mmu-miR-96-5p	-0.22
Gm608	ENSMUST00000119746.2	"predicted gene 608 "	mmu-miR-96-5p	-0.22
Adam23	ENSMUST00000087374.4	"a disintegrin and metallopeptidase domain 23 "	mmu-miR-96-5p	-0.22
Ahr	ENSMUST00000116436.3	"aryl-hydrocarbon receptor "	mmu-miR-96-5p	-0.22
Mak	ENSMUST00000165087.2	"male germ cell-associated kinase "	mmu-miR-96-5p	-0.22
Cep97	ENSMUST00000023270.8	"centrosomal protein 97 "	mmu-miR-96-5p	-0.22
Fmr1	ENSMUST00000088546.6	"fragile X mental retardation syndrome 1 "	mmu-miR-96-5p	-0.22
Cpeb4	ENSMUST00000109412.3	"cytoplasmic polyadenylation element binding protein 4 "	mmu-miR-96-5p	-0.22
Crkl	ENSMUST00000006293.3	"v-crk sarcoma virus CT10 oncogene homolog (avian)-like "	mmu-miR-96-5p	-0.22
Rqcd1	ENSMUST00000087215.6	"rcd1 (required for cell differentiation) homolog 1 (S. pombe) "	mmu-miR-96-5p	-0.22
Tbc1d22b	ENSMUST00000048677.7	"TBC1 domain family, member 22B "	mmu-miR-96-5p	-0.21
Ncald	ENSMUST00000090150.5	"neurocalcin delta "	mmu-miR-96-5p	-0.21
Mtmr3	ENSMUST00000109943.4	"myotubularin related protein 3 "	mmu-miR-96-5p	-0.21
Hoxa9	ENSMUST00000114425.2	"homeobox A9 "	mmu-miR-96-5p	-0.21
Slc16a7	ENSMUST00000063318.3	"solute carrier family 16 (monocarboxylic acid transporters), member 7 "	mmu-miR-96-5p	-0.21
Cttn	ENSMUST00000033407.7	"cortactin "	mmu-miR-96-5p	-0.21
Gltscr1l	ENSMUST00000040624.5	"GLTSCR1-like "	mmu-miR-96-5p	-0.21
Hdac7	ENSMUST00000079838.8	"histone deacetylase 7 "	mmu-miR-96-5p	-0.21
Pou3f2	ENSMUST00000178174.2	"POU domain, class 3, transcription factor 2 "	mmu-miR-96-5p	-0.21
Gpm6a	ENSMUST00000033915.7	"glycoprotein m6a "	mmu-miR-96-5p	-0.21
Slc7a8	ENSMUST00000022787.6	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 "	mmu-miR-96-5p	-0.21
Coro2b	ENSMUST00000048043.6	"coronin, actin binding protein, 2B "	mmu-miR-96-5p	-0.21
Dgkk	ENSMUST00000067410.8	"diacylglycerol kinase kappa "	mmu-miR-96-5p	-0.21
Dcun1d3	ENSMUST00000059851.7	"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) "	mmu-miR-96-5p	-0.21
Prdm16	ENSMUST00000070313.8	"PR domain containing 16 "	mmu-miR-96-5p	-0.21
Usp5	ENSMUST00000047510.4	"ubiquitin specific peptidase 5 (isopeptidase T) "	mmu-miR-96-5p	-0.21
Slc25a42	ENSMUST00000110127.2	"solute carrier family 25, member 42 "	mmu-miR-96-5p	-0.21
Fxr1	ENSMUST00000001620.8	"fragile X mental retardation gene 1, autosomal homolog "	mmu-miR-96-5p	-0.21
Ugt8a	ENSMUST00000057944.7	"UDP galactosyltransferase 8A "	mmu-miR-96-5p	-0.21
Egr3	ENSMUST00000035908.1	"early growth response 3 "	mmu-miR-96-5p	-0.21
Phactr4	ENSMUST00000102568.4	"phosphatase and actin regulator 4 "	mmu-miR-96-5p	-0.21
Celf1	ENSMUST00000068726.7	"CUGBP, Elav-like family member 1 "	mmu-miR-96-5p	-0.21
Pura	ENSMUST00000051301.3	"purine rich element binding protein A "	mmu-miR-96-5p	-0.21
Tpd52	ENSMUST00000120143.2	"tumor protein D52 "	mmu-miR-96-5p	-0.21
Rab6b	ENSMUST00000035155.7	"RAB6B, member RAS oncogene family "	mmu-miR-96-5p	-0.21
2810459M11Rik	ENSMUST00000165824.2	"RIKEN cDNA 2810459M11 gene "	mmu-miR-96-5p	-0.21
Sbds	ENSMUST00000026387.5	"Shwachman-Bodian-Diamond syndrome homolog (human) "	mmu-miR-96-5p	-0.20
Trim71	ENSMUST00000111816.2	"tripartite motif-containing 71 "	mmu-miR-96-5p	-0.20
Slc24a4	ENSMUST00000079020.5	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 "	mmu-miR-96-5p	-0.20
Klhl2	ENSMUST00000034017.7	"kelch-like 2, Mayven "	mmu-miR-96-5p	-0.20
Unkl	ENSMUST00000039734.6	"unkempt-like (Drosophila) "	mmu-miR-96-5p	-0.20
Npnt	ENSMUST00000042744.10	"nephronectin "	mmu-miR-96-5p	-0.20
Flot1	ENSMUST00000001569.9	"flotillin 1 "	mmu-miR-96-5p	-0.20
Med14	ENSMUST00000096495.5	"mediator complex subunit 14 "	mmu-miR-96-5p	-0.20
Frmpd4	ENSMUST00000112149.2	"FERM and PDZ domain containing 4 "	mmu-miR-96-5p	-0.20
Gcnt4	ENSMUST00000171324.1	"glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase) "	mmu-miR-96-5p	-0.20
Slc35a2	ENSMUST00000115660.5	"solute carrier family 35 (UDP-galactose transporter), member A2 "	mmu-miR-96-5p	-0.20
Cbfa2t3	ENSMUST00000127984.2	"core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human) "	mmu-miR-96-5p	-0.20
Pfn1	ENSMUST00000018437.2	"profilin 1 "	mmu-miR-96-5p	-0.20
Fam149b	ENSMUST00000090503.5	"family with sequence similarity 149, member B "	mmu-miR-96-5p	-0.20
Bcl2l13	ENSMUST00000009256.2	"BCL2-like 13 (apoptosis facilitator) "	mmu-miR-96-5p	-0.20
Zfand4	ENSMUST00000036503.8	"zinc finger, AN1-type domain 4 "	mmu-miR-96-5p	-0.20
Dchs1	ENSMUST00000078482.6	"dachsous 1 (Drosophila) "	mmu-miR-96-5p	-0.20
Csrnp1	ENSMUST00000035101.7	"cysteine-serine-rich nuclear protein 1 "	mmu-miR-96-5p	-0.20
Pcx	ENSMUST00000068004.7	"pyruvate carboxylase "	mmu-miR-96-5p	-0.20
Stx5a	ENSMUST00000176381.2	"syntaxin 5A "	mmu-miR-96-5p	-0.20
Taf12	ENSMUST00000030731.5	"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor "	mmu-miR-96-5p	-0.20
Zfc3h1	ENSMUST00000036044.8	"zinc finger, C3H1-type containing "	mmu-miR-96-5p	-0.20
Ppil1	ENSMUST00000024802.8	"peptidylprolyl isomerase (cyclophilin)-like 1 "	mmu-miR-96-5p	-0.20
Cabp1	ENSMUST00000031519.8	"calcium binding protein 1 "	mmu-miR-96-5p	-0.20
Cobll1	ENSMUST00000112429.3	"Cobl-like 1 "	mmu-miR-96-5p	-0.20
Dscam	ENSMUST00000056102.7	"Down syndrome cell adhesion molecule "	mmu-miR-96-5p	-0.20
Cdc42bpb	ENSMUST00000041965.3	"CDC42 binding protein kinase beta "	mmu-miR-96-5p	-0.20
Ywhag	ENSMUST00000055808.5	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide "	mmu-miR-96-5p	-0.20
Gid4	ENSMUST00000070681.6	"GID complex subunit 4, VID24 homolog (S. cerevisiae) "	mmu-miR-96-5p	-0.20
Gnaq	ENSMUST00000025541.5	"guanine nucleotide binding protein, alpha q polypeptide "	mmu-miR-96-5p	-0.20
C1galt1	ENSMUST00000040159.4	"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 "	mmu-miR-96-5p	-0.20
Coro1c	ENSMUST00000004646.7	"coronin, actin binding protein 1C "	mmu-miR-96-5p	-0.20
Mapk9	ENSMUST00000109179.3	"mitogen-activated protein kinase 9 "	mmu-miR-96-5p	-0.19
Tapt1	ENSMUST00000055128.7	"transmembrane anterior posterior transformation 1 "	mmu-miR-96-5p	-0.19
Socs6	ENSMUST00000070116.6	"suppressor of cytokine signaling 6 "	mmu-miR-96-5p	-0.19
Plekha7	ENSMUST00000182834.2	"pleckstrin homology domain containing, family A member 7 "	mmu-miR-96-5p	-0.19
Tmem50b	ENSMUST00000023686.9	"transmembrane protein 50B "	mmu-miR-96-5p	-0.19
Trim37	ENSMUST00000041282.7	"tripartite motif-containing 37 "	mmu-miR-96-5p	-0.19
Slc38a4	ENSMUST00000023101.4	"solute carrier family 38, member 4 "	mmu-miR-96-5p	-0.19
Prima1	ENSMUST00000074416.4	"proline rich membrane anchor 1 "	mmu-miR-96-5p	-0.19
Lsm14a	ENSMUST00000085585.6	"LSM14 homolog A (SCD6, S. cerevisiae) "	mmu-miR-96-5p	-0.19
