Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Dbpht2	ENSMUST00000072100.3	"DNA binding protein with his-thr domain "	mmu-miR-300-3p	-0.17
Vmn1r58	ENSMUST00000108569.2	"vomeronasal 1 receptor 58 "	mmu-miR-300-3p	-0.17
Hpcal1	ENSMUST00000071858.3	"hippocalcin-like 1 "	mmu-miR-300-3p	-0.17
5730409E04Rik	ENSMUST00000097886.3	"RIKEN cDNA 5730409E04Rik gene "	mmu-miR-300-3p	-0.17
Mpp7	ENSMUST00000115869.2	"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) "	mmu-miR-300-3p	-0.17
Aurka	ENSMUST00000109140.4	"aurora kinase A "	mmu-miR-300-3p	-0.17
Luc7l3	ENSMUST00000107820.1	"LUC7-like 3 (S. cerevisiae) "	mmu-miR-300-3p	-0.17
Nnt	ENSMUST00000069902.7	"nicotinamide nucleotide transhydrogenase "	mmu-miR-300-3p	-0.17
Prrg4	ENSMUST00000028593.5	"proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) "	mmu-miR-300-3p	-0.17
1700011H14Rik	ENSMUST00000022398.8	"RIKEN cDNA 1700011H14 gene "	mmu-miR-300-3p	-0.17
Mettl11b	ENSMUST00000159679.2	"methyltransferase like 11B "	mmu-miR-300-3p	-0.17
Fcer1a	ENSMUST00000049706.5	"Fc receptor, IgE, high affinity I, alpha polypeptide "	mmu-miR-300-3p	-0.17
Pccb	ENSMUST00000149322.2	"propionyl Coenzyme A carboxylase, beta polypeptide "	mmu-miR-300-3p	-0.17
E230019M04Rik	ENSMUST00000044806.2	"RIKEN cDNA E230019M04 gene "	mmu-miR-300-3p	-0.17
Glyr1	ENSMUST00000023189.8	"glyoxylate reductase 1 homolog (Arabidopsis) "	mmu-miR-300-3p	-0.17
Ube2w	ENSMUST00000117146.2	"ubiquitin-conjugating enzyme E2W (putative) "	mmu-miR-300-3p	-0.17
Rnf24	ENSMUST00000059372.5	"ring finger protein 24 "	mmu-miR-300-3p	-0.17
L2hgdh	ENSMUST00000021370.8	"L-2-hydroxyglutarate dehydrogenase "	mmu-miR-300-3p	-0.17
Styk1	ENSMUST00000049150.2	"serine/threonine/tyrosine kinase 1 "	mmu-miR-300-3p	-0.17
Nedd4	ENSMUST00000034740.9	"neural precursor cell expressed, developmentally down-regulated 4 "	mmu-miR-300-3p	-0.17
Tes	ENSMUST00000076654.7	"testis derived transcript "	mmu-miR-300-3p	-0.17
Dera	ENSMUST00000087675.6	"2-deoxyribose-5-phosphate aldolase homolog (C. elegans) "	mmu-miR-300-3p	-0.17
Chrnb4	ENSMUST00000034854.6	"cholinergic receptor, nicotinic, beta polypeptide 4 "	mmu-miR-300-3p	-0.17
Rhag	ENSMUST00000024721.7	"Rhesus blood group-associated A glycoprotein "	mmu-miR-300-3p	-0.17
E330009J07Rik	ENSMUST00000101492.4	"RIKEN cDNA E330009J07 gene "	mmu-miR-300-3p	-0.17
Zbed3	ENSMUST00000045909.7	"zinc finger, BED domain containing 3 "	mmu-miR-300-3p	-0.17
Gabbr1	ENSMUST00000025338.10	"gamma-aminobutyric acid (GABA) B receptor, 1 "	mmu-miR-300-3p	-0.16
Srpk2	ENSMUST00000088392.4	"serine/arginine-rich protein specific kinase 2 "	mmu-miR-300-3p	-0.16
Il20rb	ENSMUST00000098458.3	"interleukin 20 receptor beta "	mmu-miR-300-3p	-0.16
Vps35	ENSMUST00000034131.8	"vacuolar protein sorting 35 "	mmu-miR-300-3p	-0.16
Snrnp48	ENSMUST00000091641.6	"small nuclear ribonucleoprotein 48 (U11/U12) "	mmu-miR-300-3p	-0.16
Svep1	ENSMUST00000042850.8	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 "	mmu-miR-300-3p	-0.16
Sdpr	ENSMUST00000051572.7	"serum deprivation response "	mmu-miR-300-3p	-0.16
Gprc5b	ENSMUST00000008878.8	"G protein-coupled receptor, family C, group 5, member B "	mmu-miR-300-3p	-0.16
Ankub1	ENSMUST00000099091.3	"ankrin repeat and ubiquitin domain containing 1 "	mmu-miR-300-3p	-0.16
Abhd6	ENSMUST00000166497.2	"abhydrolase domain containing 6 "	mmu-miR-300-3p	-0.16
Gm10797	ENSMUST00000099661.2	"predicted gene 10797 "	mmu-miR-300-3p	-0.16
Dctn2	ENSMUST00000026479.9	"dynactin 2 "	mmu-miR-300-3p	-0.16
Parva	ENSMUST00000033030.8	"parvin, alpha "	mmu-miR-300-3p	-0.16
Zfp459	ENSMUST00000056470.8	"zinc finger protein 459 "	mmu-miR-300-3p	-0.16
Isl1	ENSMUST00000036060.7	"ISL1 transcription factor, LIM/homeodomain "	mmu-miR-300-3p	-0.16
Lin28b	ENSMUST00000079390.6	"lin-28 homolog B (C. elegans) "	mmu-miR-300-3p	-0.16
Nr4a2	ENSMUST00000028166.3	"nuclear receptor subfamily 4, group A, member 2 "	mmu-miR-300-3p	-0.16
Ptplad1	ENSMUST00000036615.5	"protein tyrosine phosphatase-like A domain containing 1 "	mmu-miR-300-3p	-0.16
Spock3	ENSMUST00000119068.2	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3 "	mmu-miR-300-3p	-0.16
Usp26	ENSMUST00000114869.2	"ubiquitin specific peptidase 26 "	mmu-miR-300-3p	-0.16
Ranbp2	ENSMUST00000003310.5	"RAN binding protein 2 "	mmu-miR-300-3p	-0.16
Cdc42ep3	ENSMUST00000068958.7	"CDC42 effector protein (Rho GTPase binding) 3 "	mmu-miR-300-3p	-0.16
Rsrp1	ENSMUST00000078084.6	"arginine/serine rich protein 1 "	mmu-miR-300-3p	-0.16
Wac	ENSMUST00000167020.2	"WW domain containing adaptor with coiled-coil "	mmu-miR-300-3p	-0.16
Surf2	ENSMUST00000015017.7	"surfeit gene 2 "	mmu-miR-300-3p	-0.16
Frmd6	ENSMUST00000057859.7	"FERM domain containing 6 "	mmu-miR-300-3p	-0.16
Klra5	ENSMUST00000014683.7	"killer cell lectin-like receptor, subfamily A, member 5 "	mmu-miR-300-3p	-0.16
Wars	ENSMUST00000109848.4	"tryptophanyl-tRNA synthetase "	mmu-miR-300-3p	-0.16
Hsph1	ENSMUST00000074846.8	"heat shock 105kDa/110kDa protein 1 "	mmu-miR-300-3p	-0.16
Mcf2	ENSMUST00000063507.4	"mcf.2 transforming sequence "	mmu-miR-300-3p	-0.16
Sp7	ENSMUST00000078508.5	"Sp7 transcription factor 7 "	mmu-miR-300-3p	-0.16
Slx4ip	ENSMUST00000099311.3	"SLX4 interacting protein "	mmu-miR-300-3p	-0.16
Fbln5	ENSMUST00000021603.8	"fibulin 5 "	mmu-miR-300-3p	-0.16
Ankrd45	ENSMUST00000111608.2	"ankyrin repeat domain 45 "	mmu-miR-300-3p	-0.16
Sntn	ENSMUST00000061045.2	"sentan, cilia apical structure protein "	mmu-miR-300-3p	-0.16
Kdelr2	ENSMUST00000110731.2	"KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 "	mmu-miR-300-3p	-0.16
Gm3629	ENSMUST00000171706.1	"predicted gene 3629 "	mmu-miR-300-3p	-0.16
Bsnd	ENSMUST00000054472.3	"Bartter syndrome, infantile, with sensorineural deafness (Barttin) "	mmu-miR-300-3p	-0.16
Cspg5	ENSMUST00000035058.5	"chondroitin sulfate proteoglycan 5 "	mmu-miR-300-3p	-0.16
Msantd2	ENSMUST00000048604.6	"Myb/SANT-like DNA-binding domain containing 2 "	mmu-miR-300-3p	-0.16
Mapre2	ENSMUST00000170802.2	"microtubule-associated protein, RP/EB family, member 2 "	mmu-miR-300-3p	-0.16
Thbs1	ENSMUST00000039559.8	"thrombospondin 1 "	mmu-miR-300-3p	-0.16
Prss41	ENSMUST00000151797.1	"protease, serine 41 "	mmu-miR-300-3p	-0.16
4921524J17Rik	ENSMUST00000047749.5	"RIKEN cDNA 4921524J17 gene "	mmu-miR-300-3p	-0.16
Sclt1	ENSMUST00000026866.9	"sodium channel and clathrin linker 1 "	mmu-miR-300-3p	-0.16
Get4	ENSMUST00000026976.6	"golgi to ER traffic protein 4 homolog (S. cerevisiae) "	mmu-miR-300-3p	-0.16
Nudcd2	ENSMUST00000020578.5	"NudC domain containing 2 "	mmu-miR-300-3p	-0.16
Mtf1	ENSMUST00000030723.2	"metal response element binding transcription factor 1 "	mmu-miR-300-3p	-0.16
Ap5s1	ENSMUST00000110208.2	"adaptor-related protein 5 complex, sigma 1 subunit "	mmu-miR-300-3p	-0.16
Khdc1b	ENSMUST00000147615.1	"KH domain containing 1B "	mmu-miR-300-3p	-0.16
Gpr64	ENSMUST00000112408.3	"G protein-coupled receptor 64 "	mmu-miR-300-3p	-0.16
Lypd6	ENSMUST00000112712.4	"LY6/PLAUR domain containing 6 "	mmu-miR-300-3p	-0.16
Usp12	ENSMUST00000085614.5	"ubiquitin specific peptidase 12 "	mmu-miR-300-3p	-0.16
Gm16223	ENSMUST00000087332.4	"predicted gene 16223 "	mmu-miR-300-3p	-0.16
Sphk1	ENSMUST00000106386.2	"sphingosine kinase 1 "	mmu-miR-300-3p	-0.16
Nr5a1	ENSMUST00000112883.2	"nuclear receptor subfamily 5, group A, member 1 "	mmu-miR-300-3p	-0.16
Tmem14a	ENSMUST00000027064.7	"transmembrane protein 14A "	mmu-miR-300-3p	-0.16
Zbtb37	ENSMUST00000171748.2	"zinc finger and BTB domain containing 37 "	mmu-miR-300-3p	-0.16
Pawr	ENSMUST00000095313.3	"PRKC, apoptosis, WT1, regulator "	mmu-miR-300-3p	-0.16
Fgf12	ENSMUST00000100024.1	"fibroblast growth factor 12 "	mmu-miR-300-3p	-0.16
C2cd2	ENSMUST00000170757.1	"C2 calcium-dependent domain containing 2 "	mmu-miR-300-3p	-0.16
Slc16a6	ENSMUST00000070152.6	"solute carrier family 16 (monocarboxylic acid transporters), member 6 "	mmu-miR-300-3p	-0.16
B630005N14Rik	ENSMUST00000045235.5	"RIKEN cDNA B630005N14 gene "	mmu-miR-300-3p	-0.15
Slc7a15	ENSMUST00000036938.3	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 15 "	mmu-miR-300-3p	-0.15
D730048I06Rik	ENSMUST00000034619.1	"RIKEN cDNA D730048I06 gene "	mmu-miR-300-3p	-0.15
C1qtnf3	ENSMUST00000022853.9	"C1q and tumor necrosis factor related protein 3 "	mmu-miR-300-3p	-0.15
Slc39a14	ENSMUST00000068044.8	"solute carrier family 39 (zinc transporter), member 14 "	mmu-miR-300-3p	-0.15
4833427G06Rik	ENSMUST00000170947.1	"RIKEN cDNA 4833427G06 gene "	mmu-miR-300-3p	-0.15
Cacnb4	ENSMUST00000178799.2	"calcium channel, voltage-dependent, beta 4 subunit "	mmu-miR-300-3p	-0.15
Negr1	ENSMUST00000074015.5	"neuronal growth regulator 1 "	mmu-miR-300-3p	-0.15
Far1	ENSMUST00000033018.9	"fatty acyl CoA reductase 1 "	mmu-miR-300-3p	-0.15
Gm10083	ENSMUST00000074466.5	"predicted gene 10083 "	mmu-miR-300-3p	-0.15
Avil	ENSMUST00000026500.6	"advillin "	mmu-miR-300-3p	-0.15
Pls3	ENSMUST00000114059.4	"plastin 3 (T-isoform) "	mmu-miR-300-3p	-0.15
Rhob	ENSMUST00000067384.4	"ras homolog gene family, member B "	mmu-miR-300-3p	-0.15
Chuk	ENSMUST00000119591.1	"conserved helix-loop-helix ubiquitous kinase "	mmu-miR-300-3p	-0.15
Tnfaip2	ENSMUST00000102745.4	"tumor necrosis factor, alpha-induced protein 2 "	mmu-miR-300-3p	-0.15
Arhgap24	ENSMUST00000073302.6	"Rho GTPase activating protein 24 "	mmu-miR-300-3p	-0.15
Kcnk6	ENSMUST00000085818.4	"potassium inwardly-rectifying channel, subfamily K, member 6 "	mmu-miR-300-3p	-0.15
Lyplal1	ENSMUST00000045388.7	"lysophospholipase-like 1 "	mmu-miR-300-3p	-0.15
Zfp781	ENSMUST00000076281.5	"zinc finger protein 781 "	mmu-miR-300-3p	-0.15
Olfr1133	ENSMUST00000099855.1	"olfactory receptor 1133 "	mmu-miR-300-3p	-0.15
Glipr1l2	ENSMUST00000020434.3	"GLI pathogenesis-related 1 like 2 "	mmu-miR-300-3p	-0.15
Gja6	ENSMUST00000069417.5	"gap junction protein, alpha 6 "	mmu-miR-300-3p	-0.15
Gm3055	ENSMUST00000105316.2	"predicted gene 3055 "	mmu-miR-300-3p	-0.15
Sirt6	ENSMUST00000042923.8	"sirtuin 6 "	mmu-miR-300-3p	-0.15
Gcnt2	ENSMUST00000110191.3	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme "	mmu-miR-300-3p	-0.15
Ficd	ENSMUST00000065698.5	"FIC domain containing "	mmu-miR-300-3p	-0.15
Haus1	ENSMUST00000048192.7	"HAUS augmin-like complex, subunit 1 "	mmu-miR-300-3p	-0.15
Gm6483	ENSMUST00000127799.1	"predicted gene 6483 "	mmu-miR-300-3p	-0.15
2410089E03Rik	ENSMUST00000110617.1	"RIKEN cDNA 2410089E03 gene "	mmu-miR-300-3p	-0.15
Rnf180	ENSMUST00000069686.6	"ring finger protein 180 "	mmu-miR-300-3p	-0.15
Arhgef26	ENSMUST00000079300.7	"Rho guanine nucleotide exchange factor (GEF) 26 "	mmu-miR-300-3p	-0.15
Dpm2	ENSMUST00000140592.2	"dolichol-phosphate (beta-D) mannosyltransferase 2 "	mmu-miR-300-3p	-0.15
Syt14	ENSMUST00000016344.7	"synaptotagmin XIV "	mmu-miR-300-3p	-0.15
Psg29	ENSMUST00000075934.5	"pregnancy-specific glycoprotein 29 "	mmu-miR-300-3p	-0.15
Rab28	ENSMUST00000031011.8	"RAB28, member RAS oncogene family "	mmu-miR-300-3p	-0.15
Kif3a	ENSMUST00000120613.3	"kinesin family member 3A "	mmu-miR-300-3p	-0.15
Dach1	ENSMUST00000071533.7	"dachshund 1 (Drosophila) "	mmu-miR-300-3p	-0.15
Sh2d2a	ENSMUST00000107581.3	"SH2 domain protein 2A "	mmu-miR-300-3p	-0.15
Gm14124	ENSMUST00000109922.1	"predicted gene 14124 "	mmu-miR-300-3p	-0.15
Atp6v0a2	ENSMUST00000037865.8	"ATPase, H+ transporting, lysosomal V0 subunit A2 "	mmu-miR-300-3p	-0.15
Uhmk1	ENSMUST00000123399.1	"U2AF homology motif (UHM) kinase 1 "	mmu-miR-300-3p	-0.15
6430571L13Rik	ENSMUST00000042581.2	"RIKEN cDNA 6430571L13 gene "	mmu-miR-300-3p	-0.15
Sytl2	ENSMUST00000190837.1	"synaptotagmin-like 2 "	mmu-miR-300-3p	-0.15
Rgs8	ENSMUST00000041776.6	"regulator of G-protein signaling 8 "	mmu-miR-300-3p	-0.15
Fam228a	ENSMUST00000111154.2	"family with sequence similarity 228, member A "	mmu-miR-300-3p	-0.15
Rasgef1a	ENSMUST00000164960.1	"RasGEF domain family, member 1A "	mmu-miR-300-3p	-0.15
Bhlhb9	ENSMUST00000068755.8	"basic helix-loop-helix domain containing, class B9 "	mmu-miR-300-3p	-0.15
Xlr	ENSMUST00000067782.2	"X-linked lymphocyte-regulated "	mmu-miR-300-3p	-0.15
Ramp1	ENSMUST00000097648.5	"receptor (calcitonin) activity modifying protein 1 "	mmu-miR-300-3p	-0.15
RP23-293C19.2	ENSMUST00000187455.1		mmu-miR-300-3p	-0.15
Smim17	ENSMUST00000160218.1	"small integral membrane protein 17 "	mmu-miR-300-3p	-0.15
Glyatl3	ENSMUST00000166343.1	"glycine-N-acyltransferase-like 3 "	mmu-miR-300-3p	-0.15
Esrrg	ENSMUST00000027906.7	"estrogen-related receptor gamma "	mmu-miR-300-3p	-0.15
Fsbp	ENSMUST00000180239.1	"fibrinogen silencer binding protein "	mmu-miR-300-3p	-0.15
4632404H12Rik	ENSMUST00000038450.1	"RIKEN cDNA 4632404H12 gene "	mmu-miR-300-3p	-0.15
Akr1c20	ENSMUST00000080361.6	"aldo-keto reductase family 1, member C20 "	mmu-miR-300-3p	-0.15
Spock1	ENSMUST00000185502.1	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 "	mmu-miR-300-3p	-0.15
Jade1	ENSMUST00000026865.9	"jade family PHD finger 1 "	mmu-miR-300-3p	-0.15
Rcl1	ENSMUST00000064393.5	"RNA terminal phosphate cyclase-like 1 "	mmu-miR-300-3p	-0.15
Vps4a	ENSMUST00000034388.9	"vacuolar protein sorting 4a (yeast) "	mmu-miR-300-3p	-0.15
Smad2	ENSMUST00000168423.2	"SMAD family member 2 "	mmu-miR-300-3p	-0.15
Ccdc3	ENSMUST00000027988.7	"coiled-coil domain containing 3 "	mmu-miR-300-3p	-0.15
Trak1	ENSMUST00000045903.6	"trafficking protein, kinesin binding 1 "	mmu-miR-300-3p	-0.15
Sh3rf2	ENSMUST00000072008.5	"SH3 domain containing ring finger 2 "	mmu-miR-300-3p	-0.15
Max	ENSMUST00000110395.4	"Max protein "	mmu-miR-300-3p	-0.15
Gabrp	ENSMUST00000020366.2	"gamma-aminobutyric acid (GABA) A receptor, pi "	mmu-miR-300-3p	-0.15
Kprp	ENSMUST00000072363.4	"keratinocyte expressed, proline-rich "	mmu-miR-300-3p	-0.15
Wdr16	ENSMUST00000021287.6	"WD repeat domain 16 "	mmu-miR-300-3p	-0.15
Ccdc85a	ENSMUST00000093253.4	"coiled-coil domain containing 85A "	mmu-miR-300-3p	-0.15
Eya4	ENSMUST00000092665.5	"eyes absent 4 homolog (Drosophila) "	mmu-miR-300-3p	-0.15
Fam168b	ENSMUST00000167518.2	"family with sequence similarity 168, member B "	mmu-miR-300-3p	-0.15
Zdhhc6	ENSMUST00000076891.5	"zinc finger, DHHC domain containing 6 "	mmu-miR-300-3p	-0.15
3632451O06Rik	ENSMUST00000036972.7	"RIKEN cDNA 3632451O06 gene "	mmu-miR-300-3p	-0.15
Kif14	ENSMUST00000047817.6	"kinesin family member 14 "	mmu-miR-300-3p	-0.15
Nrsn1	ENSMUST00000057866.7	"neurensin 1 "	mmu-miR-300-3p	-0.15
Zfp131	ENSMUST00000177916.2	"zinc finger protein 131 "	mmu-miR-300-3p	-0.15
Cacng5	ENSMUST00000106742.2	"calcium channel, voltage-dependent, gamma subunit 5 "	mmu-miR-300-3p	-0.15
Kbtbd8	ENSMUST00000119582.1	"kelch repeat and BTB (POZ) domain containing 8 "	mmu-miR-300-3p	-0.15
Btbd7	ENSMUST00000045652.6	"BTB (POZ) domain containing 7 "	mmu-miR-300-3p	-0.15
Kcnq4	ENSMUST00000030376.7	"potassium voltage-gated channel, subfamily Q, member 4 "	mmu-miR-300-3p	-0.14
Luzp4	ENSMUST00000101185.4	"leucine zipper protein 4 "	mmu-miR-300-3p	-0.14
Rslcan18	ENSMUST00000091526.3	"regulator of sex-limitation candidate 18 "	mmu-miR-300-3p	-0.14
Efcab8	ENSMUST00000175856.1	"EF-hand calcium binding domain 8 "	mmu-miR-300-3p	-0.14
Phospho1	ENSMUST00000054173.3	"phosphatase, orphan 1 "	mmu-miR-300-3p	-0.14
Tmem183a	ENSMUST00000049470.5	"transmembrane protein 183A "	mmu-miR-300-3p	-0.14
Mettl20	ENSMUST00000047531.10	"methyltransferase like 20 "	mmu-miR-300-3p	-0.14
Rcan2	ENSMUST00000044895.6	"regulator of calcineurin 2 "	mmu-miR-300-3p	-0.14
Gm16286	ENSMUST00000127234.2	"predicted gene 16286 "	mmu-miR-300-3p	-0.14
Cyp2j5	ENSMUST00000030299.7	"cytochrome P450, family 2, subfamily j, polypeptide 5 "	mmu-miR-300-3p	-0.14
Cenpe	ENSMUST00000062893.7	"centromere protein E "	mmu-miR-300-3p	-0.14
Gm15107	ENSMUST00000112796.1	"predicted gene 15107 "	mmu-miR-300-3p	-0.14
Gm15128	ENSMUST00000112814.2	"predicted gene 15128 "	mmu-miR-300-3p	-0.14
Pi4k2b	ENSMUST00000031081.5	"phosphatidylinositol 4-kinase type 2 beta "	mmu-miR-300-3p	-0.14
Slc52a3	ENSMUST00000109859.3	"solute carrier protein family 52, member 3 "	mmu-miR-300-3p	-0.14
Pde6g	ENSMUST00000026452.2	"phosphodiesterase 6G, cGMP-specific, rod, gamma "	mmu-miR-300-3p	-0.14
Phlpp1	ENSMUST00000061047.6	"PH domain and leucine rich repeat protein phosphatase 1 "	mmu-miR-300-3p	-0.14
Id4	ENSMUST00000021810.1	"inhibitor of DNA binding 4 "	mmu-miR-300-3p	-0.14
Lrrc19	ENSMUST00000053419.3	"leucine rich repeat containing 19 "	mmu-miR-300-3p	-0.14
Prkacb	ENSMUST00000102515.4	"protein kinase, cAMP dependent, catalytic, beta "	mmu-miR-300-3p	-0.14
Bzrap1	ENSMUST00000039627.6	"benzodiazepine receptor associated protein 1 "	mmu-miR-300-3p	-0.14
Cacna2d1	ENSMUST00000078272.7	"calcium channel, voltage-dependent, alpha2/delta subunit 1 "	mmu-miR-300-3p	-0.14
Eml6	ENSMUST00000058902.5	"echinoderm microtubule associated protein like 6 "	mmu-miR-300-3p	-0.14
Retsat	ENSMUST00000070597.7	"retinol saturase (all trans retinol 13,14 reductase) "	mmu-miR-300-3p	-0.14
Wdfy2	ENSMUST00000014691.8	"WD repeat and FYVE domain containing 2 "	mmu-miR-300-3p	-0.14
4932411E22Rik	ENSMUST00000050983.1	"RIKEN cDNA 4932411E22 gene "	mmu-miR-300-3p	-0.14
Ikbkb	ENSMUST00000063401.4	"inhibitor of kappaB kinase beta "	mmu-miR-300-3p	-0.14
Rgs4	ENSMUST00000111357.1	"regulator of G-protein signaling 4 "	mmu-miR-300-3p	-0.14
BC035947	ENSMUST00000170511.2	"cDNA sequence BC035947 "	mmu-miR-300-3p	-0.14
Esf1	ENSMUST00000046030.7	"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae) "	mmu-miR-300-3p	-0.14
Dhx35	ENSMUST00000029186.8	"DEAH (Asp-Glu-Ala-His) box polypeptide 35 "	mmu-miR-300-3p	-0.14
Yy2	ENSMUST00000065806.4	"Yy2 transcription factor "	mmu-miR-300-3p	-0.14
Prss23	ENSMUST00000041761.5	"protease, serine 23 "	mmu-miR-300-3p	-0.14
Lrrc48	ENSMUST00000094140.3	"leucine rich repeat containing 48 "	mmu-miR-300-3p	-0.14
Nedd4l	ENSMUST00000163516.2	"neural precursor cell expressed, developmentally down-regulated gene 4-like "	mmu-miR-300-3p	-0.14
Decr2	ENSMUST00000040907.6	"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal "	mmu-miR-300-3p	-0.14
Casp12	ENSMUST00000027009.5	"caspase 12 "	mmu-miR-300-3p	-0.14
Foxn2	ENSMUST00000112238.3	"forkhead box N2 "	mmu-miR-300-3p	-0.14
Gm15097	ENSMUST00000101180.2	"predicted gene 15097 "	mmu-miR-300-3p	-0.14
Spesp1	ENSMUST00000056949.3	"sperm equatorial segment protein 1 "	mmu-miR-300-3p	-0.14
Pramef8	ENSMUST00000059790.5	"PRAME family member 8 "	mmu-miR-300-3p	-0.14
Gm2381	ENSMUST00000174558.1	"predicted gene 2381 "	mmu-miR-300-3p	-0.14
Muc15	ENSMUST00000111017.3	"mucin 15 "	mmu-miR-300-3p	-0.14
Tasp1	ENSMUST00000110079.3	"taspase, threonine aspartase 1 "	mmu-miR-300-3p	-0.14
Sash1	ENSMUST00000015449.5	"SAM and SH3 domain containing 1 "	mmu-miR-300-3p	-0.14
Anln	ENSMUST00000040912.7	"anillin, actin binding protein "	mmu-miR-300-3p	-0.14
Gm12353	ENSMUST00000108250.2	"predicted gene 12353 "	mmu-miR-300-3p	-0.14
Poldip3	ENSMUST00000100375.5	"polymerase (DNA-directed), delta interacting protein 3 "	mmu-miR-300-3p	-0.14
Ugcg	ENSMUST00000030074.7	"UDP-glucose ceramide glucosyltransferase "	mmu-miR-300-3p	-0.14
Tnfsf18	ENSMUST00000086084.1	"tumor necrosis factor (ligand) superfamily, member 18 "	mmu-miR-300-3p	-0.14
Gm15114	ENSMUST00000112788.3	"predicted gene 15114 "	mmu-miR-300-3p	-0.14
Eps15l1	ENSMUST00000163643.1	"epidermal growth factor receptor pathway substrate 15-like 1 "	mmu-miR-300-3p	-0.14
Gm10439	ENSMUST00000101181.4	"predicted gene 10439 "	mmu-miR-300-3p	-0.14
Gm15085	ENSMUST00000178169.1	"predicted gene 15085 "	mmu-miR-300-3p	-0.14
Adrb1	ENSMUST00000038949.4	"adrenergic receptor, beta 1 "	mmu-miR-300-3p	-0.14
Sstr2	ENSMUST00000146390.2	"somatostatin receptor 2 "	mmu-miR-300-3p	-0.14
Qrfpr	ENSMUST00000122174.1	"pyroglutamylated RFamide peptide receptor "	mmu-miR-300-3p	-0.14
Gm15091	ENSMUST00000112740.1	"predicted gene 15091 "	mmu-miR-300-3p	-0.14
Ott	ENSMUST00000179348.2	"ovary testis transcribed "	mmu-miR-300-3p	-0.14
Gm15093	ENSMUST00000179021.1	"predicted gene 15093 "	mmu-miR-300-3p	-0.14
Olfr1443	ENSMUST00000049724.6	"olfactory receptor 1443 "	mmu-miR-300-3p	-0.14
Gm1818	ENSMUST00000169406.1	"predicted gene 1818 "	mmu-miR-300-3p	-0.14
Gm15080	ENSMUST00000112804.2	"predicted gene 15080 "	mmu-miR-300-3p	-0.14
Tfb2m	ENSMUST00000027769.5	"transcription factor B2, mitochondrial "	mmu-miR-300-3p	-0.14
Gm15127	ENSMUST00000101186.4	"predicted gene 15127 "	mmu-miR-300-3p	-0.14
Trps1	ENSMUST00000165201.3	"trichorhinophalangeal syndrome I (human) "	mmu-miR-300-3p	-0.14
Gprin3	ENSMUST00000051065.4	"GPRIN family member 3 "	mmu-miR-300-3p	-0.14
Slc7a11	ENSMUST00000029297.4	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 "	mmu-miR-300-3p	-0.14
Palld	ENSMUST00000121785.2	"palladin, cytoskeletal associated protein "	mmu-miR-300-3p	-0.14
Sept7	ENSMUST00000115272.3	"septin 7 "	mmu-miR-300-3p	-0.14
Eif2s3x	ENSMUST00000050328.9	"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked "	mmu-miR-300-3p	-0.14
Tcam1	ENSMUST00000044462.3	"testicular cell adhesion molecule 1 "	mmu-miR-300-3p	-0.14
Rab9b	ENSMUST00000058814.6	"RAB9B, member RAS oncogene family "	mmu-miR-300-3p	-0.14
Nodal	ENSMUST00000049339.6	"nodal "	mmu-miR-300-3p	-0.14
Vav3	ENSMUST00000046864.8	"vav 3 oncogene "	mmu-miR-300-3p	-0.14
Gm4841	ENSMUST00000090260.4	"predicted gene 4841 "	mmu-miR-300-3p	-0.14
Etl4	ENSMUST00000114606.2	"enhancer trap locus 4 "	mmu-miR-300-3p	-0.14
Zfp266	ENSMUST00000174462.2	"zinc finger protein 266 "	mmu-miR-300-3p	-0.14
Spag6	ENSMUST00000023468.5	"sperm associated antigen 6 "	mmu-miR-300-3p	-0.14
Poldip2	ENSMUST00000001127.5	"polymerase (DNA-directed), delta interacting protein 2 "	mmu-miR-300-3p	-0.14
Ccdc125	ENSMUST00000170347.2	"coiled-coil domain containing 125 "	mmu-miR-300-3p	-0.14
Gm14139	ENSMUST00000109926.2	"predicted gene 14139 "	mmu-miR-300-3p	-0.14
Marcks	ENSMUST00000092584.5	"myristoylated alanine rich protein kinase C substrate "	mmu-miR-300-3p	-0.14
Med9	ENSMUST00000081980.6	"mediator complex subunit 9 "	mmu-miR-300-3p	-0.14
Ghsr	ENSMUST00000057186.1	"growth hormone secretagogue receptor "	mmu-miR-300-3p	-0.14
Exoc6b	ENSMUST00000160197.2	"exocyst complex component 6B "	mmu-miR-300-3p	-0.14
Neu4	ENSMUST00000050890.7	"sialidase 4 "	mmu-miR-300-3p	-0.14
Klrb1c	ENSMUST00000167691.3	"killer cell lectin-like receptor subfamily B member 1C "	mmu-miR-300-3p	-0.14
