Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Zdhhc20	ENSMUST00000089473.3	"zinc finger, DHHC domain containing 20 "	mmu-let-7c-1-3p	-0.18
Tpk1	ENSMUST00000067888.8	"thiamine pyrophosphokinase "	mmu-let-7c-1-3p	-0.18
4930524B15Rik	ENSMUST00000102829.3	"RIKEN cDNA 4930524B15 gene "	mmu-let-7c-1-3p	-0.18
Spdl1	ENSMUST00000093191.2	"spindle apparatus coiled-coil protein 1 "	mmu-let-7c-1-3p	-0.18
Pcdhb5	ENSMUST00000078271.2	"protocadherin beta 5 "	mmu-let-7c-1-3p	-0.18
Pcsk7	ENSMUST00000039059.6	"proprotein convertase subtilisin/kexin type 7 "	mmu-let-7c-1-3p	-0.18
Lypla1	ENSMUST00000119612.3	"lysophospholipase 1 "	mmu-let-7c-1-3p	-0.18
Ipo7	ENSMUST00000084731.3	"importin 7 "	mmu-let-7c-1-3p	-0.18
Avl9	ENSMUST00000031805.8	"AVL9 homolog (S. cerevisiase) "	mmu-let-7c-1-3p	-0.18
Tmem207	ENSMUST00000165687.1	"transmembrane protein 207 "	mmu-let-7c-1-3p	-0.18
Rnps1	ENSMUST00000115371.2	"ribonucleic acid binding protein S1 "	mmu-let-7c-1-3p	-0.18
Fam166a	ENSMUST00000028346.3	"family with sequence similarity 166, member A "	mmu-let-7c-1-3p	-0.18
Son	ENSMUST00000122302.2	"Son DNA binding protein "	mmu-let-7c-1-3p	-0.18
Dach1	ENSMUST00000071533.7	"dachshund 1 (Drosophila) "	mmu-let-7c-1-3p	-0.18
Anxa1	ENSMUST00000025561.7	"annexin A1 "	mmu-let-7c-1-3p	-0.18
Cnep1r1	ENSMUST00000095214.4	"CTD nuclear envelope phosphatase 1 regulatory subunit 1 "	mmu-let-7c-1-3p	-0.18
March3	ENSMUST00000035278.6	"membrane-associated ring finger (C3HC4) 3 "	mmu-let-7c-1-3p	-0.18
Pou2f3	ENSMUST00000034513.7	"POU domain, class 2, transcription factor 3 "	mmu-let-7c-1-3p	-0.18
Fam129c	ENSMUST00000143662.2	"family with sequence similarity 129, member C "	mmu-let-7c-1-3p	-0.18
Agap3	ENSMUST00000024123.4	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 "	mmu-let-7c-1-3p	-0.18
Rs1	ENSMUST00000033650.8	"retinoschisis (X-linked, juvenile) 1 (human) "	mmu-let-7c-1-3p	-0.18
Gm20503	ENSMUST00000174664.1	"predicted gene 20503 "	mmu-let-7c-1-3p	-0.18
Efr3a	ENSMUST00000015146.10	"EFR3 homolog A (S. cerevisiae) "	mmu-let-7c-1-3p	-0.18
Kctd3	ENSMUST00000085678.2	"potassium channel tetramerisation domain containing 3 "	mmu-let-7c-1-3p	-0.18
Exosc10	ENSMUST00000017408.8	"exosome component 10 "	mmu-let-7c-1-3p	-0.18
Arf2	ENSMUST00000057921.4	"ADP-ribosylation factor 2 "	mmu-let-7c-1-3p	-0.18
Psmd11	ENSMUST00000017572.8	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 "	mmu-let-7c-1-3p	-0.18
1700019D03Rik	ENSMUST00000050567.5	"RIKEN cDNA 1700019D03 gene "	mmu-let-7c-1-3p	-0.18
Fbrs	ENSMUST00000048896.6	"fibrosin "	mmu-let-7c-1-3p	-0.18
Srsf4	ENSMUST00000053819.4	"serine/arginine-rich splicing factor 4 "	mmu-let-7c-1-3p	-0.18
Mturn	ENSMUST00000190641.1	"maturin, neural progenitor differentiation regulator homolog (Xenopus) "	mmu-let-7c-1-3p	-0.18
Ppm1a	ENSMUST00000021514.8	"protein phosphatase 1A, magnesium dependent, alpha isoform "	mmu-let-7c-1-3p	-0.18
Malt1	ENSMUST00000049248.5	"mucosa associated lymphoid tissue lymphoma translocation gene 1 "	mmu-let-7c-1-3p	-0.18
Katnbl1	ENSMUST00000028552.3	"katanin p80 subunit B like 1 "	mmu-let-7c-1-3p	-0.18
Rab18	ENSMUST00000097680.5	"RAB18, member RAS oncogene family "	mmu-let-7c-1-3p	-0.18
2810403A07Rik	ENSMUST00000029696.6	"RIKEN cDNA 2810403A07 gene "	mmu-let-7c-1-3p	-0.18
Ift57	ENSMUST00000046777.5	"intraflagellar transport 57 "	mmu-let-7c-1-3p	-0.18
Pvrl4	ENSMUST00000006578.4	"poliovirus receptor-related 4 "	mmu-let-7c-1-3p	-0.18
Kpnb1	ENSMUST00000001479.4	"karyopherin (importin) beta 1 "	mmu-let-7c-1-3p	-0.18
Pald1	ENSMUST00000020289.8	"phosphatase domain containing, paladin 1 "	mmu-let-7c-1-3p	-0.18
Rnf186	ENSMUST00000116094.3	"ring finger protein 186 "	mmu-let-7c-1-3p	-0.18
Cdkn1a	ENSMUST00000023829.6	"cyclin-dependent kinase inhibitor 1A (P21) "	mmu-let-7c-1-3p	-0.18
Pofut2	ENSMUST00000020493.7	"protein O-fucosyltransferase 2 "	mmu-let-7c-1-3p	-0.18
Gm10083	ENSMUST00000074466.5	"predicted gene 10083 "	mmu-let-7c-1-3p	-0.18
Cnksr3	ENSMUST00000015346.6	"Cnksr family member 3 "	mmu-let-7c-1-3p	-0.18
Casp8	ENSMUST00000027189.9	"caspase 8 "	mmu-let-7c-1-3p	-0.18
Krt1	ENSMUST00000023790.3	"keratin 1 "	mmu-let-7c-1-3p	-0.18
Tmem151b	ENSMUST00000180252.1	"transmembrane protein 151B "	mmu-let-7c-1-3p	-0.18
Hars2	ENSMUST00000152954.2	"histidyl-tRNA synthetase 2, mitochondrial (putative) "	mmu-let-7c-1-3p	-0.18
Sox3	ENSMUST00000135107.3	"SRY (sex determining region Y)-box 3 "	mmu-let-7c-1-3p	-0.18
Klrb1f	ENSMUST00000032257.7	"killer cell lectin-like receptor subfamily B member 1F "	mmu-let-7c-1-3p	-0.18
Rab5c	ENSMUST00000107364.2	"RAB5C, member RAS oncogene family "	mmu-let-7c-1-3p	-0.18
Wdr90	ENSMUST00000079461.9	"WD repeat domain 90 "	mmu-let-7c-1-3p	-0.18
Rbm5	ENSMUST00000182659.2	"RNA binding motif protein 5 "	mmu-let-7c-1-3p	-0.18
Neil3	ENSMUST00000047768.5	"nei like 3 (E. coli) "	mmu-let-7c-1-3p	-0.17
Dct	ENSMUST00000022725.2	"dopachrome tautomerase "	mmu-let-7c-1-3p	-0.17
Tcte1	ENSMUST00000113547.1	"t-complex-associated testis expressed 1 "	mmu-let-7c-1-3p	-0.17
Sept12	ENSMUST00000170323.2	"septin 12 "	mmu-let-7c-1-3p	-0.17
Tnfrsf26	ENSMUST00000055723.7	"tumor necrosis factor receptor superfamily, member 26 "	mmu-let-7c-1-3p	-0.17
Mgam	ENSMUST00000071535.6	"maltase-glucoamylase "	mmu-let-7c-1-3p	-0.17
Gm10775	ENSMUST00000099425.2	"predicted gene 10775 "	mmu-let-7c-1-3p	-0.17
Gm6104	ENSMUST00000078030.3	"predicted gene 6104 "	mmu-let-7c-1-3p	-0.17
Vmn1r88	ENSMUST00000171783.1	"vomeronasal 1 receptor, 88 "	mmu-let-7c-1-3p	-0.17
Actb	ENSMUST00000100497.5	"actin, beta "	mmu-let-7c-1-3p	-0.17
Gabpa	ENSMUST00000009120.7	"GA repeat binding protein, alpha "	mmu-let-7c-1-3p	-0.17
Phf14	ENSMUST00000115511.3	"PHD finger protein 14 "	mmu-let-7c-1-3p	-0.17
Tex30	ENSMUST00000027215.6	"testis expressed 30 "	mmu-let-7c-1-3p	-0.17
Glipr1l2	ENSMUST00000020434.3	"GLI pathogenesis-related 1 like 2 "	mmu-let-7c-1-3p	-0.17
Parg	ENSMUST00000022470.9	"poly (ADP-ribose) glycohydrolase "	mmu-let-7c-1-3p	-0.17
Foxi3	ENSMUST00000069634.5	"forkhead box I3 "	mmu-let-7c-1-3p	-0.17
Gphn	ENSMUST00000110388.3	"gephyrin "	mmu-let-7c-1-3p	-0.17
Cnot6l	ENSMUST00000155901.2	"CCR4-NOT transcription complex, subunit 6-like "	mmu-let-7c-1-3p	-0.17
Rpgr	ENSMUST00000115533.2	"retinitis pigmentosa GTPase regulator "	mmu-let-7c-1-3p	-0.17
Mrgprx2	ENSMUST00000098433.4	"MAS-related GPR, member X2 "	mmu-let-7c-1-3p	-0.17
Gm5930	ENSMUST00000111863.3	"predicted gene 5930 "	mmu-let-7c-1-3p	-0.17
Hmgb3	ENSMUST00000072699.7	"high mobility group box 3 "	mmu-let-7c-1-3p	-0.17
Rtp2	ENSMUST00000061030.8	"receptor transporter protein 2 "	mmu-let-7c-1-3p	-0.17
Atad2	ENSMUST00000038194.3	"ATPase family, AAA domain containing 2 "	mmu-let-7c-1-3p	-0.17
Nr3c1	ENSMUST00000115567.2	"nuclear receptor subfamily 3, group C, member 1 "	mmu-let-7c-1-3p	-0.17
Cul4a	ENSMUST00000016680.8	"cullin 4A "	mmu-let-7c-1-3p	-0.17
Tmem27	ENSMUST00000112280.2	"transmembrane protein 27 "	mmu-let-7c-1-3p	-0.17
Snx9	ENSMUST00000002436.9	"sorting nexin 9 "	mmu-let-7c-1-3p	-0.17
Gm6614	ENSMUST00000181791.2	"predicted gene 6614 "	mmu-let-7c-1-3p	-0.17
Spp1	ENSMUST00000031243.9	"secreted phosphoprotein 1 "	mmu-let-7c-1-3p	-0.17
Ppp1ca	ENSMUST00000046094.4	"protein phosphatase 1, catalytic subunit, alpha isoform "	mmu-let-7c-1-3p	-0.17
Zfp871	ENSMUST00000159086.3	"zinc finger protein 871 "	mmu-let-7c-1-3p	-0.17
Cacna1d	ENSMUST00000112249.2	"calcium channel, voltage-dependent, L type, alpha 1D subunit "	mmu-let-7c-1-3p	-0.17
Sema3c	ENSMUST00000030568.8	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C "	mmu-let-7c-1-3p	-0.17
Rev1	ENSMUST00000027251.6	"REV1 homolog (S. cerevisiae) "	mmu-let-7c-1-3p	-0.17
Gtf3c3	ENSMUST00000041638.7	"general transcription factor IIIC, polypeptide 3 "	mmu-let-7c-1-3p	-0.17
Yy1	ENSMUST00000021692.7	"YY1 transcription factor "	mmu-let-7c-1-3p	-0.17
Usp45	ENSMUST00000040429.6	"ubiquitin specific petidase 45 "	mmu-let-7c-1-3p	-0.17
Atg4a	ENSMUST00000112971.1	"autophagy related 4A, cysteine peptidase "	mmu-let-7c-1-3p	-0.17
Ppp3cb	ENSMUST00000159027.2	"protein phosphatase 3, catalytic subunit, beta isoform "	mmu-let-7c-1-3p	-0.17
Cyp2a22	ENSMUST00000170227.1	"cytochrome P450, family 2, subfamily a, polypeptide 22 "	mmu-let-7c-1-3p	-0.17
Usp29	ENSMUST00000054055.6	"ubiquitin specific peptidase 29 "	mmu-let-7c-1-3p	-0.17
Ccdc115	ENSMUST00000042493.9	"coiled-coil domain containing 115 "	mmu-let-7c-1-3p	-0.17
Ccl25	ENSMUST00000024004.8	"chemokine (C-C motif) ligand 25 "	mmu-let-7c-1-3p	-0.17
Rbl1	ENSMUST00000029170.7	"retinoblastoma-like 1 (p107) "	mmu-let-7c-1-3p	-0.17
Glud1	ENSMUST00000022322.10	"glutamate dehydrogenase 1 "	mmu-let-7c-1-3p	-0.17
Rarb	ENSMUST00000063750.6	"retinoic acid receptor, beta "	mmu-let-7c-1-3p	-0.17
Mbnl1	ENSMUST00000099087.2	"muscleblind-like 1 (Drosophila) "	mmu-let-7c-1-3p	-0.17
Cryz	ENSMUST00000029850.9	"crystallin, zeta "	mmu-let-7c-1-3p	-0.17
Ap2m1	ENSMUST00000007216.8	"adaptor-related protein complex 2, mu 1 subunit "	mmu-let-7c-1-3p	-0.17
Gopc	ENSMUST00000105475.3	"golgi associated PDZ and coiled-coil motif containing "	mmu-let-7c-1-3p	-0.17
Bmi1	ENSMUST00000028071.7	"Bmi1 polycomb ring finger oncogene "	mmu-let-7c-1-3p	-0.17
Aprt	ENSMUST00000006764.7	"adenine phosphoribosyl transferase "	mmu-let-7c-1-3p	-0.17
Musk	ENSMUST00000102893.4	"muscle, skeletal, receptor tyrosine kinase "	mmu-let-7c-1-3p	-0.17
Sumo3	ENSMUST00000020501.9	"SMT3 suppressor of mif two 3 homolog 3 (yeast) "	mmu-let-7c-1-3p	-0.17
Dll1	ENSMUST00000014917.7	"delta-like 1 (Drosophila) "	mmu-let-7c-1-3p	-0.17
6030468B19Rik	ENSMUST00000106331.1	"RIKEN cDNA 6030468B19 gene "	mmu-let-7c-1-3p	-0.17
Gm5155	ENSMUST00000072381.7	"predicted gene 5155 "	mmu-let-7c-1-3p	-0.17
Mettl24	ENSMUST00000058747.3	"methyltransferase like 24 "	mmu-let-7c-1-3p	-0.17
Pak3	ENSMUST00000172330.2	"p21 protein (Cdc42/Rac)-activated kinase 3 "	mmu-let-7c-1-3p	-0.17
Erg	ENSMUST00000113846.4	"avian erythroblastosis virus E-26 (v-ets) oncogene related "	mmu-let-7c-1-3p	-0.17
Hspa4l	ENSMUST00000077083.7	"heat shock protein 4 like "	mmu-let-7c-1-3p	-0.17
Nsmce2	ENSMUST00000168722.1	"non-SMC element 2 homolog (MMS21, S. cerevisiae) "	mmu-let-7c-1-3p	-0.17
Gpn1	ENSMUST00000076949.7	"GPN-loop GTPase 1 "	mmu-let-7c-1-3p	-0.17
Tmem70	ENSMUST00000065373.5	"transmembrane protein 70 "	mmu-let-7c-1-3p	-0.17
Fbrsl1	ENSMUST00000069483.6	"fibrosin-like 1 "	mmu-let-7c-1-3p	-0.17
Kif16b	ENSMUST00000043589.7	"kinesin family member 16B "	mmu-let-7c-1-3p	-0.17
Pura	ENSMUST00000051301.3	"purine rich element binding protein A "	mmu-let-7c-1-3p	-0.17
Frmd6	ENSMUST00000057859.7	"FERM domain containing 6 "	mmu-let-7c-1-3p	-0.17
Hist1h2bb	ENSMUST00000099703.3	"histone cluster 1, H2bb "	mmu-let-7c-1-3p	-0.17
Uxs1	ENSMUST00000126008.2	"UDP-glucuronate decarboxylase 1 "	mmu-let-7c-1-3p	-0.17
Dek	ENSMUST00000021807.7	"DEK oncogene (DNA binding) "	mmu-let-7c-1-3p	-0.17
Eif4b	ENSMUST00000169681.1	"eukaryotic translation initiation factor 4B "	mmu-let-7c-1-3p	-0.17
Tacc1	ENSMUST00000084512.5	"transforming, acidic coiled-coil containing protein 1 "	mmu-let-7c-1-3p	-0.17
Vnn1	ENSMUST00000041416.7	"vanin 1 "	mmu-let-7c-1-3p	-0.17
Lax1	ENSMUST00000169295.2	"lymphocyte transmembrane adaptor 1 "	mmu-let-7c-1-3p	-0.17
Ccdc172	ENSMUST00000069419.6	"coiled-coil domain containing 172 "	mmu-let-7c-1-3p	-0.17
Opn5	ENSMUST00000068355.6	"opsin 5 "	mmu-let-7c-1-3p	-0.17
Anp32b	ENSMUST00000102926.4	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B "	mmu-let-7c-1-3p	-0.17
Cxcl10	ENSMUST00000038816.7	"chemokine (C-X-C motif) ligand 10 "	mmu-let-7c-1-3p	-0.17
Chchd4	ENSMUST00000040835.7	"coiled-coil-helix-coiled-coil-helix domain containing 4 "	mmu-let-7c-1-3p	-0.17
Col8a1	ENSMUST00000089332.4	"collagen, type VIII, alpha 1 "	mmu-let-7c-1-3p	-0.17
Kdelr1	ENSMUST00000107719.2	"KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 "	mmu-let-7c-1-3p	-0.17
Abca1	ENSMUST00000030010.3	"ATP-binding cassette, sub-family A (ABC1), member 1 "	mmu-let-7c-1-3p	-0.17
Klhl5	ENSMUST00000101192.3	"kelch-like 5 "	mmu-let-7c-1-3p	-0.17
Ebf3	ENSMUST00000106118.3	"early B cell factor 3 "	mmu-let-7c-1-3p	-0.17
Pdrg1	ENSMUST00000028972.8	"p53 and DNA damage regulated 1 "	mmu-let-7c-1-3p	-0.17
Dennd4c	ENSMUST00000082026.8	"DENN/MADD domain containing 4C "	mmu-let-7c-1-3p	-0.17
Prkab1	ENSMUST00000031486.8	"protein kinase, AMP-activated, beta 1 non-catalytic subunit "	mmu-let-7c-1-3p	-0.17
4731417B20Rik	ENSMUST00000053319.2	"RIKEN cDNA 4731417B20 gene "	mmu-let-7c-1-3p	-0.17
Kat6a	ENSMUST00000110696.2	"K(lysine) acetyltransferase 6A "	mmu-let-7c-1-3p	-0.17
Mrgprg	ENSMUST00000058092.6	"MAS-related GPR, member G "	mmu-let-7c-1-3p	-0.17
Neurod6	ENSMUST00000044767.8	"neurogenic differentiation 6 "	mmu-let-7c-1-3p	-0.17
Tatdn2	ENSMUST00000089018.5	"TatD DNase domain containing 2 "	mmu-let-7c-1-3p	-0.17
Gm14325	ENSMUST00000150650.1	"predicted gene 14325 "	mmu-let-7c-1-3p	-0.17
Klhl14	ENSMUST00000049105.5	"kelch-like 14 "	mmu-let-7c-1-3p	-0.16
Osbpl8	ENSMUST00000105275.2	"oxysterol binding protein-like 8 "	mmu-let-7c-1-3p	-0.16
Snx25	ENSMUST00000110378.3	"sorting nexin 25 "	mmu-let-7c-1-3p	-0.16
Rab3c	ENSMUST00000167824.1	"RAB3C, member RAS oncogene family "	mmu-let-7c-1-3p	-0.16
Ndel1	ENSMUST00000018880.8	"nuclear distribution gene E-like homolog 1 (A. nidulans) "	mmu-let-7c-1-3p	-0.16
4930522L14Rik	ENSMUST00000112547.2	"RIKEN cDNA 4930522L14 gene "	mmu-let-7c-1-3p	-0.16
Elavl2	ENSMUST00000107110.2	"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B) "	mmu-let-7c-1-3p	-0.16
Gtf2ird1	ENSMUST00000100652.4	"general transcription factor II I repeat domain-containing 1 "	mmu-let-7c-1-3p	-0.16
Mnt	ENSMUST00000000291.3	"max binding protein "	mmu-let-7c-1-3p	-0.16
Elane	ENSMUST00000046091.5	"elastase, neutrophil expressed "	mmu-let-7c-1-3p	-0.16
Edn3	ENSMUST00000029030.3	"endothelin 3 "	mmu-let-7c-1-3p	-0.16
Ssu72	ENSMUST00000030905.3	"Ssu72 RNA polymerase II CTD phosphatase homolog (yeast) "	mmu-let-7c-1-3p	-0.16
Lmf2	ENSMUST00000023283.5	"lipase maturation factor 2 "	mmu-let-7c-1-3p	-0.16
Arfgap3	ENSMUST00000067215.7	"ADP-ribosylation factor GTPase activating protein 3 "	mmu-let-7c-1-3p	-0.16
Ttc7b	ENSMUST00000062957.6	"tetratricopeptide repeat domain 7B "	mmu-let-7c-1-3p	-0.16
Gm16503	ENSMUST00000104964.2	"predicted gene 16503 "	mmu-let-7c-1-3p	-0.16
Tnfsf18	ENSMUST00000086084.1	"tumor necrosis factor (ligand) superfamily, member 18 "	mmu-let-7c-1-3p	-0.16
Tdo2	ENSMUST00000029645.8	"tryptophan 2,3-dioxygenase "	mmu-let-7c-1-3p	-0.16
Marcks	ENSMUST00000092584.5	"myristoylated alanine rich protein kinase C substrate "	mmu-let-7c-1-3p	-0.16
Arpc5l	ENSMUST00000112862.2	"actin related protein 2/3 complex, subunit 5-like "	mmu-let-7c-1-3p	-0.16
Vsnl1	ENSMUST00000072299.5	"visinin-like 1 "	mmu-let-7c-1-3p	-0.16
Dhx36	ENSMUST00000029336.4	"DEAH (Asp-Glu-Ala-His) box polypeptide 36 "	mmu-let-7c-1-3p	-0.16
Pno1	ENSMUST00000020317.7	"partner of NOB1 homolog (S. cerevisiae) "	mmu-let-7c-1-3p	-0.16
Rnpc3	ENSMUST00000092154.4	"RNA-binding region (RNP1, RRM) containing 3 "	mmu-let-7c-1-3p	-0.16
Mthfsl	ENSMUST00000113110.4	"5, 10-methenyltetrahydrofolate synthetase-like "	mmu-let-7c-1-3p	-0.16
Hgf	ENSMUST00000030683.3	"hepatocyte growth factor "	mmu-let-7c-1-3p	-0.16
Ppp1r10	ENSMUST00000087211.3	"protein phosphatase 1, regulatory subunit 10 "	mmu-let-7c-1-3p	-0.16
Olfr482	ENSMUST00000081184.2	"olfactory receptor 482 "	mmu-let-7c-1-3p	-0.16
9530077C05Rik	ENSMUST00000058868.7	"RIKEN cDNA 9530077C05 gene "	mmu-let-7c-1-3p	-0.16
Aard	ENSMUST00000090025.4	"alanine and arginine rich domain containing protein "	mmu-let-7c-1-3p	-0.16
Hs3st5	ENSMUST00000168572.2	"heparan sulfate (glucosamine) 3-O-sulfotransferase 5 "	mmu-let-7c-1-3p	-0.16
Ptch1	ENSMUST00000021921.5	"patched homolog 1 "	mmu-let-7c-1-3p	-0.16
Emilin2	ENSMUST00000024849.9	"elastin microfibril interfacer 2 "	mmu-let-7c-1-3p	-0.16
Tmx1	ENSMUST00000021471.7	"thioredoxin-related transmembrane protein 1 "	mmu-let-7c-1-3p	-0.16
Zik1	ENSMUST00000032551.7	"zinc finger protein interacting with K protein 1 "	mmu-let-7c-1-3p	-0.16
Opn3	ENSMUST00000027809.7	"opsin 3 "	mmu-let-7c-1-3p	-0.16
Cyb5r1	ENSMUST00000027726.8	"cytochrome b5 reductase 1 "	mmu-let-7c-1-3p	-0.16
Exoc6	ENSMUST00000066439.6	"exocyst complex component 6 "	mmu-let-7c-1-3p	-0.16
Adam7	ENSMUST00000022640.7	"a disintegrin and metallopeptidase domain 7 "	mmu-let-7c-1-3p	-0.16
Adamtsl1	ENSMUST00000141889.2	"ADAMTS-like 1 "	mmu-let-7c-1-3p	-0.16
Stat5a	ENSMUST00000004145.8	"signal transducer and activator of transcription 5A "	mmu-let-7c-1-3p	-0.16
Jph3	ENSMUST00000026357.6	"junctophilin 3 "	mmu-let-7c-1-3p	-0.16
Jade1	ENSMUST00000026865.9	"jade family PHD finger 1 "	mmu-let-7c-1-3p	-0.16
Josd1	ENSMUST00000023061.5	"Josephin domain containing 1 "	mmu-let-7c-1-3p	-0.16
Mtpn	ENSMUST00000031866.5	"myotrophin "	mmu-let-7c-1-3p	-0.16
Klhl34	ENSMUST00000087157.4	"kelch-like 34 "	mmu-let-7c-1-3p	-0.16
Nat2	ENSMUST00000163856.1	"N-acetyltransferase 2 (arylamine N-acetyltransferase) "	mmu-let-7c-1-3p	-0.16
Gm9602	ENSMUST00000163325.2	"predicted gene 9602 "	mmu-let-7c-1-3p	-0.16
Ctgf	ENSMUST00000176228.1	"connective tissue growth factor "	mmu-let-7c-1-3p	-0.16
Plxdc2	ENSMUST00000028081.7	"plexin domain containing 2 "	mmu-let-7c-1-3p	-0.16
Npas2	ENSMUST00000056815.7	"neuronal PAS domain protein 2 "	mmu-let-7c-1-3p	-0.16
Tead4	ENSMUST00000130454.2	"TEA domain family member 4 "	mmu-let-7c-1-3p	-0.16
Lonrf1	ENSMUST00000065297.5	"LON peptidase N-terminal domain and ring finger 1 "	mmu-let-7c-1-3p	-0.16
Rgs4	ENSMUST00000111357.1	"regulator of G-protein signaling 4 "	mmu-let-7c-1-3p	-0.16
Lefty2	ENSMUST00000085797.5	"left-right determination factor 2 "	mmu-let-7c-1-3p	-0.16
Gm28049	ENSMUST00000179116.2	"predicted gene, 28049 "	mmu-let-7c-1-3p	-0.16
Adnp	ENSMUST00000057793.5	"activity-dependent neuroprotective protein "	mmu-let-7c-1-3p	-0.16
Sorcs3	ENSMUST00000078880.5	"sortilin-related VPS10 domain containing receptor 3 "	mmu-let-7c-1-3p	-0.16
Rps6ka1	ENSMUST00000105894.5	"ribosomal protein S6 kinase polypeptide 1 "	mmu-let-7c-1-3p	-0.16
Pdk1	ENSMUST00000006669.5	"pyruvate dehydrogenase kinase, isoenzyme 1 "	mmu-let-7c-1-3p	-0.16
Phf6	ENSMUST00000078944.7	"PHD finger protein 6 "	mmu-let-7c-1-3p	-0.16
Hist1h2bh	ENSMUST00000078156.4	"histone cluster 1, H2bh "	mmu-let-7c-1-3p	-0.16
Ppp2r1b	ENSMUST00000114437.3	"protein phosphatase 2, regulatory subunit A, beta "	mmu-let-7c-1-3p	-0.16
Ppp2r5a	ENSMUST00000067976.3	"protein phosphatase 2, regulatory subunit B', alpha "	mmu-let-7c-1-3p	-0.16
Sox9	ENSMUST00000000579.2	"SRY (sex determining region Y)-box 9 "	mmu-let-7c-1-3p	-0.16
Cops7b	ENSMUST00000121534.2	"COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana) "	mmu-let-7c-1-3p	-0.16
Galnt12	ENSMUST00000045041.6	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 "	mmu-let-7c-1-3p	-0.16
Rundc3b	ENSMUST00000047485.9	"RUN domain containing 3B "	mmu-let-7c-1-3p	-0.16
Tmem71	ENSMUST00000048372.5	"transmembrane protein 71 "	mmu-let-7c-1-3p	-0.16
Zfp458	ENSMUST00000045969.7	"zinc finger protein 458 "	mmu-let-7c-1-3p	-0.16
Ugt2b35	ENSMUST00000031186.7	"UDP glucuronosyltransferase 2 family, polypeptide B35 "	mmu-let-7c-1-3p	-0.16
Ffar2	ENSMUST00000053156.4	"free fatty acid receptor 2 "	mmu-let-7c-1-3p	-0.16
Cul3	ENSMUST00000163119.2	"cullin 3 "	mmu-let-7c-1-3p	-0.16
Carm1	ENSMUST00000115395.4	"coactivator-associated arginine methyltransferase 1 "	mmu-let-7c-1-3p	-0.16
Dcun1d1	ENSMUST00000178098.2	"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae) "	mmu-let-7c-1-3p	-0.16
Arl10	ENSMUST00000026988.5	"ADP-ribosylation factor-like 10 "	mmu-let-7c-1-3p	-0.16
Cog6	ENSMUST00000036665.4	"component of oligomeric golgi complex 6 "	mmu-let-7c-1-3p	-0.16
Smcr8	ENSMUST00000056907.6	"Smith-Magenis syndrome chromosome region, candidate 8 homolog (human) "	mmu-let-7c-1-3p	-0.16
Cdkl4	ENSMUST00000086545.4	"cyclin-dependent kinase-like 4 "	mmu-let-7c-1-3p	-0.16
Zc2hc1b	ENSMUST00000019954.4	"zinc finger, C2HC-type containing 1B "	mmu-let-7c-1-3p	-0.16
Gm9747	ENSMUST00000023262.5	"predicted gene 9747 "	mmu-let-7c-1-3p	-0.16
Pkp4	ENSMUST00000037903.9	"plakophilin 4 "	mmu-let-7c-1-3p	-0.16
Foxc1	ENSMUST00000062292.3	"forkhead box C1 "	mmu-let-7c-1-3p	-0.16
Pex7	ENSMUST00000020182.9	"peroxisomal biogenesis factor 7 "	mmu-let-7c-1-3p	-0.16
Gm9887	ENSMUST00000053451.1	"predicted gene 9887 "	mmu-let-7c-1-3p	-0.16
Tmem106b	ENSMUST00000031556.8	"transmembrane protein 106B "	mmu-let-7c-1-3p	-0.16
Ucp3	ENSMUST00000032958.8	"uncoupling protein 3 (mitochondrial, proton carrier) "	mmu-let-7c-1-3p	-0.16
Arih1	ENSMUST00000171975.2	"ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila) "	mmu-let-7c-1-3p	-0.16
Ift88	ENSMUST00000122063.2	"intraflagellar transport 88 "	mmu-let-7c-1-3p	-0.16
Desi2	ENSMUST00000027783.8	"desumoylating isopeptidase 2 "	mmu-let-7c-1-3p	-0.16
Tacstd2	ENSMUST00000058178.4	"tumor-associated calcium signal transducer 2 "	mmu-let-7c-1-3p	-0.16
Arhgef3	ENSMUST00000049206.5	"Rho guanine nucleotide exchange factor (GEF) 3 "	mmu-let-7c-1-3p	-0.16
Med16	ENSMUST00000105378.3	"mediator complex subunit 16 "	mmu-let-7c-1-3p	-0.16
Ak5	ENSMUST00000045262.6	"adenylate kinase 5 "	mmu-let-7c-1-3p	-0.16
Stmn4	ENSMUST00000118426.2	"stathmin-like 4 "	mmu-let-7c-1-3p	-0.16
Pgrmc2	ENSMUST00000058578.7	"progesterone receptor membrane component 2 "	mmu-let-7c-1-3p	-0.16
