Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Gm16223	ENSMUST00000087332.4	"predicted gene 16223 "	mmu-miR-541-5p	-0.16
Rps6ka4	ENSMUST00000025903.5	"ribosomal protein S6 kinase, polypeptide 4 "	mmu-miR-541-5p	-0.16
Ltbp2	ENSMUST00000002073.7	"latent transforming growth factor beta binding protein 2 "	mmu-miR-541-5p	-0.16
Slc22a23	ENSMUST00000040336.6	"solute carrier family 22, member 23 "	mmu-miR-541-5p	-0.16
Shisa7	ENSMUST00000172377.2	"shisa homolog 7 (Xenopus laevis) "	mmu-miR-541-5p	-0.16
Xrcc2	ENSMUST00000030773.7	"X-ray repair complementing defective repair in Chinese hamster cells 2 "	mmu-miR-541-5p	-0.16
Hipk2	ENSMUST00000161779.2	"homeodomain interacting protein kinase 2 "	mmu-miR-541-5p	-0.16
Abca6	ENSMUST00000044003.8	"ATP-binding cassette, sub-family A (ABC1), member 6 "	mmu-miR-541-5p	-0.16
C2cd2	ENSMUST00000170757.1	"C2 calcium-dependent domain containing 2 "	mmu-miR-541-5p	-0.16
Gabpb2	ENSMUST00000107209.2	"GA repeat binding protein, beta 2 "	mmu-miR-541-5p	-0.16
Nptx2	ENSMUST00000071782.6	"neuronal pentraxin 2 "	mmu-miR-541-5p	-0.16
Gm6337	ENSMUST00000168088.2	"predicted gene 6337 "	mmu-miR-541-5p	-0.15
Ccdc60	ENSMUST00000050178.7	"coiled-coil domain containing 60 "	mmu-miR-541-5p	-0.15
Fmo2	ENSMUST00000045902.7	"flavin containing monooxygenase 2 "	mmu-miR-541-5p	-0.15
Ccdc148	ENSMUST00000077687.5	"coiled-coil domain containing 148 "	mmu-miR-541-5p	-0.15
Gm8281	ENSMUST00000163719.2	"predicted gene, 8281 "	mmu-miR-541-5p	-0.15
1110002L01Rik	ENSMUST00000180149.1	"RIKEN cDNA 1110002L01 gene "	mmu-miR-541-5p	-0.15
Trdn	ENSMUST00000095762.4	"triadin "	mmu-miR-541-5p	-0.15
Rpgrip1l	ENSMUST00000047783.8	"Rpgrip1-like "	mmu-miR-541-5p	-0.15
Anxa9	ENSMUST00000107183.2	"annexin A9 "	mmu-miR-541-5p	-0.15
Tmem82	ENSMUST00000053263.8	"transmembrane protein 82 "	mmu-miR-541-5p	-0.15
Neurog3	ENSMUST00000050103.1	"neurogenin 3 "	mmu-miR-541-5p	-0.15
Nbeal2	ENSMUST00000133191.2	"neurobeachin-like 2 "	mmu-miR-541-5p	-0.15
B430306N03Rik	ENSMUST00000049614.7	"RIKEN cDNA B430306N03 gene "	mmu-miR-541-5p	-0.15
3425401B19Rik	ENSMUST00000096038.3	"RIKEN cDNA 3425401B19 gene "	mmu-miR-541-5p	-0.15
Pcdhb1	ENSMUST00000052366.3	"protocadherin beta 1 "	mmu-miR-541-5p	-0.15
Tmem151a	ENSMUST00000077066.7	"transmembrane protein 151A "	mmu-miR-541-5p	-0.15
Atg9a	ENSMUST00000189702.1	"autophagy related 9A "	mmu-miR-541-5p	-0.15
Gm3248	ENSMUST00000163885.1	"predicted gene 3248 "	mmu-miR-541-5p	-0.15
Adra1d	ENSMUST00000103184.3	"adrenergic receptor, alpha 1d "	mmu-miR-541-5p	-0.15
Tnfaip8l3	ENSMUST00000098760.3	"tumor necrosis factor, alpha-induced protein 8-like 3 "	mmu-miR-541-5p	-0.15
Txlnb	ENSMUST00000037964.6	"taxilin beta "	mmu-miR-541-5p	-0.15
Fnip2	ENSMUST00000076136.5	"folliculin interacting protein 2 "	mmu-miR-541-5p	-0.15
4933427D14Rik	ENSMUST00000108506.3	"RIKEN cDNA 4933427D14 gene "	mmu-miR-541-5p	-0.15
Gm8237	ENSMUST00000164484.2	"predicted gene 8237 "	mmu-miR-541-5p	-0.15
Fam189a1	ENSMUST00000119118.2	"family with sequence similarity 189, member A1 "	mmu-miR-541-5p	-0.15
Csf1	ENSMUST00000118593.2	"colony stimulating factor 1 (macrophage) "	mmu-miR-541-5p	-0.15
Camk1d	ENSMUST00000044009.8	"calcium/calmodulin-dependent protein kinase ID "	mmu-miR-541-5p	-0.15
Parvg	ENSMUST00000163667.1	"parvin, gamma "	mmu-miR-541-5p	-0.15
Zfp687	ENSMUST00000019482.2	"zinc finger protein 687 "	mmu-miR-541-5p	-0.15
Adra1a	ENSMUST00000159365.2	"adrenergic receptor, alpha 1a "	mmu-miR-541-5p	-0.15
3110082I17Rik	ENSMUST00000066052.7	"RIKEN cDNA 3110082I17 gene "	mmu-miR-541-5p	-0.15
Tacstd2	ENSMUST00000058178.4	"tumor-associated calcium signal transducer 2 "	mmu-miR-541-5p	-0.15
Btn1a1	ENSMUST00000041674.8	"butyrophilin, subfamily 1, member A1 "	mmu-miR-541-5p	-0.15
Tle4	ENSMUST00000052011.8	"transducin-like enhancer of split 4, homolog of Drosophila E(spl) "	mmu-miR-541-5p	-0.15
Suv420h2	ENSMUST00000098853.3	"suppressor of variegation 4-20 homolog 2 (Drosophila) "	mmu-miR-541-5p	-0.15
Naa11	ENSMUST00000060265.4	"N(alpha)-acetyltransferase 11, NatA catalytic subunit "	mmu-miR-541-5p	-0.15
Prpf40a	ENSMUST00000076313.7	"PRP40 pre-mRNA processing factor 40 homolog A (yeast) "	mmu-miR-541-5p	-0.15
Gm3752	ENSMUST00000164366.2	"predicted gene 3752 "	mmu-miR-541-5p	-0.15
Ctf1	ENSMUST00000047393.5	"cardiotrophin 1 "	mmu-miR-541-5p	-0.15
Gm6676	ENSMUST00000166493.2	"predicted gene 6676 "	mmu-miR-541-5p	-0.15
Gm16434	ENSMUST00000100888.4	"predicted gene 16434 "	mmu-miR-541-5p	-0.15
Gm10837	ENSMUST00000100294.2	"predicted gene 10837 "	mmu-miR-541-5p	-0.15
Smim3	ENSMUST00000042710.6	"small integral membrane protein 3 "	mmu-miR-541-5p	-0.15
Rab40c	ENSMUST00000167626.2	"Rab40C, member RAS oncogene family "	mmu-miR-541-5p	-0.15
4930555G01Rik	ENSMUST00000112770.2	"RIKEN cDNA 4930555G01 gene "	mmu-miR-541-5p	-0.15
Zkscan1	ENSMUST00000019660.5	"zinc finger with KRAB and SCAN domains 1 "	mmu-miR-541-5p	-0.15
Abcc2	ENSMUST00000026208.5	"ATP-binding cassette, sub-family C (CFTR/MRP), member 2 "	mmu-miR-541-5p	-0.15
Elavl2	ENSMUST00000107110.2	"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B) "	mmu-miR-541-5p	-0.15
Cdk15	ENSMUST00000160662.2	"cyclin-dependent kinase 15 "	mmu-miR-541-5p	-0.15
P2ry2	ENSMUST00000037540.3	"purinergic receptor P2Y, G-protein coupled 2 "	mmu-miR-541-5p	-0.15
Cela1	ENSMUST00000023775.7	"chymotrypsin-like elastase family, member 1 "	mmu-miR-541-5p	-0.15
Nbeal1	ENSMUST00000160834.2	"neurobeachin like 1 "	mmu-miR-541-5p	-0.15
Gm6356	ENSMUST00000166618.1	"predicted gene 6356 "	mmu-miR-541-5p	-0.15
Zfp26	ENSMUST00000159569.2	"zinc finger protein 26 "	mmu-miR-541-5p	-0.15
Ick	ENSMUST00000044551.7	"intestinal cell kinase "	mmu-miR-541-5p	-0.15
Yes1	ENSMUST00000072311.7	"Yamaguchi sarcoma viral (v-yes) oncogene homolog 1 "	mmu-miR-541-5p	-0.15
Elf3	ENSMUST00000003135.8	"E74-like factor 3 "	mmu-miR-541-5p	-0.15
Slc26a8	ENSMUST00000114764.2	"solute carrier family 26, member 8 "	mmu-miR-541-5p	-0.15
Smo	ENSMUST00000001812.4	"smoothened homolog (Drosophila) "	mmu-miR-541-5p	-0.15
Irf4	ENSMUST00000021784.3	"interferon regulatory factor 4 "	mmu-miR-541-5p	-0.15
Xpnpep3	ENSMUST00000041609.5	"X-prolyl aminopeptidase (aminopeptidase P) 3, putative "	mmu-miR-541-5p	-0.15
Ctgf	ENSMUST00000176228.1	"connective tissue growth factor "	mmu-miR-541-5p	-0.15
AA474408	ENSMUST00000098110.2	"expressed sequence AA474408 "	mmu-miR-541-5p	-0.15
Zdhhc21	ENSMUST00000030110.9	"zinc finger, DHHC domain containing 21 "	mmu-miR-541-5p	-0.15
Zfp541	ENSMUST00000108509.1	"zinc finger protein 541 "	mmu-miR-541-5p	-0.15
Prkcg	ENSMUST00000100301.5	"protein kinase C, gamma "	mmu-miR-541-5p	-0.15
Prrc2c	ENSMUST00000182149.2	"proline-rich coiled-coil 2C "	mmu-miR-541-5p	-0.15
Dctn4	ENSMUST00000025505.5	"dynactin 4 "	mmu-miR-541-5p	-0.15
Braf	ENSMUST00000002487.9	"Braf transforming gene "	mmu-miR-541-5p	-0.15
Lrp11	ENSMUST00000130590.2	"low density lipoprotein receptor-related protein 11 "	mmu-miR-541-5p	-0.15
Gpr133	ENSMUST00000056617.8	"G protein-coupled receptor 133 "	mmu-miR-541-5p	-0.14
Gm4894	ENSMUST00000067007.7	"predicted gene 4894 "	mmu-miR-541-5p	-0.14
Gm3099	ENSMUST00000112787.3	"predicted gene 3099 "	mmu-miR-541-5p	-0.14
Srf	ENSMUST00000015749.5	"serum response factor "	mmu-miR-541-5p	-0.14
Rora	ENSMUST00000034766.8	"RAR-related orphan receptor alpha "	mmu-miR-541-5p	-0.14
Agl	ENSMUST00000040603.8	"amylo-1,6-glucosidase, 4-alpha-glucanotransferase "	mmu-miR-541-5p	-0.14
Slc25a36	ENSMUST00000085206.5	"solute carrier family 25, member 36 "	mmu-miR-541-5p	-0.14
Ypel2	ENSMUST00000018571.4	"yippee-like 2 (Drosophila) "	mmu-miR-541-5p	-0.14
Tcf23	ENSMUST00000006818.2	"transcription factor 23 "	mmu-miR-541-5p	-0.14
Ube2f	ENSMUST00000171165.2	"ubiquitin-conjugating enzyme E2F (putative) "	mmu-miR-541-5p	-0.14
Lrrc24	ENSMUST00000036247.8	"leucine rich repeat containing 24 "	mmu-miR-541-5p	-0.14
Slc25a23	ENSMUST00000040280.8	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 "	mmu-miR-541-5p	-0.14
Eif4e	ENSMUST00000029803.7	"eukaryotic translation initiation factor 4E "	mmu-miR-541-5p	-0.14
Ndfip1	ENSMUST00000025293.3	"Nedd4 family interacting protein 1 "	mmu-miR-541-5p	-0.14
C1qtnf1	ENSMUST00000017590.3	"C1q and tumor necrosis factor related protein 1 "	mmu-miR-541-5p	-0.14
Bivm	ENSMUST00000114709.2	"basic, immunoglobulin-like variable motif containing "	mmu-miR-541-5p	-0.14
Gm2244	ENSMUST00000164372.1	"predicted gene 2244 "	mmu-miR-541-5p	-0.14
Tmem62	ENSMUST00000067582.8	"transmembrane protein 62 "	mmu-miR-541-5p	-0.14
Ntng1	ENSMUST00000156177.3	"netrin G1 "	mmu-miR-541-5p	-0.14
4922502D21Rik	ENSMUST00000051283.6	"RIKEN cDNA 4922502D21 gene "	mmu-miR-541-5p	-0.14
Grap2	ENSMUST00000043149.7	"GRB2-related adaptor protein 2 "	mmu-miR-541-5p	-0.14
Ttc34	ENSMUST00000050220.2	"tetratricopeptide repeat domain 34 "	mmu-miR-541-5p	-0.14
Tmem186	ENSMUST00000052505.8	"transmembrane protein 186 "	mmu-miR-541-5p	-0.14
Kdm5d	ENSMUST00000055032.8	"lysine (K)-specific demethylase 5D "	mmu-miR-541-5p	-0.14
Slfn8	ENSMUST00000038141.9	"schlafen 8 "	mmu-miR-541-5p	-0.14
Nckap5l	ENSMUST00000023747.8	"NCK-associated protein 5-like "	mmu-miR-541-5p	-0.14
Nkx3-1	ENSMUST00000022646.8	"NK-3 transcription factor, locus 1 (Drosophila) "	mmu-miR-541-5p	-0.14
2610042L04Rik	ENSMUST00000165466.2	"RIKEN cDNA 2610042L04 gene "	mmu-miR-541-5p	-0.14
Fam107b	ENSMUST00000027965.5	"family with sequence similarity 107, member B "	mmu-miR-541-5p	-0.14
Gpr161	ENSMUST00000178700.2	"G protein-coupled receptor 161 "	mmu-miR-541-5p	-0.14
Slc17a4	ENSMUST00000021769.9	"solute carrier family 17 (sodium phosphate), member 4 "	mmu-miR-541-5p	-0.14
Ncapg2	ENSMUST00000084828.3	"non-SMC condensin II complex, subunit G2 "	mmu-miR-541-5p	-0.14
Cks1brt	ENSMUST00000076896.5	"CDC28 protein kinase 1b, retrogene "	mmu-miR-541-5p	-0.14
Hoxa11	ENSMUST00000048026.9	"homeobox A11 "	mmu-miR-541-5p	-0.14
Gpr63	ENSMUST00000038920.1	"G protein-coupled receptor 63 "	mmu-miR-541-5p	-0.14
Fam71a	ENSMUST00000171798.1	"family with sequence similarity 71, member A "	mmu-miR-541-5p	-0.14
Ttyh3	ENSMUST00000042661.3	"tweety homolog 3 (Drosophila) "	mmu-miR-541-5p	-0.14
Slc17a8	ENSMUST00000020102.8	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8 "	mmu-miR-541-5p	-0.14
Tbc1d19	ENSMUST00000037337.6	"TBC1 domain family, member 19 "	mmu-miR-541-5p	-0.14
Fam168a	ENSMUST00000049053.7	"family with sequence similarity 168, member A "	mmu-miR-541-5p	-0.14
Vps13a	ENSMUST00000068156.6	"vacuolar protein sorting 13A (yeast) "	mmu-miR-541-5p	-0.14
Vwa3b	ENSMUST00000117172.3	"von Willebrand factor A domain containing 3B "	mmu-miR-541-5p	-0.14
Gm10340	ENSMUST00000170790.2	"predicted gene 10340 "	mmu-miR-541-5p	-0.14
Psg29	ENSMUST00000075934.5	"pregnancy-specific glycoprotein 29 "	mmu-miR-541-5p	-0.14
Erbb4	ENSMUST00000119142.2	"v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian) "	mmu-miR-541-5p	-0.14
Bmp15	ENSMUST00000024049.7	"bone morphogenetic protein 15 "	mmu-miR-541-5p	-0.14
Gm2956	ENSMUST00000177786.2	"predicted gene 2956 "	mmu-miR-541-5p	-0.14
Gm3005	ENSMUST00000178728.1	"predicted gene 3005 "	mmu-miR-541-5p	-0.14
Plekhh1	ENSMUST00000039928.5	"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 "	mmu-miR-541-5p	-0.14
Synpo	ENSMUST00000097566.4	"synaptopodin "	mmu-miR-541-5p	-0.14
Gm3591	ENSMUST00000164408.2	"predicted gene 3591 "	mmu-miR-541-5p	-0.14
M5C1000I18Rik	ENSMUST00000068526.6	"RIKEN cDNA M5C1000I18 gene "	mmu-miR-541-5p	-0.14
Klhl26	ENSMUST00000066597.6	"kelch-like 26 "	mmu-miR-541-5p	-0.14
Liph	ENSMUST00000074230.5	"lipase, member H "	mmu-miR-541-5p	-0.14
Gm17509	ENSMUST00000165680.1	"predicted gene, 17509 "	mmu-miR-541-5p	-0.14
Rab11fip3	ENSMUST00000118828.2	"RAB11 family interacting protein 3 (class II) "	mmu-miR-541-5p	-0.14
Trpv2	ENSMUST00000018651.8	"transient receptor potential cation channel, subfamily V, member 2 "	mmu-miR-541-5p	-0.14
Eaf1	ENSMUST00000022446.5	"ELL associated factor 1 "	mmu-miR-541-5p	-0.14
Smarcc2	ENSMUST00000105235.3	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2 "	mmu-miR-541-5p	-0.14
Pkd2	ENSMUST00000086831.3	"polycystic kidney disease 2 "	mmu-miR-541-5p	-0.14
Prkag1	ENSMUST00000168846.1	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit "	mmu-miR-541-5p	-0.14
Tnfsf14	ENSMUST00000005976.6	"tumor necrosis factor (ligand) superfamily, member 14 "	mmu-miR-541-5p	-0.14
Gm8108	ENSMUST00000170207.2	"predicted gene 8108 "	mmu-miR-541-5p	-0.14
Zfp260	ENSMUST00000050735.6	"zinc finger protein 260 "	mmu-miR-541-5p	-0.14
Map3k13	ENSMUST00000042065.6	"mitogen-activated protein kinase kinase kinase 13 "	mmu-miR-541-5p	-0.14
Gm3194	ENSMUST00000180867.2	"predicted gene 3194 "	mmu-miR-541-5p	-0.14
Gm3383	ENSMUST00000112758.4	"predicted gene 3383 "	mmu-miR-541-5p	-0.14
Cebpa	ENSMUST00000042985.9	"CCAAT/enhancer binding protein (C/EBP), alpha "	mmu-miR-541-5p	-0.14
Tirap	ENSMUST00000175765.2	"toll-interleukin 1 receptor (TIR) domain-containing adaptor protein "	mmu-miR-541-5p	-0.14
Prox2	ENSMUST00000177289.3	"prospero homeobox 2 "	mmu-miR-541-5p	-0.14
Lgalsl	ENSMUST00000047028.8	"lectin, galactoside binding-like "	mmu-miR-541-5p	-0.14
Eif5a2	ENSMUST00000060500.7	"eukaryotic translation initiation factor 5A2 "	mmu-miR-541-5p	-0.14
St8sia4	ENSMUST00000043336.5	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 "	mmu-miR-541-5p	-0.14
Asb2	ENSMUST00000021617.8	"ankyrin repeat and SOCS box-containing 2 "	mmu-miR-541-5p	-0.14
Thrb	ENSMUST00000091471.5	"thyroid hormone receptor beta "	mmu-miR-541-5p	-0.14
Gm3468	ENSMUST00000165193.1	"predicted gene 3468 "	mmu-miR-541-5p	-0.14
Zfp9	ENSMUST00000161170.1	"zinc finger protein 9 "	mmu-miR-541-5p	-0.14
Cntnap5c	ENSMUST00000076038.5	"contactin associated protein-like 5C "	mmu-miR-541-5p	-0.14
Gm3252	ENSMUST00000165619.2	"predicted gene 3252 "	mmu-miR-541-5p	-0.14
Dzip1l	ENSMUST00000078367.6	"DAZ interacting protein 1-like "	mmu-miR-541-5p	-0.14
Gm3002	ENSMUST00000170480.2	"predicted gene 3002 "	mmu-miR-541-5p	-0.14
4930562C15Rik	ENSMUST00000100211.4	"RIKEN cDNA 4930562C15 gene "	mmu-miR-541-5p	-0.14
Mapk4	ENSMUST00000159162.1	"mitogen-activated protein kinase 4 "	mmu-miR-541-5p	-0.14
Ap2a2	ENSMUST00000003038.8	"adaptor-related protein complex 2, alpha 2 subunit "	mmu-miR-541-5p	-0.14
Heatr3	ENSMUST00000034079.8	"HEAT repeat containing 3 "	mmu-miR-541-5p	-0.14
Tspan32	ENSMUST00000075172.6	"tetraspanin 32 "	mmu-miR-541-5p	-0.14
Ykt6	ENSMUST00000002818.8	"YKT6 homolog (S. Cerevisiae) "	mmu-miR-541-5p	-0.14
Adal	ENSMUST00000028702.4	"adenosine deaminase-like "	mmu-miR-541-5p	-0.13
D19Bwg1357e	ENSMUST00000076219.4	"DNA segment, Chr 19, Brigham & Women's Genetics 1357 expressed "	mmu-miR-541-5p	-0.13
Ppp2r1b	ENSMUST00000114437.3	"protein phosphatase 2, regulatory subunit A, beta "	mmu-miR-541-5p	-0.13
Gm5796	ENSMUST00000096184.4	"predicted gene 5796 "	mmu-miR-541-5p	-0.13
Esyt3	ENSMUST00000042158.7	"extended synaptotagmin-like protein 3 "	mmu-miR-541-5p	-0.13
Ccnt1	ENSMUST00000169707.2	"cyclin T1 "	mmu-miR-541-5p	-0.13
Cldn12	ENSMUST00000179804.2	"claudin 12 "	mmu-miR-541-5p	-0.13
Heatr2	ENSMUST00000026975.6	"HEAT repeat containing 2 "	mmu-miR-541-5p	-0.13
Nfia	ENSMUST00000092532.7	"nuclear factor I/A "	mmu-miR-541-5p	-0.13
Cntnap5a	ENSMUST00000043725.8	"contactin associated protein-like 5A "	mmu-miR-541-5p	-0.13
Oasl2	ENSMUST00000031542.9	"2'-5' oligoadenylate synthetase-like 2 "	mmu-miR-541-5p	-0.13
Scarf1	ENSMUST00000118243.1	"scavenger receptor class F, member 1 "	mmu-miR-541-5p	-0.13
Alkbh1	ENSMUST00000162961.2	"alkB, alkylation repair homolog 1 (E. coli) "	mmu-miR-541-5p	-0.13
Rorc	ENSMUST00000107292.2	"RAR-related orphan receptor gamma "	mmu-miR-541-5p	-0.13
Gm20708	ENSMUST00000132298.1	"predicted gene 20708 "	mmu-miR-541-5p	-0.13
Adcy6	ENSMUST00000096224.4	"adenylate cyclase 6 "	mmu-miR-541-5p	-0.13
Zfp661	ENSMUST00000110366.2	"zinc finger protein 661 "	mmu-miR-541-5p	-0.13
Gm16401	ENSMUST00000072800.4	"predicted gene 16401 "	mmu-miR-541-5p	-0.13
Zfp467	ENSMUST00000114559.2	"zinc finger protein 467 "	mmu-miR-541-5p	-0.13
Gm14698	ENSMUST00000096420.2	"predicted gene 14698 "	mmu-miR-541-5p	-0.13
Ttf2	ENSMUST00000076941.6	"transcription termination factor, RNA polymerase II "	mmu-miR-541-5p	-0.13
Esyt2	ENSMUST00000100986.2	"extended synaptotagmin-like protein 2 "	mmu-miR-541-5p	-0.13
Aen	ENSMUST00000107425.2	"apoptosis enhancing nuclease "	mmu-miR-541-5p	-0.13
Cpne3	ENSMUST00000029885.4	"copine III "	mmu-miR-541-5p	-0.13
Ets1	ENSMUST00000184887.1	"E26 avian leukemia oncogene 1, 5' domain "	mmu-miR-541-5p	-0.13
Klhl24	ENSMUST00000023509.3	"kelch-like 24 "	mmu-miR-541-5p	-0.13
Entpd3	ENSMUST00000047687.7	"ectonucleoside triphosphate diphosphohydrolase 3 "	mmu-miR-541-5p	-0.13
Sept11	ENSMUST00000074733.7	"septin 11 "	mmu-miR-541-5p	-0.13
Brpf3	ENSMUST00000004985.9	"bromodomain and PHD finger containing, 3 "	mmu-miR-541-5p	-0.13
Rps6ka2	ENSMUST00000024575.6	"ribosomal protein S6 kinase, polypeptide 2 "	mmu-miR-541-5p	-0.13
Fhdc1	ENSMUST00000091002.2	"FH2 domain containing 1 "	mmu-miR-541-5p	-0.13
Ppp1r3a	ENSMUST00000045096.4	"protein phosphatase 1, regulatory (inhibitor) subunit 3A "	mmu-miR-541-5p	-0.13
Arhgap26	ENSMUST00000097593.3	"Rho GTPase activating protein 26 "	mmu-miR-541-5p	-0.13
Dcaf12	ENSMUST00000030145.8	"DDB1 and CUL4 associated factor 12 "	mmu-miR-541-5p	-0.13
Zbtb21	ENSMUST00000113734.3	"zinc finger and BTB domain containing 21 "	mmu-miR-541-5p	-0.13
Zik1	ENSMUST00000032551.7	"zinc finger protein interacting with K protein 1 "	mmu-miR-541-5p	-0.13
Lrrc10b	ENSMUST00000171400.2	"leucine rich repeat containing 10B "	mmu-miR-541-5p	-0.13
Elk4	ENSMUST00000086556.6	"ELK4, member of ETS oncogene family "	mmu-miR-541-5p	-0.13
Glp2r	ENSMUST00000051765.8	"glucagon-like peptide 2 receptor "	mmu-miR-541-5p	-0.13
Plekha8	ENSMUST00000119706.2	"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 "	mmu-miR-541-5p	-0.13
Vps13b	ENSMUST00000048646.7	"vacuolar protein sorting 13B (yeast) "	mmu-miR-541-5p	-0.13
Psd3	ENSMUST00000038959.10	"pleckstrin and Sec7 domain containing 3 "	mmu-miR-541-5p	-0.13
Snx27	ENSMUST00000029783.10	"sorting nexin family member 27 "	mmu-miR-541-5p	-0.13
Ankmy2	ENSMUST00000041640.3	"ankyrin repeat and MYND domain containing 2 "	mmu-miR-541-5p	-0.13
Epb4.1l1	ENSMUST00000103137.4	"erythrocyte protein band 4.1-like 1 "	mmu-miR-541-5p	-0.13
4933414I15Rik	ENSMUST00000109123.1	"RIKEN cDNA 4933414I15 gene "	mmu-miR-541-5p	-0.13
Ikzf1	ENSMUST00000076700.5	"IKAROS family zinc finger 1 "	mmu-miR-541-5p	-0.13
A530084C06Rik	ENSMUST00000170573.1	"RIKEN cDNA A530084C06 gene "	mmu-miR-541-5p	-0.13
Chmp3	ENSMUST00000059462.6	"charged multivesicular body protein 3 "	mmu-miR-541-5p	-0.13
Gm8050	ENSMUST00000171987.1	"predicted gene 8050 "	mmu-miR-541-5p	-0.13
Bcl7c	ENSMUST00000106282.2	"B cell CLL/lymphoma 7C "	mmu-miR-541-5p	-0.13
Atp1b4	ENSMUST00000016471.3	"ATPase, (Na+)/K+ transporting, beta 4 polypeptide "	mmu-miR-541-5p	-0.13
Trim71	ENSMUST00000111816.2	"tripartite motif-containing 71 "	mmu-miR-541-5p	-0.13
A230046K03Rik	ENSMUST00000038388.5	"RIKEN cDNA A230046K03 gene "	mmu-miR-541-5p	-0.13
Rslcan18	ENSMUST00000091526.3	"regulator of sex-limitation candidate 18 "	mmu-miR-541-5p	-0.13
Ppig	ENSMUST00000090858.4	"peptidyl-prolyl isomerase G (cyclophilin G) "	mmu-miR-541-5p	-0.13
Smad9	ENSMUST00000029371.2	"SMAD family member 9 "	mmu-miR-541-5p	-0.13
Gnrhr	ENSMUST00000113372.1	"gonadotropin releasing hormone receptor "	mmu-miR-541-5p	-0.13
Slc6a20a	ENSMUST00000040960.7	"solute carrier family 6 (neurotransmitter transporter), member 20A "	mmu-miR-541-5p	-0.13
Trp53inp2	ENSMUST00000043237.8	"transformation related protein 53 inducible nuclear protein 2 "	mmu-miR-541-5p	-0.13
Mon1b	ENSMUST00000179926.2	"MON1 homolog b (yeast) "	mmu-miR-541-5p	-0.13
Tacr3	ENSMUST00000029822.4	"tachykinin receptor 3 "	mmu-miR-541-5p	-0.13
Pnma3	ENSMUST00000060418.7	"paraneoplastic antigen MA3 "	mmu-miR-541-5p	-0.13
Styx	ENSMUST00000111835.2	"serine/threonine/tyrosine interaction protein "	mmu-miR-541-5p	-0.13
Gm5096	ENSMUST00000091776.5	"predicted gene 5096 "	mmu-miR-541-5p	-0.13
Wnk1	ENSMUST00000060043.7	"WNK lysine deficient protein kinase 1 "	mmu-miR-541-5p	-0.13
Nyx	ENSMUST00000050434.5	"nyctalopin "	mmu-miR-541-5p	-0.13
Pank3	ENSMUST00000018990.7	"pantothenate kinase 3 "	mmu-miR-541-5p	-0.13
Unk	ENSMUST00000021116.6	"unkempt homolog (Drosophila) "	mmu-miR-541-5p	-0.13
Fam65b	ENSMUST00000110383.2	"family with sequence similarity 65, member B "	mmu-miR-541-5p	-0.13
Cd274	ENSMUST00000016640.7	"CD274 antigen "	mmu-miR-541-5p	-0.13
Ints6	ENSMUST00000053959.6	"integrator complex subunit 6 "	mmu-miR-541-5p	-0.13
Cyp7a1	ENSMUST00000029905.1	"cytochrome P450, family 7, subfamily a, polypeptide 1 "	mmu-miR-541-5p	-0.13
Trub1	ENSMUST00000026072.3	"TruB pseudouridine (psi) synthase homolog 1 (E. coli) "	mmu-miR-541-5p	-0.13
Gm3629	ENSMUST00000171706.1	"predicted gene 3629 "	mmu-miR-541-5p	-0.13
Sebox	ENSMUST00000125670.2	"SEBOX homeobox "	mmu-miR-541-5p	-0.13
Relt	ENSMUST00000008462.4	"RELT tumor necrosis factor receptor "	mmu-miR-541-5p	-0.13
Dmbx1	ENSMUST00000064806.7	"diencephalon/mesencephalon homeobox 1 "	mmu-miR-541-5p	-0.13
Gm3739	ENSMUST00000165744.1	"predicted gene 3739 "	mmu-miR-541-5p	-0.13
Pom121	ENSMUST00000111171.3	"nuclear pore membrane protein 121 "	mmu-miR-541-5p	-0.13
Slc16a2	ENSMUST00000042664.6	"solute carrier family 16 (monocarboxylic acid transporters), member 2 "	mmu-miR-541-5p	-0.13
Ago4	ENSMUST00000084289.4	"argonaute RISC catalytic subunit 4 "	mmu-miR-541-5p	-0.13
Rgma	ENSMUST00000094312.6	"repulsive guidance molecule family member A "	mmu-miR-541-5p	-0.12
Sec61g	ENSMUST00000109643.2	"SEC61, gamma subunit "	mmu-miR-541-5p	-0.12
Aldh1l2	ENSMUST00000020497.8	"aldehyde dehydrogenase 1 family, member L2 "	mmu-miR-541-5p	-0.12
Gtdc1	ENSMUST00000112810.2	"glycosyltransferase-like domain containing 1 "	mmu-miR-541-5p	-0.12
Dnm3	ENSMUST00000086074.6	"dynamin 3 "	mmu-miR-541-5p	-0.12
Kctd2	ENSMUST00000106533.2	"potassium channel tetramerisation domain containing 2 "	mmu-miR-541-5p	-0.12
