Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Dtna	ENSMUST00000115832.2	"dystrobrevin alpha "	mmu-miR-183-5p	-0.20
Ppp1r14b	ENSMUST00000070850.6	"protein phosphatase 1, regulatory (inhibitor) subunit 14B "	mmu-miR-183-5p	-0.19
Col25a1	ENSMUST00000080335.5	"collagen, type XXV, alpha 1 "	mmu-miR-183-5p	-0.19
Slc8a2	ENSMUST00000168693.1	"solute carrier family 8 (sodium/calcium exchanger), member 2 "	mmu-miR-183-5p	-0.18
Nck2	ENSMUST00000086421.5	"non-catalytic region of tyrosine kinase adaptor protein 2 "	mmu-miR-183-5p	-0.18
Adcy6	ENSMUST00000096224.4	"adenylate cyclase 6 "	mmu-miR-183-5p	-0.18
Faxc	ENSMUST00000029908.7	"failed axon connections homolog (Drosophila) "	mmu-miR-183-5p	-0.18
Hsph1	ENSMUST00000074846.8	"heat shock 105kDa/110kDa protein 1 "	mmu-miR-183-5p	-0.18
Ctdsp1	ENSMUST00000027367.8	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 "	mmu-miR-183-5p	-0.18
Sept7	ENSMUST00000115272.3	"septin 7 "	mmu-miR-183-5p	-0.18
Arid4b	ENSMUST00000039538.9	"AT rich interactive domain 4B (RBP1-like) "	mmu-miR-183-5p	-0.18
Apoo	ENSMUST00000113897.3	"apolipoprotein O "	mmu-miR-183-5p	-0.18
Prkca	ENSMUST00000059595.5	"protein kinase C, alpha "	mmu-miR-183-5p	-0.18
Scn3a	ENSMUST00000066432.6	"sodium channel, voltage-gated, type III, alpha "	mmu-miR-183-5p	-0.18
Usp2	ENSMUST00000034508.8	"ubiquitin specific peptidase 2 "	mmu-miR-183-5p	-0.17
Khdrbs2	ENSMUST00000027226.6	"KH domain containing, RNA binding, signal transduction associated 2 "	mmu-miR-183-5p	-0.17
Rhob	ENSMUST00000067384.4	"ras homolog gene family, member B "	mmu-miR-183-5p	-0.17
Rbmx	ENSMUST00000098470.3	"RNA binding motif protein, X chromosome "	mmu-miR-183-5p	-0.17
Nr4a3	ENSMUST00000030025.4	"nuclear receptor subfamily 4, group A, member 3 "	mmu-miR-183-5p	-0.17
Sgms1	ENSMUST00000099514.4	"sphingomyelin synthase 1 "	mmu-miR-183-5p	-0.17
Hlf	ENSMUST00000004051.7	"hepatic leukemia factor "	mmu-miR-183-5p	-0.17
Sncb	ENSMUST00000036825.8	"synuclein, beta "	mmu-miR-183-5p	-0.17
Med1	ENSMUST00000107545.3	"mediator complex subunit 1 "	mmu-miR-183-5p	-0.17
Zic3	ENSMUST00000088627.5	"zinc finger protein of the cerebellum 3 "	mmu-miR-183-5p	-0.17
Prdm5	ENSMUST00000172638.1	"PR domain containing 5 "	mmu-miR-183-5p	-0.17
Mapkapk2	ENSMUST00000016672.5	"MAP kinase-activated protein kinase 2 "	mmu-miR-183-5p	-0.17
Runx1t1	ENSMUST00000006761.4	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related) "	mmu-miR-183-5p	-0.16
Abca1	ENSMUST00000030010.3	"ATP-binding cassette, sub-family A (ABC1), member 1 "	mmu-miR-183-5p	-0.16
Ythdf3	ENSMUST00000108345.3	"YTH domain family 3 "	mmu-miR-183-5p	-0.16
Prune2	ENSMUST00000087689.4	"prune homolog 2 (Drosophila) "	mmu-miR-183-5p	-0.16
Socs6	ENSMUST00000070116.6	"suppressor of cytokine signaling 6 "	mmu-miR-183-5p	-0.16
Pvrl3	ENSMUST00000023334.9	"poliovirus receptor-related 3 "	mmu-miR-183-5p	-0.15
Auts2	ENSMUST00000161804.2	"autism susceptibility candidate 2 "	mmu-miR-183-5p	-0.15
Tiam1	ENSMUST00000114122.2	"T cell lymphoma invasion and metastasis 1 "	mmu-miR-183-5p	-0.15
Snx30	ENSMUST00000030080.6	"sorting nexin family member 30 "	mmu-miR-183-5p	-0.15
Pja2	ENSMUST00000172818.2	"praja 2, RING-H2 motif containing "	mmu-miR-183-5p	-0.15
Rimbp2	ENSMUST00000111346.1	"RIMS binding protein 2 "	mmu-miR-183-5p	-0.15
Klhl3	ENSMUST00000160860.2	"kelch-like 3 "	mmu-miR-183-5p	-0.15
Tle4	ENSMUST00000052011.8	"transducin-like enhancer of split 4, homolog of Drosophila E(spl) "	mmu-miR-183-5p	-0.15
Rock1	ENSMUST00000067947.5	"Rho-associated coiled-coil containing protein kinase 1 "	mmu-miR-183-5p	-0.15
9330151L19Rik	ENSMUST00000181850.1	"RIKEN cDNA 9330151L19 gene "	mmu-miR-183-5p	-0.14
Tcf12	ENSMUST00000183404.2	"transcription factor 12 "	mmu-miR-183-5p	-0.14
Ccdc176	ENSMUST00000081828.7	"coiled-coil domain containing 176 "	mmu-miR-183-5p	-0.14
Epb4.1l5	ENSMUST00000191046.1	"erythrocyte protein band 4.1-like 5 "	mmu-miR-183-5p	-0.14
Eml4	ENSMUST00000096766.5	"echinoderm microtubule associated protein like 4 "	mmu-miR-183-5p	-0.14
Nckap1	ENSMUST00000028386.6	"NCK-associated protein 1 "	mmu-miR-183-5p	-0.14
Celsr3	ENSMUST00000024238.5	"cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila) "	mmu-miR-183-5p	-0.14
Bcl6	ENSMUST00000023151.5	"B cell leukemia/lymphoma 6 "	mmu-miR-183-5p	-0.14
Gatad2b	ENSMUST00000049382.4	"GATA zinc finger domain containing 2B "	mmu-miR-183-5p	-0.14
Mecom	ENSMUST00000166001.2	"MDS1 and EVI1 complex locus "	mmu-miR-183-5p	-0.14
Map4k5	ENSMUST00000110567.2	"mitogen-activated protein kinase kinase kinase kinase 5 "	mmu-miR-183-5p	-0.14
Zbtb34	ENSMUST00000113158.2	"zinc finger and BTB domain containing 34 "	mmu-miR-183-5p	-0.13
Atrn	ENSMUST00000028781.8	"attractin "	mmu-miR-183-5p	-0.13
Pde3a	ENSMUST00000043259.8	"phosphodiesterase 3A, cGMP inhibited "	mmu-miR-183-5p	-0.13
Kpna4	ENSMUST00000029353.3	"karyopherin (importin) alpha 4 "	mmu-miR-183-5p	-0.13
Kank1	ENSMUST00000049400.9	"KN motif and ankyrin repeat domains 1 "	mmu-miR-183-5p	-0.13
Fndc3b	ENSMUST00000046157.4	"fibronectin type III domain containing 3B "	mmu-miR-183-5p	-0.13
Cdyl2	ENSMUST00000109102.2	"chromodomain protein, Y chromosome-like 2 "	mmu-miR-183-5p	-0.13
Zfp592	ENSMUST00000107353.2	"zinc finger protein 592 "	mmu-miR-183-5p	-0.13
Pgrmc2	ENSMUST00000058578.7	"progesterone receptor membrane component 2 "	mmu-miR-183-5p	-0.13
Med12l	ENSMUST00000040325.8	"mediator complex subunit 12-like "	mmu-miR-183-5p	-0.12
Sobp	ENSMUST00000040275.8	"sine oculis-binding protein homolog (Drosophila) "	mmu-miR-183-5p	-0.12
Ptch1	ENSMUST00000021921.5	"patched homolog 1 "	mmu-miR-183-5p	-0.12
Mark2	ENSMUST00000032557.9	"MAP/microtubule affinity-regulating kinase 2 "	mmu-miR-183-5p	-0.12
Csmd1	ENSMUST00000082104.6	"CUB and Sushi multiple domains 1 "	mmu-miR-183-5p	-0.12
Rab21	ENSMUST00000020343.7	"RAB21, member RAS oncogene family "	mmu-miR-183-5p	-0.12
Ctsb	ENSMUST00000006235.7	"cathepsin B "	mmu-miR-183-5p	-0.11
Mef2a	ENSMUST00000156690.2	"myocyte enhancer factor 2A "	mmu-miR-183-5p	-0.11
Fam78b	ENSMUST00000165874.2	"family with sequence similarity 78, member B "	mmu-miR-183-5p	-0.11
Ccnd2	ENSMUST00000000188.8	"cyclin D2 "	mmu-miR-183-5p	-0.11
Msantd3	ENSMUST00000107704.1	"Myb/SANT-like DNA-binding domain containing 3 "	mmu-miR-183-5p	-0.11
Naa30	ENSMUST00000037362.5	"N(alpha)-acetyltransferase 30, NatC catalytic subunit "	mmu-miR-183-5p	-0.11
Plxna4	ENSMUST00000115096.3	"plexin A4 "	mmu-miR-183-5p	-0.11
Kctd15	ENSMUST00000108069.2	"potassium channel tetramerisation domain containing 15 "	mmu-miR-183-5p	-0.11
Csnk1g1	ENSMUST00000034949.4	"casein kinase 1, gamma 1 "	mmu-miR-183-5p	-0.11
Lnpep	ENSMUST00000041047.2	"leucyl/cystinyl aminopeptidase "	mmu-miR-183-5p	-0.11
Prr13	ENSMUST00000023810.6	"proline rich 13 "	mmu-miR-183-5p	-0.11
Zfp207	ENSMUST00000188489.1	"zinc finger protein 207 "	mmu-miR-183-5p	-0.11
Rap2c	ENSMUST00000053593.7	"RAP2C, member of RAS oncogene family "	mmu-miR-183-5p	-0.10
Ick	ENSMUST00000044551.7	"intestinal cell kinase "	mmu-miR-183-5p	-0.10
Gramd1b	ENSMUST00000121357.2	"GRAM domain containing 1B "	mmu-miR-183-5p	-0.10
Zfp609	ENSMUST00000159109.1	"zinc finger protein 609 "	mmu-miR-183-5p	-0.10
Zfp292	ENSMUST00000098163.3	"zinc finger protein 292 "	mmu-miR-183-5p	-0.10
Aff4	ENSMUST00000060945.6	"AF4/FMR2 family, member 4 "	mmu-miR-183-5p	-0.10
Pknox2	ENSMUST00000177218.2	"Pbx/knotted 1 homeobox 2 "	mmu-miR-183-5p	-0.10
Tsc1	ENSMUST00000028155.6	"tuberous sclerosis 1 "	mmu-miR-183-5p	-0.10
Rnf157	ENSMUST00000100202.4	"ring finger protein 157 "	mmu-miR-183-5p	-0.10
Fgf9	ENSMUST00000165526.2	"fibroblast growth factor 9 "	mmu-miR-183-5p	-0.10
Rreb1	ENSMUST00000128570.2	"ras responsive element binding protein 1 "	mmu-miR-183-5p	-0.09
Ccdc14	ENSMUST00000023532.6	"coiled-coil domain containing 14 "	mmu-miR-183-5p	-0.09
Scyl2	ENSMUST00000174252.2	"SCY1-like 2 (S. cerevisiae) "	mmu-miR-183-5p	-0.09
Insr	ENSMUST00000091291.4	"insulin receptor "	mmu-miR-183-5p	-0.09
Plcxd3	ENSMUST00000061925.4	"phosphatidylinositol-specific phospholipase C, X domain containing 3 "	mmu-miR-183-5p	-0.09
Cux1	ENSMUST00000004097.10	"cut-like homeobox 1 "	mmu-miR-183-5p	-0.09
Sema3e	ENSMUST00000073957.6	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E "	mmu-miR-183-5p	-0.08
Nufip2	ENSMUST00000100802.5	"nuclear fragile X mental retardation protein interacting protein 2 "	mmu-miR-183-5p	-0.08
Acvr2a	ENSMUST00000063886.3	"activin receptor IIA "	mmu-miR-183-5p	-0.08
Tox4	ENSMUST00000022766.6	"TOX high mobility group box family member 4 "	mmu-miR-183-5p	-0.08
Sar1a	ENSMUST00000020285.8	"SAR1 gene homolog A (S. cerevisiae) "	mmu-miR-183-5p	-0.08
Myo1b	ENSMUST00000046390.8	"myosin IB "	mmu-miR-183-5p	-0.07
Lrrc4c	ENSMUST00000135431.2	"leucine rich repeat containing 4C "	mmu-miR-183-5p	-0.07
Lsm11	ENSMUST00000129820.2	"U7 snRNP-specific Sm-like protein LSM11 "	mmu-miR-183-5p	-0.07
Abhd13	ENSMUST00000139793.2	"abhydrolase domain containing 13 "	mmu-miR-183-5p	-0.07
Lrrc58	ENSMUST00000078717.6	"leucine rich repeat containing 58 "	mmu-miR-183-5p	-0.07
Srsf11	ENSMUST00000121326.2	"serine/arginine-rich splicing factor 11 "	mmu-miR-183-5p	-0.07
Xpr1	ENSMUST00000027741.6	"xenotropic and polytropic retrovirus receptor 1 "	mmu-miR-183-5p	-0.07
Dock4	ENSMUST00000037488.6	"dedicator of cytokinesis 4 "	mmu-miR-183-5p	-0.06
Tmem170	ENSMUST00000034431.1	"transmembrane protein 170 "	mmu-miR-183-5p	-0.06
Eif4a2	ENSMUST00000077605.6	"eukaryotic translation initiation factor 4A2 "	mmu-miR-183-5p	-0.06
Mkl2	ENSMUST00000149359.1	"MKL/myocardin-like 2 "	mmu-miR-183-5p	-0.06
Rpia	ENSMUST00000066134.5	"ribose 5-phosphate isomerase A "	mmu-miR-183-5p	-0.06
Thsd7a	ENSMUST00000046121.7	"thrombospondin, type I, domain containing 7A "	mmu-miR-183-5p	-0.06
Gnb1	ENSMUST00000165335.2	"guanine nucleotide binding protein (G protein), beta 1 "	mmu-miR-183-5p	-0.05
Sppl2a	ENSMUST00000028844.5	"signal peptide peptidase like 2A "	mmu-miR-183-5p	-0.05
Rsf1	ENSMUST00000042399.8	"remodeling and spacing factor 1 "	mmu-miR-183-5p	-0.05
Bmi1	ENSMUST00000028071.7	"Bmi1 polycomb ring finger oncogene "	mmu-miR-183-5p	-0.05
Tet1	ENSMUST00000050826.8	"tet methylcytosine dioxygenase 1 "	mmu-miR-183-5p	-0.05
4932411E22Rik	ENSMUST00000050983.1	"RIKEN cDNA 4932411E22 gene "	mmu-miR-183-5p	-0.05
Bcl11b	ENSMUST00000066060.5	"B cell leukemia/lymphoma 11B "	mmu-miR-183-5p	-0.05
Fbxl2	ENSMUST00000035090.8	"F-box and leucine-rich repeat protein 2 "	mmu-miR-183-5p	-0.04
Gria1	ENSMUST00000036315.10	"glutamate receptor, ionotropic, AMPA1 (alpha 1) "	mmu-miR-183-5p	-0.04
Ocln	ENSMUST00000069756.5	"occludin "	mmu-miR-183-5p	-0.04
Aak1	ENSMUST00000089519.7	"AP2 associated kinase 1 "	mmu-miR-183-5p	-0.04
Bnc2	ENSMUST00000176612.2	"basonuclin 2 "	mmu-miR-183-5p	-0.04
Arpp19	ENSMUST00000169492.2	"cAMP-regulated phosphoprotein 19 "	mmu-miR-183-5p	-0.04
Nefl	ENSMUST00000022639.7	"neurofilament, light polypeptide "	mmu-miR-183-5p	-0.04
Dgkh	ENSMUST00000074729.5	"diacylglycerol kinase, eta "	mmu-miR-183-5p	-0.04
Faf2	ENSMUST00000126071.2	"Fas associated factor family member 2 "	mmu-miR-183-5p	-0.03
Cetn2	ENSMUST00000114551.4	"centrin 2 "	mmu-miR-183-5p	-0.03
Erp44	ENSMUST00000030028.4	"endoplasmic reticulum protein 44 "	mmu-miR-183-5p	-0.03
Smim14	ENSMUST00000139122.2	"small integral membrane protein 14 "	mmu-miR-183-5p	-0.03
Med13	ENSMUST00000043624.8	"mediator complex subunit 13 "	mmu-miR-183-5p	-0.03
Ankrd28	ENSMUST00000014640.7	"ankyrin repeat domain 28 "	mmu-miR-183-5p	-0.03
Pcif1	ENSMUST00000041643.3	"PDX1 C-terminal inhibiting factor 1 "	mmu-miR-183-5p	-0.03
Tnrc6b	ENSMUST00000067689.7	"trinucleotide repeat containing 6b "	mmu-miR-183-5p	-0.03
Msi2	ENSMUST00000107909.2	"musashi RNA-binding protein 2 "	mmu-miR-183-5p	-0.03
Cand1	ENSMUST00000020315.7	"cullin associated and neddylation disassociated 1 "	mmu-miR-183-5p	-0.02
Vps37a	ENSMUST00000098817.2	"vacuolar protein sorting 37A (yeast) "	mmu-miR-183-5p	-0.02
Sdpr	ENSMUST00000051572.7	"serum deprivation response "	mmu-miR-183-5p	-0.02
Myt1l	ENSMUST00000049784.10	"myelin transcription factor 1-like "	mmu-miR-183-5p	-0.02
Mdm4	ENSMUST00000188090.1	"transformed mouse 3T3 cell double minute 4 "	mmu-miR-183-5p	-0.02
Cenpm	ENSMUST00000089157.4	"centromere protein M "	mmu-miR-183-5p	-0.02
Ntng1	ENSMUST00000156177.3	"netrin G1 "	mmu-miR-183-5p	-0.02
Unc5c	ENSMUST00000106236.3	"unc-5 homolog C (C. elegans) "	mmu-miR-183-5p	-0.02
Kif2a	ENSMUST00000022204.10	"kinesin family member 2A "	mmu-miR-183-5p	-0.02
Caln1	ENSMUST00000111288.2	"calneuron 1 "	mmu-miR-183-5p	-0.01
Htr2a	ENSMUST00000036653.3	"5-hydroxytryptamine (serotonin) receptor 2A "	mmu-miR-183-5p	-0.01
Fign	ENSMUST00000131615.3	"fidgetin "	mmu-miR-183-5p	-0.01
Snx13	ENSMUST00000048519.10	"sorting nexin 13 "	mmu-miR-183-5p	-0.01
Fem1c	ENSMUST00000036226.5	"fem-1 homolog c (C.elegans) "	mmu-miR-183-5p	-0.01
Vmac	ENSMUST00000164907.1	"vimentin-type intermediate filament associated coiled-coil protein "	mmu-miR-183-5p	-0.01
Paip2	ENSMUST00000041314.9	"polyadenylate-binding protein-interacting protein 2 "	mmu-miR-183-5p	-0.01
Slc39a5	ENSMUST00000042666.6	"solute carrier family 39 (metal ion transporter), member 5 "	mmu-miR-183-5p	-0.01
Scn2a1	ENSMUST00000028377.8	"sodium channel, voltage-gated, type II, alpha 1 "	mmu-miR-183-5p	-0.01
Cpeb2	ENSMUST00000169035.2	"cytoplasmic polyadenylation element binding protein 2 "	mmu-miR-183-5p	-0.01
Hoxb4	ENSMUST00000049241.8	"homeobox B4 "	mmu-miR-183-5p	-0.01
Rufy2	ENSMUST00000119567.2	"RUN and FYVE domain-containing 2 "	mmu-miR-183-5p	-0.01
Strbp	ENSMUST00000028279.4	"spermatid perinuclear RNA binding protein "	mmu-miR-183-5p	-0.01
Pgm3	ENSMUST00000070064.5	"phosphoglucomutase 3 "	mmu-miR-183-5p	0
Leap2	ENSMUST00000036045.5	"liver-expressed antimicrobial peptide 2 "	mmu-miR-183-5p	0
Grin2a	ENSMUST00000115835.2	"glutamate receptor, ionotropic, NMDA2A (epsilon 1) "	mmu-miR-183-5p	0
Ttc19	ENSMUST00000050646.7	"tetratricopeptide repeat domain 19 "	mmu-miR-183-5p	0
Hn1	ENSMUST00000021083.6	"hematological and neurological expressed sequence 1 "	mmu-miR-183-5p	0
Pigx	ENSMUST00000189013.1	"phosphatidylinositol glycan anchor biosynthesis, class X "	mmu-miR-183-5p	0
Aktip	ENSMUST00000120349.2	"thymoma viral proto-oncogene 1 interacting protein "	mmu-miR-183-5p	0
Irx2	ENSMUST00000074372.5	"Iroquois related homeobox 2 (Drosophila) "	mmu-miR-183-5p	0
Tmem53	ENSMUST00000106434.2	"transmembrane protein 53 "	mmu-miR-183-5p	0
Gm16039	ENSMUST00000162034.2	"predicted gene 16039 "	mmu-miR-183-5p	0
Zfp142	ENSMUST00000113737.2	"zinc finger protein 142 "	mmu-miR-183-5p	0
Palm2	ENSMUST00000102905.2	"paralemmin 2 "	mmu-miR-183-5p	0
Pink1	ENSMUST00000105816.2	"PTEN induced putative kinase 1 "	mmu-miR-183-5p	0
