Target gene	Representative transcript	Gene name	Representative miRNA	Cumulative weighted context++ score
Oas1a	ENSMUST00000080322.7	"2'-5' oligoadenylate synthetase 1A "	mmu-miR-466i-3p	-0.18
4930539E08Rik	ENSMUST00000062357.4	"RIKEN cDNA 4930539E08 gene "	mmu-miR-466i-3p	-0.17
Pip4k2a	ENSMUST00000006912.6	"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha "	mmu-miR-466i-3p	-0.17
C2cd5	ENSMUST00000111758.3	"C2 calcium-dependent domain containing 5 "	mmu-miR-466i-3p	-0.17
Neto2	ENSMUST00000109686.3	"neuropilin (NRP) and tolloid (TLL)-like 2 "	mmu-miR-466i-3p	-0.17
9930021J03Rik	ENSMUST00000177155.2	"RIKEN cDNA 9930021J03 gene "	mmu-miR-466i-3p	-0.17
Mtfmt	ENSMUST00000074792.6	"mitochondrial methionyl-tRNA formyltransferase "	mmu-miR-466i-3p	-0.17
Rtca	ENSMUST00000000348.9	"RNA 3'-terminal phosphate cyclase "	mmu-miR-466i-3p	-0.17
Glt28d2	ENSMUST00000033643.5	"glycosyltransferase 28 domain containing 2 "	mmu-miR-466i-3p	-0.17
Als2cr11	ENSMUST00000097080.3	"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11 (human) "	mmu-miR-466i-3p	-0.17
Fam206a	ENSMUST00000045368.6	"family with sequence similarity 206, member A "	mmu-miR-466i-3p	-0.17
Flt1	ENSMUST00000031653.6	"FMS-like tyrosine kinase 1 "	mmu-miR-466i-3p	-0.17
D230025D16Rik	ENSMUST00000034361.4	"RIKEN cDNA D230025D16 gene "	mmu-miR-466i-3p	-0.17
Rps14	ENSMUST00000025511.4	"ribosomal protein S14 "	mmu-miR-466i-3p	-0.17
Dcp1a	ENSMUST00000022535.7	"DCP1 decapping enzyme homolog A (S. cerevisiae) "	mmu-miR-466i-3p	-0.17
Sh2d4a	ENSMUST00000066594.3	"SH2 domain containing 4A "	mmu-miR-466i-3p	-0.17
Rab27a	ENSMUST00000184146.2	"RAB27A, member RAS oncogene family "	mmu-miR-466i-3p	-0.17
Cntn3	ENSMUST00000032159.6	"contactin 3 "	mmu-miR-466i-3p	-0.17
Gm1968	ENSMUST00000100016.3	"predicted gene 1968 "	mmu-miR-466i-3p	-0.17
Gprin3	ENSMUST00000051065.4	"GPRIN family member 3 "	mmu-miR-466i-3p	-0.17
Mzt1	ENSMUST00000042662.8	"mitotic spindle organizing protein 1 "	mmu-miR-466i-3p	-0.17
N6amt1	ENSMUST00000118115.1	"N-6 adenine-specific DNA methyltransferase 1 (putative) "	mmu-miR-466i-3p	-0.17
Tbc1d30	ENSMUST00000064107.5	"TBC1 domain family, member 30 "	mmu-miR-466i-3p	-0.17
Emc1	ENSMUST00000042096.8	"ER membrane protein complex subunit 1 "	mmu-miR-466i-3p	-0.17
Pikfyve	ENSMUST00000081154.8	"phosphoinositide kinase, FYVE finger containing "	mmu-miR-466i-3p	-0.17
Vwa5a	ENSMUST00000001544.6	"von Willebrand factor A domain containing 5A "	mmu-miR-466i-3p	-0.17
Fign	ENSMUST00000131615.3	"fidgetin "	mmu-miR-466i-3p	-0.17
Anp32e	ENSMUST00000165307.2	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E "	mmu-miR-466i-3p	-0.17
Tmtc4	ENSMUST00000037726.8	"transmembrane and tetratricopeptide repeat containing 4 "	mmu-miR-466i-3p	-0.17
Pianp	ENSMUST00000032479.5	"PILR alpha associated neural protein "	mmu-miR-466i-3p	-0.17
Mitd1	ENSMUST00000027257.8	"MIT, microtubule interacting and transport, domain containing 1 "	mmu-miR-466i-3p	-0.17
Dusp9	ENSMUST00000019701.8	"dual specificity phosphatase 9 "	mmu-miR-466i-3p	-0.17
Rgs5	ENSMUST00000027997.3	"regulator of G-protein signaling 5 "	mmu-miR-466i-3p	-0.17
Myo1f	ENSMUST00000087605.6	"myosin IF "	mmu-miR-466i-3p	-0.17
Slc9a6	ENSMUST00000077741.6	"solute carrier family 9 (sodium/hydrogen exchanger), member 6 "	mmu-miR-466i-3p	-0.17
Zbtb5	ENSMUST00000055028.8	"zinc finger and BTB domain containing 5 "	mmu-miR-466i-3p	-0.17
Chrna7	ENSMUST00000032738.5	"cholinergic receptor, nicotinic, alpha polypeptide 7 "	mmu-miR-466i-3p	-0.17
Rbms3	ENSMUST00000111773.4	"RNA binding motif, single stranded interacting protein "	mmu-miR-466i-3p	-0.17
Lsamp	ENSMUST00000099761.4	"limbic system-associated membrane protein "	mmu-miR-466i-3p	-0.17
Map7d2	ENSMUST00000112471.3	"MAP7 domain containing 2 "	mmu-miR-466i-3p	-0.17
Fundc2	ENSMUST00000033541.4	"FUN14 domain containing 2 "	mmu-miR-466i-3p	-0.17
Gbp9	ENSMUST00000031238.7	"guanylate-binding protein 9 "	mmu-miR-466i-3p	-0.17
Tbck	ENSMUST00000169172.2	"TBC1 domain containing kinase "	mmu-miR-466i-3p	-0.17
Kazn	ENSMUST00000036476.4	"kazrin, periplakin interacting protein "	mmu-miR-466i-3p	-0.17
Sla	ENSMUST00000164163.2	"src-like adaptor "	mmu-miR-466i-3p	-0.17
Azin1	ENSMUST00000110328.2	"antizyme inhibitor 1 "	mmu-miR-466i-3p	-0.17
Msx1	ENSMUST00000063116.9	"msh homeobox 1 "	mmu-miR-466i-3p	-0.17
Hrh2	ENSMUST00000038101.3	"histamine receptor H2 "	mmu-miR-466i-3p	-0.17
Rsf1	ENSMUST00000042399.8	"remodeling and spacing factor 1 "	mmu-miR-466i-3p	-0.17
Tbx5	ENSMUST00000018407.6	"T-box 5 "	mmu-miR-466i-3p	-0.17
Mcph1	ENSMUST00000039412.9	"microcephaly, primary autosomal recessive 1 "	mmu-miR-466i-3p	-0.17
2310061I04Rik	ENSMUST00000148482.2	"RIKEN cDNA 2310061I04 gene "	mmu-miR-466i-3p	-0.17
Ldb2	ENSMUST00000070748.5	"LIM domain binding 2 "	mmu-miR-466i-3p	-0.17
Meis1	ENSMUST00000144988.2	"Meis homeobox 1 "	mmu-miR-466i-3p	-0.17
Slc46a2	ENSMUST00000030081.1	"solute carrier family 46, member 2 "	mmu-miR-466i-3p	-0.17
Plgrkt	ENSMUST00000152936.2	"plasminogen receptor, C-terminal lysine transmembrane protein "	mmu-miR-466i-3p	-0.17
Pcdh11x	ENSMUST00000113358.4	"protocadherin 11 X-linked "	mmu-miR-466i-3p	-0.17
Dhx9	ENSMUST00000186380.1	"DEAH (Asp-Glu-Ala-His) box polypeptide 9 "	mmu-miR-466i-3p	-0.17
Hmgn5	ENSMUST00000033597.8	"high-mobility group nucleosome binding domain 5 "	mmu-miR-466i-3p	-0.17
Hk2	ENSMUST00000000642.5	"hexokinase 2 "	mmu-miR-466i-3p	-0.17
Ccdc137	ENSMUST00000058370.8	"coiled-coil domain containing 137 "	mmu-miR-466i-3p	-0.17
Cdkl1	ENSMUST00000021377.4	"cyclin-dependent kinase-like 1 (CDC2-related kinase) "	mmu-miR-466i-3p	-0.17
Eno2	ENSMUST00000112476.2	"enolase 2, gamma neuronal "	mmu-miR-466i-3p	-0.17
Col9a1	ENSMUST00000054588.9	"collagen, type IX, alpha 1 "	mmu-miR-466i-3p	-0.17
Gpn3	ENSMUST00000031420.5	"GPN-loop GTPase 3 "	mmu-miR-466i-3p	-0.17
Zdhhc24	ENSMUST00000006632.7	"zinc finger, DHHC domain containing 24 "	mmu-miR-466i-3p	-0.17
Tagap	ENSMUST00000036370.7	"T cell activation Rho GTPase activating protein "	mmu-miR-466i-3p	-0.17
Bccip	ENSMUST00000033282.4	"BRCA2 and CDKN1A interacting protein "	mmu-miR-466i-3p	-0.17
Fam76b	ENSMUST00000059579.6	"family with sequence similarity 76, member B "	mmu-miR-466i-3p	-0.17
Hoxa5	ENSMUST00000048794.6	"homeobox A5 "	mmu-miR-466i-3p	-0.17
Oxld1	ENSMUST00000044007.2	"oxidoreductase like domain containing 1 "	mmu-miR-466i-3p	-0.17
Kctd11	ENSMUST00000050555.4	"potassium channel tetramerisation domain containing 11 "	mmu-miR-466i-3p	-0.17
A430078G23Rik	ENSMUST00000098966.3	"RIKEN cDNA A430078G23 gene "	mmu-miR-466i-3p	-0.17
Pitpnb	ENSMUST00000086635.4	"phosphatidylinositol transfer protein, beta "	mmu-miR-466i-3p	-0.17
Gm10221	ENSMUST00000088299.4	"predicted gene 10221 "	mmu-miR-466i-3p	-0.17
Rprm	ENSMUST00000100089.2	"reprimo, TP53 dependent G2 arrest mediator candidate "	mmu-miR-466i-3p	-0.17
Akt3	ENSMUST00000111160.3	"thymoma viral proto-oncogene 3 "	mmu-miR-466i-3p	-0.17
Zfp516	ENSMUST00000171238.2	"zinc finger protein 516 "	mmu-miR-466i-3p	-0.17
Esyt2	ENSMUST00000100986.2	"extended synaptotagmin-like protein 2 "	mmu-miR-466i-3p	-0.17
Samd7	ENSMUST00000108262.4	"sterile alpha motif domain containing 7 "	mmu-miR-466i-3p	-0.17
Ikzf2	ENSMUST00000027146.3	"IKAROS family zinc finger 2 "	mmu-miR-466i-3p	-0.17
Tmem38b	ENSMUST00000030127.7	"transmembrane protein 38B "	mmu-miR-466i-3p	-0.17
Zfp322a	ENSMUST00000050101.3	"zinc finger protein 322A "	mmu-miR-466i-3p	-0.17
Rps6ka3	ENSMUST00000033671.7	"ribosomal protein S6 kinase polypeptide 3 "	mmu-miR-466i-3p	-0.17
Smyd1	ENSMUST00000074301.4	"SET and MYND domain containing 1 "	mmu-miR-466i-3p	-0.17
Itgb6	ENSMUST00000059888.9	"integrin beta 6 "	mmu-miR-466i-3p	-0.17
Cdo1	ENSMUST00000035804.7	"cysteine dioxygenase 1, cytosolic "	mmu-miR-466i-3p	-0.17
Pacs2	ENSMUST00000084891.4	"phosphofurin acidic cluster sorting protein 2 "	mmu-miR-466i-3p	-0.17
Cnot7	ENSMUST00000034012.4	"CCR4-NOT transcription complex, subunit 7 "	mmu-miR-466i-3p	-0.17
Dtna	ENSMUST00000115832.2	"dystrobrevin alpha "	mmu-miR-466i-3p	-0.17
Pde4dip	ENSMUST00000168438.3	"phosphodiesterase 4D interacting protein (myomegalin) "	mmu-miR-466i-3p	-0.17
Pik3cd	ENSMUST00000038859.8	"phosphatidylinositol 3-kinase catalytic delta polypeptide "	mmu-miR-466i-3p	-0.17
Tnks	ENSMUST00000033929.4	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase "	mmu-miR-466i-3p	-0.17
Acpp	ENSMUST00000062723.7	"acid phosphatase, prostate "	mmu-miR-466i-3p	-0.17
Meiob	ENSMUST00000024972.5	"meiosis specific with OB domains "	mmu-miR-466i-3p	-0.17
Pcgf6	ENSMUST00000026032.5	"polycomb group ring finger 6 "	mmu-miR-466i-3p	-0.17
Hace1	ENSMUST00000037044.7	"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1 "	mmu-miR-466i-3p	-0.16
Mlx	ENSMUST00000107302.2	"MAX-like protein X "	mmu-miR-466i-3p	-0.16
AW554918	ENSMUST00000165400.2	"expressed sequence AW554918 "	mmu-miR-466i-3p	-0.16
Zc3hav1l	ENSMUST00000058524.2	"zinc finger CCCH-type, antiviral 1-like "	mmu-miR-466i-3p	-0.16
Zfp607	ENSMUST00000053722.8	"zinc finger proten 607 "	mmu-miR-466i-3p	-0.16
Oprk1	ENSMUST00000160777.2	"opioid receptor, kappa 1 "	mmu-miR-466i-3p	-0.16
Tmem60	ENSMUST00000115259.2	"transmembrane protein 60 "	mmu-miR-466i-3p	-0.16
Lcorl	ENSMUST00000045586.7	"ligand dependent nuclear receptor corepressor-like "	mmu-miR-466i-3p	-0.16
Kansl1l	ENSMUST00000068168.4	"KAT8 regulatory NSL complex subunit 1-like "	mmu-miR-466i-3p	-0.16
Tbx22	ENSMUST00000168174.3	"T-box 22 "	mmu-miR-466i-3p	-0.16
Mfsd7b	ENSMUST00000085635.4	"major facilitator superfamily domain containing 7B "	mmu-miR-466i-3p	-0.16
C2cd2	ENSMUST00000170757.1	"C2 calcium-dependent domain containing 2 "	mmu-miR-466i-3p	-0.16
Nup62cl	ENSMUST00000101212.3	"nucleoporin 62 C-terminal like "	mmu-miR-466i-3p	-0.16
Rbm34	ENSMUST00000045994.6	"RNA binding motif protein 34 "	mmu-miR-466i-3p	-0.16
Abcb7	ENSMUST00000033695.5	"ATP-binding cassette, sub-family B (MDR/TAP), member 7 "	mmu-miR-466i-3p	-0.16
Slc25a16	ENSMUST00000044977.4	"solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16 "	mmu-miR-466i-3p	-0.16
2310057N15Rik	ENSMUST00000054223.3	"RIKEN cDNA 2310057N15 gene "	mmu-miR-466i-3p	-0.16
Clstn2	ENSMUST00000035027.7	"calsyntenin 2 "	mmu-miR-466i-3p	-0.16
Ndufb6	ENSMUST00000095128.4	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6 "	mmu-miR-466i-3p	-0.16
Slc39a14	ENSMUST00000068044.8	"solute carrier family 39 (zinc transporter), member 14 "	mmu-miR-466i-3p	-0.16
Twf2	ENSMUST00000024047.6	"twinfilin, actin-binding protein, homolog 2 (Drosophila) "	mmu-miR-466i-3p	-0.16
Sox4	ENSMUST00000067230.5	"SRY (sex determining region Y)-box 4 "	mmu-miR-466i-3p	-0.16
N4bp2	ENSMUST00000113738.2	"NEDD4 binding protein 2 "	mmu-miR-466i-3p	-0.16
Adcy9	ENSMUST00000117801.2	"adenylate cyclase 9 "	mmu-miR-466i-3p	-0.16
Ptplb	ENSMUST00000061156.8	"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b "	mmu-miR-466i-3p	-0.16
Map3k7	ENSMUST00000108183.2	"mitogen-activated protein kinase kinase kinase 7 "	mmu-miR-466i-3p	-0.16
Gm17174	ENSMUST00000178962.2	"predicted gene 17174 "	mmu-miR-466i-3p	-0.16
Mpc1	ENSMUST00000155364.2	"mitochondrial pyruvate carrier 1 "	mmu-miR-466i-3p	-0.16
Trappc6b	ENSMUST00000021380.8	"trafficking protein particle complex 6B "	mmu-miR-466i-3p	-0.16
Suox	ENSMUST00000054764.7	"sulfite oxidase "	mmu-miR-466i-3p	-0.16
Rsbn1	ENSMUST00000106806.1	"rosbin, round spermatid basic protein 1 "	mmu-miR-466i-3p	-0.16
Runx1	ENSMUST00000023673.8	"runt related transcription factor 1 "	mmu-miR-466i-3p	-0.16
F2rl3	ENSMUST00000058099.8	"coagulation factor II (thrombin) receptor-like 3 "	mmu-miR-466i-3p	-0.16
Rwdd3	ENSMUST00000170781.1	"RWD domain containing 3 "	mmu-miR-466i-3p	-0.16
Zbtb7b	ENSMUST00000107433.2	"zinc finger and BTB domain containing 7B "	mmu-miR-466i-3p	-0.16
Ptrf	ENSMUST00000060792.5	"polymerase I and transcript release factor "	mmu-miR-466i-3p	-0.16
Mpped2	ENSMUST00000111063.2	"metallophosphoesterase domain containing 2 "	mmu-miR-466i-3p	-0.16
Tsr2	ENSMUST00000112683.3	"TSR2 20S rRNA accumulation "	mmu-miR-466i-3p	-0.16
Lonrf3	ENSMUST00000016383.4	"LON peptidase N-terminal domain and ring finger 3 "	mmu-miR-466i-3p	-0.16
Bend7	ENSMUST00000056914.6	"BEN domain containing 7 "	mmu-miR-466i-3p	-0.16
Cdc26	ENSMUST00000084525.6	"cell division cycle 26 "	mmu-miR-466i-3p	-0.16
Cxcl10	ENSMUST00000038816.7	"chemokine (C-X-C motif) ligand 10 "	mmu-miR-466i-3p	-0.16
Trem2	ENSMUST00000024791.9	"triggering receptor expressed on myeloid cells 2 "	mmu-miR-466i-3p	-0.16
Igfbp1	ENSMUST00000020704.7	"insulin-like growth factor binding protein 1 "	mmu-miR-466i-3p	-0.16
Zfp92	ENSMUST00000033740.6	"zinc finger protein 92 "	mmu-miR-466i-3p	-0.16
Fam96a	ENSMUST00000034945.5	"family with sequence similarity 96, member A "	mmu-miR-466i-3p	-0.16
4921511H03Rik	ENSMUST00000160634.1	"RIKEN cDNA 4921511H03 gene "	mmu-miR-466i-3p	-0.16
Hsf3	ENSMUST00000119035.3	"heat shock transcription factor 3 "	mmu-miR-466i-3p	-0.16
Uhrf1bp1l	ENSMUST00000020112.5	"UHRF1 (ICBP90) binding protein 1-like "	mmu-miR-466i-3p	-0.16
Tlr6	ENSMUST00000062315.4	"toll-like receptor 6 "	mmu-miR-466i-3p	-0.16
Mtf2	ENSMUST00000081567.5	"metal response element binding transcription factor 2 "	mmu-miR-466i-3p	-0.16
Hao2	ENSMUST00000029464.7	"hydroxyacid oxidase 2 "	mmu-miR-466i-3p	-0.16
Fgf12	ENSMUST00000100024.1	"fibroblast growth factor 12 "	mmu-miR-466i-3p	-0.16
Depdc5	ENSMUST00000087897.5	"DEP domain containing 5 "	mmu-miR-466i-3p	-0.16
Masp2	ENSMUST00000052060.6	"mannan-binding lectin serine peptidase 2 "	mmu-miR-466i-3p	-0.16
0610030E20Rik	ENSMUST00000077783.3	"RIKEN cDNA 0610030E20 gene "	mmu-miR-466i-3p	-0.16
Erbb3	ENSMUST00000082059.6	"v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian) "	mmu-miR-466i-3p	-0.16
Rgs21	ENSMUST00000184189.2	"regulator of G-protein signalling 21 "	mmu-miR-466i-3p	-0.16
Dpy19l4	ENSMUST00000084892.6	"dpy-19-like 4 (C. elegans) "	mmu-miR-466i-3p	-0.16
Aggf1	ENSMUST00000022189.8	"angiogenic factor with G patch and FHA domains 1 "	mmu-miR-466i-3p	-0.16
Lemd1	ENSMUST00000188169.1	"LEM domain containing 1 "	mmu-miR-466i-3p	-0.16
Dsg3	ENSMUST00000070892.6	"desmoglein 3 "	mmu-miR-466i-3p	-0.16
Syt14	ENSMUST00000016344.7	"synaptotagmin XIV "	mmu-miR-466i-3p	-0.16
Yrdc	ENSMUST00000102628.5	"yrdC domain containing (E.coli) "	mmu-miR-466i-3p	-0.16
Cds2	ENSMUST00000103181.5	"CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 "	mmu-miR-466i-3p	-0.16
Prr11	ENSMUST00000051395.8	"proline rich 11 "	mmu-miR-466i-3p	-0.16
Slc6a17	ENSMUST00000169449.2	"solute carrier family 6 (neurotransmitter transporter), member 17 "	mmu-miR-466i-3p	-0.16
Trak1	ENSMUST00000045903.6	"trafficking protein, kinesin binding 1 "	mmu-miR-466i-3p	-0.16
Tmem255a	ENSMUST00000089054.5	"transmembrane protein 255A "	mmu-miR-466i-3p	-0.16
Usp42	ENSMUST00000053287.5	"ubiquitin specific peptidase 42 "	mmu-miR-466i-3p	-0.16
Nr2c2	ENSMUST00000113460.2	"nuclear receptor subfamily 2, group C, member 2 "	mmu-miR-466i-3p	-0.16
Ccl11	ENSMUST00000000342.2	"chemokine (C-C motif) ligand 11 "	mmu-miR-466i-3p	-0.16
Ccdc64b	ENSMUST00000062967.8	"coiled-coil domain containing 64B "	mmu-miR-466i-3p	-0.16
Ccrn4l	ENSMUST00000023849.9	"CCR4 carbon catabolite repression 4-like (S. cerevisiae) "	mmu-miR-466i-3p	-0.16
Nr4a1	ENSMUST00000023779.6	"nuclear receptor subfamily 4, group A, member 1 "	mmu-miR-466i-3p	-0.16
Lsm14a	ENSMUST00000085585.6	"LSM14 homolog A (SCD6, S. cerevisiae) "	mmu-miR-466i-3p	-0.16
Tpd52	ENSMUST00000120143.2	"tumor protein D52 "	mmu-miR-466i-3p	-0.16
Gm5460	ENSMUST00000100719.2	"predicted gene 5460 "	mmu-miR-466i-3p	-0.16
Prpf38b	ENSMUST00000029480.8	"PRP38 pre-mRNA processing factor 38 (yeast) domain containing B "	mmu-miR-466i-3p	-0.16
Calu	ENSMUST00000031779.11	"calumenin "	mmu-miR-466i-3p	-0.16
D930048N14Rik	ENSMUST00000117859.2	"RIKEN cDNA D930048N14 gene "	mmu-miR-466i-3p	-0.16
1700012B07Rik	ENSMUST00000106674.2	"RIKEN cDNA 1700012B07 gene "	mmu-miR-466i-3p	-0.16
Gm2927	ENSMUST00000177912.1	"predicted gene 2927 "	mmu-miR-466i-3p	-0.16
Gm6878	ENSMUST00000100448.2	"predicted gene 6878 "	mmu-miR-466i-3p	-0.16
Gm2933	ENSMUST00000105117.2	"predicted gene 2933 "	mmu-miR-466i-3p	-0.16
Mcf2	ENSMUST00000063507.4	"mcf.2 transforming sequence "	mmu-miR-466i-3p	-0.16
Gm4861	ENSMUST00000068546.5	"predicted gene 4861 "	mmu-miR-466i-3p	-0.16
Ttc9c	ENSMUST00000096751.5	"tetratricopeptide repeat domain 9C "	mmu-miR-466i-3p	-0.16
Snip1	ENSMUST00000052183.6	"Smad nuclear interacting protein 1 "	mmu-miR-466i-3p	-0.16
C030046E11Rik	ENSMUST00000043610.7	"RIKEN cDNA C030046E11 gene "	mmu-miR-466i-3p	-0.16
Sun1	ENSMUST00000058716.8	"Sad1 and UNC84 domain containing 1 "	mmu-miR-466i-3p	-0.16
Zbtb41	ENSMUST00000039867.7	"zinc finger and BTB domain containing 41 homolog "	mmu-miR-466i-3p	-0.16
Atp8a1	ENSMUST00000037380.9	"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 "	mmu-miR-466i-3p	-0.16
Tdrkh	ENSMUST00000166032.2	"tudor and KH domain containing protein "	mmu-miR-466i-3p	-0.16
Rhox9	ENSMUST00000170643.3	"reproductive homeobox 9 "	mmu-miR-466i-3p	-0.15
Arhgap18	ENSMUST00000039557.7	"Rho GTPase activating protein 18 "	mmu-miR-466i-3p	-0.15
Rcl1	ENSMUST00000064393.5	"RNA terminal phosphate cyclase-like 1 "	mmu-miR-466i-3p	-0.15
Zfp182	ENSMUST00000115333.3	"zinc finger protein 182 "	mmu-miR-466i-3p	-0.15
Taf8	ENSMUST00000067103.2	"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq "	mmu-miR-466i-3p	-0.15
Larp4	ENSMUST00000057632.9	"La ribonucleoprotein domain family, member 4 "	mmu-miR-466i-3p	-0.15
Zfp867	ENSMUST00000057799.7	"zinc finger protein 867 "	mmu-miR-466i-3p	-0.15
Prox1	ENSMUST00000175916.2	"prospero homeobox 1 "	mmu-miR-466i-3p	-0.15
Nlrp4b	ENSMUST00000117413.2	"NLR family, pyrin domain containing 4B "	mmu-miR-466i-3p	-0.15
Olfr912	ENSMUST00000071681.2	"olfactory receptor 912 "	mmu-miR-466i-3p	-0.15
Ccdc85a	ENSMUST00000093253.4	"coiled-coil domain containing 85A "	mmu-miR-466i-3p	-0.15
Cntf	ENSMUST00000112933.1	"ciliary neurotrophic factor "	mmu-miR-466i-3p	-0.15
Dbx1	ENSMUST00000032717.6	"developing brain homeobox 1 "	mmu-miR-466i-3p	-0.15
Klf14	ENSMUST00000101589.4	"Kruppel-like factor 14 "	mmu-miR-466i-3p	-0.15
Slc25a37	ENSMUST00000037064.4	"solute carrier family 25, member 37 "	mmu-miR-466i-3p	-0.15
Pik3r1	ENSMUST00000055518.7	"phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha) "	mmu-miR-466i-3p	-0.15
Ogt	ENSMUST00000044475.4	"O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) "	mmu-miR-466i-3p	-0.15
Nmbr	ENSMUST00000190751.1	"neuromedin B receptor "	mmu-miR-466i-3p	-0.15
Pigb	ENSMUST00000093819.1	"phosphatidylinositol glycan anchor biosynthesis, class B "	mmu-miR-466i-3p	-0.15
Pno1	ENSMUST00000020317.7	"partner of NOB1 homolog (S. cerevisiae) "	mmu-miR-466i-3p	-0.15
Tor1aip2	ENSMUST00000111757.4	"torsin A interacting protein 2 "	mmu-miR-466i-3p	-0.15
Slc4a4	ENSMUST00000148750.2	"solute carrier family 4 (anion exchanger), member 4 "	mmu-miR-466i-3p	-0.15
Dnaja2	ENSMUST00000034138.5	"DnaJ (Hsp40) homolog, subfamily A, member 2 "	mmu-miR-466i-3p	-0.15
Pygo1	ENSMUST00000038489.5	"pygopus 1 "	mmu-miR-466i-3p	-0.15
Slc25a10	ENSMUST00000026899.3	"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10 "	mmu-miR-466i-3p	-0.15
Slc6a8	ENSMUST00000033752.8	"solute carrier family 6 (neurotransmitter transporter, creatine), member 8 "	mmu-miR-466i-3p	-0.15
Kif13a	ENSMUST00000056978.7	"kinesin family member 13A "	mmu-miR-466i-3p	-0.15
Rnf157	ENSMUST00000100202.4	"ring finger protein 157 "	mmu-miR-466i-3p	-0.15
Slain2	ENSMUST00000144843.2	"SLAIN motif family, member 2 "	mmu-miR-466i-3p	-0.15
Ptprc	ENSMUST00000182755.2	"protein tyrosine phosphatase, receptor type, C "	mmu-miR-466i-3p	-0.15
Cdca4	ENSMUST00000062092.5	"cell division cycle associated 4 "	mmu-miR-466i-3p	-0.15
Foxj3	ENSMUST00000044564.9	"forkhead box J3 "	mmu-miR-466i-3p	-0.15
Gigyf2	ENSMUST00000027475.9	"GRB10 interacting GYF protein 2 "	mmu-miR-466i-3p	-0.15
Rufy4	ENSMUST00000080167.5	"RUN and FYVE domain containing 4 "	mmu-miR-466i-3p	-0.15
Acvr1	ENSMUST00000112599.2	"activin A receptor, type 1 "	mmu-miR-466i-3p	-0.15
Rhbdl2	ENSMUST00000053202.6	"rhomboid, veinlet-like 2 (Drosophila) "	mmu-miR-466i-3p	-0.15
4833439L19Rik	ENSMUST00000026989.9	"RIKEN cDNA 4833439L19 gene "	mmu-miR-466i-3p	-0.15
Pitrm1	ENSMUST00000021611.8	"pitrilysin metallepetidase 1 "	mmu-miR-466i-3p	-0.15
Tmem86b	ENSMUST00000055085.6	"transmembrane protein 86B "	mmu-miR-466i-3p	-0.15
Wipf2	ENSMUST00000037480.8	"WAS/WASL interacting protein family, member 2 "	mmu-miR-466i-3p	-0.15
Fam207a	ENSMUST00000045454.7	"family with sequence similarity 207, member A "	mmu-miR-466i-3p	-0.15
Sp4	ENSMUST00000026367.9	"trans-acting transcription factor 4 "	mmu-miR-466i-3p	-0.15
B020004C17Rik	ENSMUST00000178161.1	"RIKEN cDNA B020004C17 gene "	mmu-miR-466i-3p	-0.15
Olfr288	ENSMUST00000165379.2	"olfactory receptor 288 "	mmu-miR-466i-3p	-0.15
Chrnb4	ENSMUST00000034854.6	"cholinergic receptor, nicotinic, beta polypeptide 4 "	mmu-miR-466i-3p	-0.15
Spdl1	ENSMUST00000093191.2	"spindle apparatus coiled-coil protein 1 "	mmu-miR-466i-3p	-0.15
Arhgef38	ENSMUST00000147041.4	"Rho guanine nucleotide exchange factor (GEF) 38 "	mmu-miR-466i-3p	-0.15
Rpp14	ENSMUST00000023924.3	"ribonuclease P 14 subunit "	mmu-miR-466i-3p	-0.15
Cecr6	ENSMUST00000178687.1	"cat eye syndrome chromosome region, candidate 6 "	mmu-miR-466i-3p	-0.15
Gdf2	ENSMUST00000100720.1	"growth differentiation factor 2 "	mmu-miR-466i-3p	-0.15
Synb	ENSMUST00000059362.2	"syncytin b "	mmu-miR-466i-3p	-0.15
Dhx33	ENSMUST00000108527.2	"DEAH (Asp-Glu-Ala-His) box polypeptide 33 "	mmu-miR-466i-3p	-0.15
Fbxo47	ENSMUST00000093939.3	"F-box protein 47 "	mmu-miR-466i-3p	-0.15
Tanc1	ENSMUST00000037526.5	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 "	mmu-miR-466i-3p	-0.15
Sept11	ENSMUST00000074733.7	"septin 11 "	mmu-miR-466i-3p	-0.15
Dnajc27	ENSMUST00000020986.8	"DnaJ (Hsp40) homolog, subfamily C, member 27 "	mmu-miR-466i-3p	-0.15
