jtb_ts,jtb_db,symbol_ts,target_gene_ts,representative_transcript_ts,gene_name_ts,representative_mi_rna_ts,cumulative_weighted_context_score_ts,ensembl_ts,fold_change_ts,padj_ts,target_score_db,mirna_db,gene_symbol_db,gene_description_db,ensembl_db,symbol_db,fold_change_db,padj_db
mf_wt,,Rtn4rl2,Rtn4rl2,ENSMUST00000054514.5,reticulon 4 receptor-like 2 ,mmu-miR-6954-5p,-0.52,ENSMUSG00000050896.12,6.6536574,9.58743e-09,,,,,,,,
mf_wt,,Ciita,Ciita,ENSMUST00000023147.6,class II transactivator ,mmu-miR-6954-5p,-0.63,ENSMUSG00000022504.10,6.5729084,1.79617e-13,,,,,,,,
mf_wt,,Tnfrsf23,Tnfrsf23,ENSMUST00000152703.1,"tumor necrosis factor receptor superfamily, member 23 ",mmu-miR-6954-5p,-0.4,ENSMUSG00000037613.16,5.8543053,4.03235e-12,,,,,,,,
mf_wt,,Clic4,Clic4,ENSMUST00000037099.8,chloride intracellular channel 4 (mitochondrial) ,mmu-miR-486a-3p,-0.43,ENSMUSG00000037242.8,5.798698,2.06332e-26,,,,,,,,
mf_wt,,Src,Src,ENSMUST00000029175.8,Rous sarcoma oncogene ,mmu-miR-486a-3p,-0.97,ENSMUSG00000027646.15,5.7980413,0.001106718,,,,,,,,
mf_wt,,Slc7a8,Slc7a8,ENSMUST00000022787.6,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 ",mmu-miR-486a-3p,-0.9,ENSMUSG00000022180.7,5.762703,6.3213e-08,,,,,,,,
mf_wt,mf_wt,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,5.721247,2.64565e-10,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,5.721247,2.64565e-10
mf_wt,mf_d1338,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,5.721247,2.64565e-10,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,4.976725,0.000232295
mf_wt,wt_d1338,Hmga1,Hmga1,ENSMUST00000117600.2,high mobility group AT-hook 1 ,mmu-miR-6954-5p,-1.21,ENSMUSG00000046711.16,5.721247,2.64565e-10,97,mmu-miR-486a-3p,Hmga1,high mobility group AT-hook 1,ENSMUSG00000046711.16,Hmga1,-2.5635362,2.24839e-82
mf_wt,,Slco4a1,Slco4a1,ENSMUST00000038259.7,"solute carrier organic anion transporter family, member 4a1 ",mmu-miR-486a-3p,-0.62,ENSMUSG00000038963.15,5.472473,0.000455624,,,,,,,,
mf_wt,,Adap2,Adap2,ENSMUST00000021050.8,ArfGAP with dual PH domains 2 ,mmu-miR-486a-3p,-0.4,ENSMUSG00000020709.15,5.3563447,3.25663e-11,,,,,,,,
mf_wt,mf_wt,Fam102a,Fam102a,ENSMUST00000048375.5,"family with sequence similarity 102, member A ",mmu-miR-486a-3p,-0.72,ENSMUSG00000039157.12,5.2021832,2.27054e-17,82,mmu-miR-486a-3p,Fam102a,"family with sequence similarity 102, member A",ENSMUSG00000039157.12,Fam102a,5.2021832,2.27054e-17
mf_wt,wt_d1338,Fam102a,Fam102a,ENSMUST00000048375.5,"family with sequence similarity 102, member A ",mmu-miR-486a-3p,-0.72,ENSMUSG00000039157.12,5.2021832,2.27054e-17,82,mmu-miR-486a-3p,Fam102a,"family with sequence similarity 102, member A",ENSMUSG00000039157.12,Fam102a,-1.700941,4.85482e-37
mf_wt,,A930033H14Rik,A930033H14Rik,ENSMUST00000170048.1,RIKEN cDNA A930033H14 gene ,mmu-miR-6954-5p,-0.47,ENSMUSG00000090622.1,5.1443763,6.12605e-06,,,,,,,,
mf_wt,,Zfp41,Zfp41,ENSMUST00000161785.2,zinc finger protein 41 ,mmu-miR-486a-3p,-0.41,ENSMUSG00000047003.15,4.9004707,4.90188e-06,,,,,,,,
mf_wt,mf_wt,Adamts4,Adamts4,ENSMUST00000111315.2,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4 ",mmu-miR-486a-3p,-0.65,ENSMUSG00000006403.13,4.839337,2.81196e-05,86,mmu-miR-486a-3p,Adamts4,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",ENSMUSG00000006403.13,Adamts4,4.839337,2.81196e-05
mf_wt,wt_d1338,Adamts4,Adamts4,ENSMUST00000111315.2,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4 ",mmu-miR-486a-3p,-0.65,ENSMUSG00000006403.13,4.839337,2.81196e-05,86,mmu-miR-486a-3p,Adamts4,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",ENSMUSG00000006403.13,Adamts4,-2.3532832,8.97876e-09
mf_wt,,Clec16a,Clec16a,ENSMUST00000115823.1,"C-type lectin domain family 16, member A ",mmu-miR-6954-5p,-0.71,ENSMUSG00000068663.14,4.6783576,3.00026e-37,,,,,,,,
mf_wt,,Spred2,Spred2,ENSMUST00000093299.7,"sprouty-related, EVH1 domain containing 2 ",mmu-miR-486a-3p,-0.42,ENSMUSG00000045671.17,4.6691356,1.06729e-35,,,,,,,,
mf_wt,,Stac2,Stac2,ENSMUST00000017544.3,SH3 and cysteine rich domain 2 ,mmu-miR-6954-5p,-0.51,ENSMUSG00000017400.10,4.417803,3.61903e-05,,,,,,,,
mf_wt,mf_wt,Dusp8,Dusp8,ENSMUST00000039926.4,dual specificity phosphatase 8 ,mmu-miR-6954-5p,-0.51,ENSMUSG00000037887.11,4.2018423,0.0008522,80,mmu-miR-486a-3p,Dusp8,dual specificity phosphatase 8,ENSMUSG00000037887.11,Dusp8,4.2018423,0.0008522
mf_wt,wt_d1338,Dusp8,Dusp8,ENSMUST00000039926.4,dual specificity phosphatase 8 ,mmu-miR-6954-5p,-0.51,ENSMUSG00000037887.11,4.2018423,0.0008522,80,mmu-miR-486a-3p,Dusp8,dual specificity phosphatase 8,ENSMUSG00000037887.11,Dusp8,-2.8780117,5.78412e-22
mf_wt,,Itga5,Itga5,ENSMUST00000023128.6,integrin alpha 5 (fibronectin receptor alpha) ,mmu-miR-6954-5p,-0.48,ENSMUSG00000000555.8,4.105013,4.08823e-07,,,,,,,,
mf_wt,,Rnf43,Rnf43,ENSMUST00000092800.6,ring finger protein 43 ,mmu-miR-486a-3p,-0.5,ENSMUSG00000034177.15,4.0933166,0.000536731,,,,,,,,
mf_wt,,Adamts10,Adamts10,ENSMUST00000087623.7,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 ",mmu-miR-6954-5p,-0.4,ENSMUSG00000024299.17,0.24553733,3.48747e-13,,,,,,,,
mf_wt,,Lpar2,Lpar2,ENSMUST00000034325.4,lysophosphatidic acid receptor 2 ,mmu-miR-486a-3p,-0.43,ENSMUSG00000031861.16,0.23196954,1.29045e-05,,,,,,,,
mf_wt,,Icosl,Icosl,ENSMUST00000105393.1,icos ligand ,mmu-miR-6954-5p,-0.46,ENSMUSG00000000732.9,0.22448125,5.56826e-05,,,,,,,,
mf_wt,,Mcpt4,Mcpt4,ENSMUST00000043249.8,mast cell protease 4 ,mmu-miR-6954-5p,-0.78,ENSMUSG00000061068.7,0.21520524,0.007304083,,,,,,,,
mf_wt,,S100a13,S100a13,ENSMUST00000048138.6,S100 calcium binding protein A13 ,mmu-miR-6954-5p,-0.41,ENSMUSG00000042312.9,0.20600992,0.000155222,,,,,,,,
mf_wt,,Ddx51,Ddx51,ENSMUST00000031478.5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51 ,mmu-miR-486a-3p,-0.42,ENSMUSG00000029504.5,0.20127915,6.29752e-06,,,,,,,,
mf_wt,,Wdr89,Wdr89,ENSMUST00000062370.8,WD repeat domain 89 ,mmu-miR-486a-3p,-0.64,ENSMUSG00000045690.8,0.19903941,5.47842e-24,,,,,,,,
mf_wt,,Rab3il1,Rab3il1,ENSMUST00000121418.2,RAB3A interacting protein (rabin3)-like 1 ,mmu-miR-6954-5p,-0.69,ENSMUSG00000024663.20,0.19228224,6.9491e-05,,,,,,,,
mf_wt,,Kifc2,Kifc2,ENSMUST00000004294.10,kinesin family member C2 ,mmu-miR-6954-5p,-0.55,ENSMUSG00000004187.11,0.1904863,0.001017504,,,,,,,,
mf_wt,,Rpl13a,Rpl13a,ENSMUST00000150350.2,ribosomal protein L13A ,mmu-miR-486a-3p,-0.53,ENSMUSG00000074129.14,0.17170773,2.94853e-51,,,,,,,,
mf_wt,,Cd79a,Cd79a,ENSMUST00000003469.7,CD79A antigen (immunoglobulin-associated alpha) ,mmu-miR-6954-5p,-0.4,ENSMUSG00000003379.7,0.16458496,0.005408314,,,,,,,,
mf_wt,,Scx,Scx,ENSMUST00000043089.7,scleraxis ,mmu-miR-6954-5p,-0.52,ENSMUSG00000034161.8,0.15424123,0.018751036,,,,,,,,
mf_wt,,Ifitm2,Ifitm2,ENSMUST00000081649.8,interferon induced transmembrane protein 2 ,mmu-miR-6954-5p,-0.86,ENSMUSG00000060591.9,0.13989328,1.4952e-126,,,,,,,,
mf_wt,mf_wt,Nat8l,Nat8l,ENSMUST00000056355.8,N-acetyltransferase 8-like ,mmu-miR-6954-5p,-1.06,ENSMUSG00000048142.9,0.13553436,5.93596e-06,83,mmu-miR-486a-3p,Nat8l,N-acetyltransferase 8-like,ENSMUSG00000048142.9,Nat8l,0.13553436,5.93596e-06
mf_wt,wt_d1338,Nat8l,Nat8l,ENSMUST00000056355.8,N-acetyltransferase 8-like ,mmu-miR-6954-5p,-1.06,ENSMUSG00000048142.9,0.13553436,5.93596e-06,83,mmu-miR-486a-3p,Nat8l,N-acetyltransferase 8-like,ENSMUSG00000048142.9,Nat8l,3.533277,1.98387e-10
mf_wt,,Msrb1,Msrb1,ENSMUST00000101800.5,methionine sulfoxide reductase B1 ,mmu-miR-6954-5p,-0.93,ENSMUSG00000075705.12,0.1293185,5.9416e-101,,,,,,,,
mf_wt,,Kcna2,Kcna2,ENSMUST00000038695.1,"potassium voltage-gated channel, shaker-related subfamily, member 2 ",mmu-miR-6954-5p,-0.75,ENSMUSG00000040724.5,0.11187453,0.002204651,,,,,,,,
mf_wt,mf_wt,Ifitm1,Ifitm1,ENSMUST00000106042.3,interferon induced transmembrane protein 1 ,mmu-miR-486a-3p,-1.63,ENSMUSG00000025491.14,0.10428044,8.25203e-36,92,mmu-miR-486a-3p,Ifitm1,interferon induced transmembrane protein 1,ENSMUSG00000025491.14,Ifitm1,0.10428044,8.25203e-36
mf_wt,wt_d1338,Ifitm1,Ifitm1,ENSMUST00000106042.3,interferon induced transmembrane protein 1 ,mmu-miR-486a-3p,-1.63,ENSMUSG00000025491.14,0.10428044,8.25203e-36,92,mmu-miR-486a-3p,Ifitm1,interferon induced transmembrane protein 1,ENSMUSG00000025491.14,Ifitm1,3.1693325,4.94319e-39
mf_wt,,Syp,Syp,ENSMUST00000069520.5,synaptophysin ,mmu-miR-6954-5p,-0.4,ENSMUSG00000031144.15,0.09361005,1.93127e-11,,,,,,,,
mf_wt,,Saa3,Saa3,ENSMUST00000006956.7,serum amyloid A 3 ,mmu-miR-6954-5p,-0.4,ENSMUSG00000040026.8,0.08556032,4.09146e-07,,,,,,,,
mf_wt,,Ifitm5,Ifitm5,ENSMUST00000026562.4,interferon induced transmembrane protein 5 ,mmu-miR-486a-3p,-0.71,ENSMUSG00000025489.5,0.036690857,3.55602e-08,,,,,,,,
mf_wt,,Sox7,Sox7,ENSMUST00000079652.5,SRY (sex determining region Y)-box 7 ,mmu-miR-6954-5p,-0.47,ENSMUSG00000063060.6,0.034922007,0.000130634,,,,,,,,
mf_wt,,Ifitm6,Ifitm6,ENSMUST00000081924.3,interferon induced transmembrane protein 6 ,mmu-miR-6954-5p,-0.41,ENSMUSG00000059108.4,0.006170485,3.98476e-39,,,,,,,,
,wt_d1338,,,,,,,,,,85,mmu-miR-486a-3p,Adarb1,"adenosine deaminase, RNA-specific, B1",ENSMUSG00000020262.15,Adarb1,1.9660181,8.71939e-38
,wt_d1338,,,,,,,,,,80,mmu-miR-486a-3p,Trim30b,tripartite motif-containing 30B,ENSMUSG00000052749.9,Trim30b,-1.5564033,1.14601e-21
,mf_wt,,,,,,,,,,84,mmu-miR-486a-3p,Celf4,"CUGBP, Elav-like family member 4",ENSMUSG00000024268.16,Celf4,0.06520668,4.89937e-10
,wt_d1338,,,,,,,,,,84,mmu-miR-486a-3p,Celf4,"CUGBP, Elav-like family member 4",ENSMUSG00000024268.16,Celf4,1.9455893,0.011149641
,mf_d1338,,,,,,,,,,88,mmu-miR-486a-3p,Plppr2,phospholipid phosphatase related 2,ENSMUSG00000040563.13,Plppr2,0.21500187,0.046124105
,wt_d1338,,,,,,,,,,82,mmu-miR-486a-3p,Ly6e,"lymphocyte antigen 6 complex, locus E",ENSMUSG00000022587.14,Ly6e,1.9976763,5.71846e-57
,wt_d1338,,,,,,,,,,81,mmu-miR-486a-3p,Col18a1,"collagen, type XVIII, alpha 1",ENSMUSG00000001435.15,Col18a1,2.3664892,1.71471e-53
,wt_d1338,,,,,,,,,,82,mmu-miR-486a-3p,Tns4,tensin 4,ENSMUSG00000017607.9,Tns4,1.8862393,6.70609e-27
,mf_d1338,,,,,,,,,,82,mmu-miR-486a-3p,Hmga1b,high mobility group AT-hook 1B,ENSMUSG00000078249.5,Hmga1b,114.646355,1.20085e-05
