TargetScore,miRNA,GeneSymbol,GeneDescription
56,mmu-miR-300-3p,Dennd1b,DENN/MADD domain containing 1B
56,mmu-miR-300-3p,Iqgap1,IQ motif containing GTPase activating protein 1
56,mmu-miR-300-3p,Tsg101,tumor susceptibility gene 101
56,mmu-miR-300-3p,Amd1,S-adenosylmethionine decarboxylase 1
55,mmu-miR-300-3p,Myo19,myosin XIX
55,mmu-miR-300-3p,Nrg3,neuregulin 3
55,mmu-miR-300-3p,Ralgps2,Ral GEF with PH domain and SH3 binding motif 2
55,mmu-miR-300-3p,Pyurf,Pigy upstream reading frame
55,mmu-miR-300-3p,Cdk5r1,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"
55,mmu-miR-300-3p,Slc15a4,"solute carrier family 15, member 4"
55,mmu-miR-300-3p,Tnfaip2,"tumor necrosis factor, alpha-induced protein 2"
55,mmu-miR-300-3p,Adcy9,adenylate cyclase 9
55,mmu-miR-300-3p,Scyl3,SCY1-like 3 (S. cerevisiae)
55,mmu-miR-300-3p,Usp12,ubiquitin specific peptidase 12
54,mmu-miR-300-3p,Cldn8,claudin 8
54,mmu-miR-300-3p,Rictor,"RPTOR independent companion of MTOR, complex 2"
54,mmu-miR-300-3p,Wnk3,WNK lysine deficient protein kinase 3
54,mmu-miR-300-3p,Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
54,mmu-miR-300-3p,Nap1l2,nucleosome assembly protein 1-like 2
54,mmu-miR-300-3p,Ube2q2,ubiquitin-conjugating enzyme E2Q family member 2
54,mmu-miR-300-3p,Rps6ka6,ribosomal protein S6 kinase polypeptide 6
54,mmu-miR-300-3p,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
54,mmu-miR-300-3p,Rpl22,ribosomal protein L22
54,mmu-miR-300-3p,Trap1a,tumor rejection antigen P1A
54,mmu-miR-300-3p,Dynap,dynactin associated protein
54,mmu-miR-300-3p,Sirt3,sirtuin 3
54,mmu-miR-300-3p,Garem1,GRB2 associated regulator of MAPK1 subtype 1
54,mmu-miR-300-3p,Fmn2,formin 2
54,mmu-miR-300-3p,Prr5l,proline rich 5 like
54,mmu-miR-300-3p,Angpt1,angiopoietin 1
54,mmu-miR-300-3p,Zmym5,"zinc finger, MYM-type 5"
54,mmu-miR-300-3p,Sept11,septin 11
54,mmu-miR-300-3p,Cd247,CD247 antigen
53,mmu-miR-300-3p,A630076J17Rik,RIKEN cDNA A630076J17 gene
53,mmu-miR-300-3p,Abhd15,abhydrolase domain containing 15
53,mmu-miR-300-3p,Adgre4,adhesion G protein-coupled receptor E4
53,mmu-miR-300-3p,Zfp120,zinc finger protein 120
53,mmu-miR-300-3p,Rspo2,R-spondin 2
53,mmu-miR-300-3p,Vmn2r28,"vomeronasal 2, receptor 28"
53,mmu-miR-300-3p,Smc3,structural maintenance of chromosomes 3
53,mmu-miR-300-3p,Osbp,oxysterol binding protein
53,mmu-miR-300-3p,Sp4,trans-acting transcription factor 4
53,mmu-miR-300-3p,Anxa4,annexin A4
53,mmu-miR-300-3p,Rsf1,remodeling and spacing factor 1
53,mmu-miR-300-3p,Kynu,kynureninase
53,mmu-miR-300-3p,Decr2,"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal"
53,mmu-miR-300-3p,Cdkn2aipnl,CDKN2A interacting protein N-terminal like
53,mmu-miR-300-3p,Lats2,large tumor suppressor 2
53,mmu-miR-300-3p,Ppp1r14d,"protein phosphatase 1, regulatory inhibitor subunit 14D"
53,mmu-miR-300-3p,Cpeb1,cytoplasmic polyadenylation element binding protein 1
53,mmu-miR-300-3p,Polr3e,polymerase (RNA) III (DNA directed) polypeptide E
53,mmu-miR-300-3p,Cd5l,CD5 antigen-like
52,mmu-miR-300-3p,Nrxn1,neurexin I
52,mmu-miR-300-3p,Ssbp2,single-stranded DNA binding protein 2
52,mmu-miR-300-3p,Pcdha10,protocadherin alpha 10
52,mmu-miR-300-3p,Kcnh3,"potassium voltage-gated channel, subfamily H (eag-related), member 3"
52,mmu-miR-300-3p,Syt14,synaptotagmin XIV
52,mmu-miR-300-3p,Rora,RAR-related orphan receptor alpha
52,mmu-miR-300-3p,Pcdha11,protocadherin alpha 11
52,mmu-miR-300-3p,Zfp703,zinc finger protein 703
52,mmu-miR-300-3p,Kctd12,potassium channel tetramerisation domain containing 12
52,mmu-miR-300-3p,Pcdha2,protocadherin alpha 2
52,mmu-miR-300-3p,Pcdha6,protocadherin alpha 6
52,mmu-miR-300-3p,ccdc198,coiled-coil domain containing 198
52,mmu-miR-300-3p,Pcdha9,protocadherin alpha 9
52,mmu-miR-300-3p,Ndfip2,Nedd4 family interacting protein 2
52,mmu-miR-300-3p,Seh1l,SEH1-like (S. cerevisiae
52,mmu-miR-300-3p,Luc7l3,LUC7-like 3 (S. cerevisiae)
52,mmu-miR-300-3p,Pcdhac1,"protocadherin alpha subfamily C, 1"
52,mmu-miR-300-3p,Pcdha7,protocadherin alpha 7
52,mmu-miR-300-3p,Pcdh20,protocadherin 20
52,mmu-miR-300-3p,Sel1l,sel-1 suppressor of lin-12-like (C. elegans)
52,mmu-miR-300-3p,Tmsb4x,"thymosin, beta 4, X chromosome"
52,mmu-miR-300-3p,Phlpp1,PH domain and leucine rich repeat protein phosphatase 1
52,mmu-miR-300-3p,Pcdha3,protocadherin alpha 3
52,mmu-miR-300-3p,Pcdha4,protocadherin alpha 4
52,mmu-miR-300-3p,Pcdha1,protocadherin alpha 1
52,mmu-miR-300-3p,Pcdha8,protocadherin alpha 8
52,mmu-miR-300-3p,Klkb1,"kallikrein B, plasma 1"
52,mmu-miR-300-3p,Pcdha12,protocadherin alpha 12
52,mmu-miR-300-3p,Pcdha5,protocadherin alpha 5
52,mmu-miR-300-3p,Prpf4b,pre-mRNA processing factor 4B
52,mmu-miR-300-3p,Pcdhac2,"protocadherin alpha subfamily C, 2"
51,mmu-miR-300-3p,Unc5d,unc-5 netrin receptor D
51,mmu-miR-300-3p,Rnase9,"ribonuclease, RNase A family, 9 (non-active)"
51,mmu-miR-300-3p,Vps26a,VPS26 retromer complex component A
51,mmu-miR-300-3p,Sos1,SOS Ras/Rac guanine nucleotide exchange factor 1
51,mmu-miR-300-3p,Rc3h1,RING CCCH (C3H) domains 1
51,mmu-miR-300-3p,Rad23b,"RAD23 homolog B, nucleotide excision repair protein"
51,mmu-miR-300-3p,Tmem167,transmembrane protein 167
51,mmu-miR-300-3p,Zfp781,zinc finger protein 781
51,mmu-miR-300-3p,Smyd3,SET and MYND domain containing 3
51,mmu-miR-300-3p,Slitrk6,"SLIT and NTRK-like family, member 6"
51,mmu-miR-300-3p,Calcb,"calcitonin-related polypeptide, beta"
51,mmu-miR-300-3p,Kif14,kinesin family member 14
51,mmu-miR-300-3p,Dynlt3,dynein light chain Tctex-type 3
51,mmu-miR-300-3p,Nr5a2,"nuclear receptor subfamily 5, group A, member 2"
51,mmu-miR-300-3p,Spty2d1,"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)"
51,mmu-miR-300-3p,Tinf2,Terf1 (TRF1)-interacting nuclear factor 2
51,mmu-miR-300-3p,Ttc14,tetratricopeptide repeat domain 14
50,mmu-miR-300-3p,Notch2,notch 2
50,mmu-miR-300-3p,Cbln3,cerebellin 3 precursor protein
50,mmu-miR-300-3p,Psma3,"proteasome (prosome, macropain) subunit, alpha type 3"
50,mmu-miR-300-3p,Olfr558,olfactory receptor 558
50,mmu-miR-300-3p,Alox5,arachidonate 5-lipoxygenase
50,mmu-miR-300-3p,Ube2ql1,ubiquitin-conjugating enzyme E2Q family-like 1
50,mmu-miR-300-3p,Prkd3,protein kinase D3
50,mmu-miR-300-3p,Plxdc2,plexin domain containing 2
50,mmu-miR-300-3p,Lcp2,lymphocyte cytosolic protein 2
50,mmu-miR-300-3p,Mmp28,matrix metallopeptidase 28 (epilysin)
50,mmu-miR-300-3p,Clpx,caseinolytic mitochondrial matrix peptidase chaperone subunit
50,mmu-miR-300-3p,Zfp438,zinc finger protein 438
50,mmu-miR-300-3p,Gm14092,predicted gene 14092
50,mmu-miR-300-3p,Nxpe5,"neurexophilin and PC-esterase domain family, member 5"
50,mmu-miR-300-3p,Trpv2,"transient receptor potential cation channel, subfamily V, member 2"
50,mmu-miR-300-3p,Mymk,"myomaker, myoblast fusion factor"
