TargetScore,miRNA,GeneSymbol,GeneDescription
63,mmu-miR-486a-3p,Atp13a1,ATPase type 13A1
63,mmu-miR-486a-3p,Elfn2,"leucine rich repeat and fibronectin type III, extracellular 2"
63,mmu-miR-486a-3p,Faf2,Fas associated factor family member 2
63,mmu-miR-486a-3p,Gas7,growth arrest specific 7
63,mmu-miR-486a-3p,Emc10,ER membrane protein complex subunit 10
63,mmu-miR-486a-3p,Aptx,aprataxin
63,mmu-miR-486a-3p,Ccnd2,cyclin D2
63,mmu-miR-486a-3p,Apol7e,apolipoprotein L 7e
63,mmu-miR-486a-3p,Tnn,tenascin N
63,mmu-miR-486a-3p,Chtf8,"CTF8, chromosome transmission fidelity factor 8"
63,mmu-miR-486a-3p,Dars2,aspartyl-tRNA synthetase 2 (mitochondrial)
63,mmu-miR-486a-3p,2310011J03Rik,RIKEN cDNA 2310011J03 gene
63,mmu-miR-486a-3p,Tlcd1,TLC domain containing 1
63,mmu-miR-486a-3p,Tcte1,t-complex-associated testis expressed 1
63,mmu-miR-486a-3p,Arid3b,AT rich interactive domain 3B (BRIGHT-like)
63,mmu-miR-486a-3p,Nckap5l,NCK-associated protein 5-like
63,mmu-miR-486a-3p,9130023H24Rik,RIKEN cDNA 9130023H24 gene
63,mmu-miR-486a-3p,Apol7b,apolipoprotein L 7b
63,mmu-miR-486a-3p,Ezh1,enhancer of zeste 1 polycomb repressive complex 2 subunit
63,mmu-miR-486a-3p,Numb,NUMB endocytic adaptor protein
62,mmu-miR-486a-3p,Igdcc4,"immunoglobulin superfamily, DCC subclass, member 4"
62,mmu-miR-486a-3p,E2f4,E2F transcription factor 4
62,mmu-miR-486a-3p,Scmh1,sex comb on midleg homolog 1
62,mmu-miR-486a-3p,Srms,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
62,mmu-miR-486a-3p,Siae,sialic acid acetylesterase
62,mmu-miR-486a-3p,Ergic1,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1
62,mmu-miR-486a-3p,Tvp23a,trans-golgi network vesicle protein 23A
62,mmu-miR-486a-3p,Wdr89,WD repeat domain 89
62,mmu-miR-486a-3p,Def8,differentially expressed in FDCP 8
62,mmu-miR-486a-3p,Homer3,homer scaffolding protein 3
62,mmu-miR-486a-3p,Prmt8,protein arginine N-methyltransferase 8
62,mmu-miR-486a-3p,Srf,serum response factor
62,mmu-miR-486a-3p,Svbp,small vasohibin binding protein
62,mmu-miR-486a-3p,Nfyc,nuclear transcription factor-Y gamma
62,mmu-miR-486a-3p,Aes,amino-terminal enhancer of split
62,mmu-miR-486a-3p,Aak1,AP2 associated kinase 1
62,mmu-miR-486a-3p,Prune2,prune homolog 2
61,mmu-miR-486a-3p,Il20rb,interleukin 20 receptor beta
61,mmu-miR-486a-3p,Epn3,epsin 3
61,mmu-miR-486a-3p,Mcpt4,mast cell protease 4
61,mmu-miR-486a-3p,Slc7a8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8"
61,mmu-miR-486a-3p,Rapgefl1,Rap guanine nucleotide exchange factor (GEF)-like 1
61,mmu-miR-486a-3p,Lrrc49,leucine rich repeat containing 49
61,mmu-miR-486a-3p,Pou4f1,"POU domain, class 4, transcription factor 1"
61,mmu-miR-486a-3p,St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
61,mmu-miR-486a-3p,Ncald,neurocalcin delta
61,mmu-miR-486a-3p,Fam126b,"family with sequence similarity 126, member B"
61,mmu-miR-486a-3p,Dpf2,"D4, zinc and double PHD fingers family 2"
61,mmu-miR-486a-3p,Eif2b3,"eukaryotic translation initiation factor 2B, subunit 3"
61,mmu-miR-486a-3p,Zdhhc9,"zinc finger, DHHC domain containing 9"
61,mmu-miR-486a-3p,Kat7,K(lysine) acetyltransferase 7
61,mmu-miR-486a-3p,Mbp,myelin basic protein
60,mmu-miR-486a-3p,Zfp651,zinc finger protein 651
60,mmu-miR-486a-3p,Prr15l,proline rich 15-like
60,mmu-miR-486a-3p,Bahcc1,BAH domain and coiled-coil containing 1
60,mmu-miR-486a-3p,Fgf15,fibroblast growth factor 15
60,mmu-miR-486a-3p,Foxr1,forkhead box R1
60,mmu-miR-486a-3p,Srsf1,serine/arginine-rich splicing factor 1
60,mmu-miR-486a-3p,Crhr2,corticotropin releasing hormone receptor 2
60,mmu-miR-486a-3p,Fam117a,"family with sequence similarity 117, member A"
60,mmu-miR-486a-3p,Ing5,"inhibitor of growth family, member 5"
60,mmu-miR-486a-3p,Plbd2,phospholipase B domain containing 2
60,mmu-miR-486a-3p,Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1b"
60,mmu-miR-486a-3p,Begain,brain-enriched guanylate kinase-associated
60,mmu-miR-486a-3p,Zfp319,zinc finger protein 319
60,mmu-miR-486a-3p,Spred1,"sprouty protein with EVH-1 domain 1, related sequence"
60,mmu-miR-486a-3p,Zbtb45,zinc finger and BTB domain containing 45
60,mmu-miR-486a-3p,Pik3c2b,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
60,mmu-miR-486a-3p,Efna3,ephrin A3
60,mmu-miR-486a-3p,Slc36a1,"solute carrier family 36 (proton/amino acid symporter), member 1"
60,mmu-miR-486a-3p,Arhgef10,Rho guanine nucleotide exchange factor (GEF) 10
60,mmu-miR-486a-3p,Igf2bp3,insulin-like growth factor 2 mRNA binding protein 3
60,mmu-miR-486a-3p,Cntfr,ciliary neurotrophic factor receptor
60,mmu-miR-486a-3p,Adam15,a disintegrin and metallopeptidase domain 15 (metargidin)
60,mmu-miR-486a-3p,Naa10,"N(alpha)-acetyltransferase 10, NatA catalytic subunit"
60,mmu-miR-486a-3p,Rab43,"RAB43, member RAS oncogene family"
60,mmu-miR-486a-3p,Extl3,exostoses (multiple)-like 3
59,mmu-miR-486a-3p,Gprc5a,"G protein-coupled receptor, family C, group 5, member A"
59,mmu-miR-486a-3p,Tmem104,transmembrane protein 104
59,mmu-miR-486a-3p,Sult4a1,"sulfotransferase family 4A, member 1"
59,mmu-miR-486a-3p,Rab11fip3,RAB11 family interacting protein 3 (class II)
59,mmu-miR-486a-3p,Ankrd10,ankyrin repeat domain 10
59,mmu-miR-486a-3p,Nlrp3,"NLR family, pyrin domain containing 3"
59,mmu-miR-486a-3p,Gm45915,"predicted gene, 45915"
59,mmu-miR-486a-3p,Arpc4,"actin related protein 2/3 complex, subunit 4"
59,mmu-miR-486a-3p,Kpna6,karyopherin (importin) alpha 6
59,mmu-miR-486a-3p,Cbx6,chromobox 6
59,mmu-miR-486a-3p,Tlr9,toll-like receptor 9
59,mmu-miR-486a-3p,Mlx,MAX-like protein X
58,mmu-miR-486a-3p,Dlk1,delta like non-canonical Notch ligand 1
58,mmu-miR-486a-3p,Vat1,vesicle amine transport 1
58,mmu-miR-486a-3p,Sppl2b,signal peptide peptidase like 2B
58,mmu-miR-486a-3p,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4"
58,mmu-miR-486a-3p,Ttbk1,tau tubulin kinase 1
58,mmu-miR-486a-3p,Tfe3,transcription factor E3
58,mmu-miR-486a-3p,Col5a3,"collagen, type V, alpha 3"
58,mmu-miR-486a-3p,Baiap3,BAI1-associated protein 3
58,mmu-miR-486a-3p,Dffa,"DNA fragmentation factor, alpha subunit"
58,mmu-miR-486a-3p,Slc29a2,"solute carrier family 29 (nucleoside transporters), member 2"
58,mmu-miR-486a-3p,Unc13a,unc-13 homolog A
58,mmu-miR-486a-3p,Syp,synaptophysin
58,mmu-miR-486a-3p,Lims2,LIM and senescent cell antigen like domains 2
58,mmu-miR-486a-3p,Dvl3,dishevelled segment polarity protein 3
58,mmu-miR-486a-3p,Zmynd8,"zinc finger, MYND-type containing 8"
58,mmu-miR-486a-3p,Carns1,carnosine synthase 1
58,mmu-miR-486a-3p,Mme,membrane metallo endopeptidase
58,mmu-miR-486a-3p,Cd177,CD177 antigen
58,mmu-miR-486a-3p,Cnot1,"CCR4-NOT transcription complex, subunit 1"
58,mmu-miR-486a-3p,Bmp1,bone morphogenetic protein 1
58,mmu-miR-486a-3p,Gm4763,predicted gene 4763
58,mmu-miR-486a-3p,Pdlim5,PDZ and LIM domain 5
58,mmu-miR-486a-3p,Tmem150a,transmembrane protein 150A
58,mmu-miR-486a-3p,BC049730,cDNA sequence BC049730
58,mmu-miR-486a-3p,Aldh3a1,"aldehyde dehydrogenase family 3, subfamily A1"
58,mmu-miR-486a-3p,Psme3,"proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki)"
57,mmu-miR-486a-3p,Pars2,prolyl-tRNA synthetase (mitochondrial)(putative)
57,mmu-miR-486a-3p,Smarcc2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"
57,mmu-miR-486a-3p,Naa60,"N(alpha)-acetyltransferase 60, NatF catalytic subunit"
57,mmu-miR-486a-3p,Adar,"adenosine deaminase, RNA-specific"
57,mmu-miR-486a-3p,Scrib,scribbled planar cell polarity
57,mmu-miR-486a-3p,Plcxd2,"phosphatidylinositol-specific phospholipase C, X domain containing 2"
57,mmu-miR-486a-3p,Gdi1,guanosine diphosphate (GDP) dissociation inhibitor 1
57,mmu-miR-486a-3p,Npr1,natriuretic peptide receptor 1
57,mmu-miR-486a-3p,Zfp811,zinc finger protein 811
57,mmu-miR-486a-3p,Bend4,BEN domain containing 4
57,mmu-miR-486a-3p,Stat3,signal transducer and activator of transcription 3
57,mmu-miR-486a-3p,Clcn5,"chloride channel, voltage-sensitive 5"
57,mmu-miR-486a-3p,Gle1,GLE1 RNA export mediator (yeast)
57,mmu-miR-486a-3p,9930012K11Rik,RIKEN cDNA 9930012K11 gene
57,mmu-miR-486a-3p,Wnt9a,"wingless-type MMTV integration site family, member 9A"
56,mmu-miR-486a-3p,Mdga1,MAM domain containing glycosylphosphatidylinositol anchor 1
56,mmu-miR-486a-3p,Col26a1,"collagen, type XXVI, alpha 1"
56,mmu-miR-486a-3p,Pmm2,phosphomannomutase 2
56,mmu-miR-486a-3p,Sort1,sortilin 1
56,mmu-miR-486a-3p,Fbxo10,F-box protein 10
56,mmu-miR-486a-3p,Ptprt,"protein tyrosine phosphatase, receptor type, T"
56,mmu-miR-486a-3p,Tet3,tet methylcytosine dioxygenase 3
56,mmu-miR-486a-3p,Timm44,translocase of inner mitochondrial membrane 44
56,mmu-miR-486a-3p,Rasgrp4,RAS guanyl releasing protein 4
56,mmu-miR-486a-3p,Awat1,acyl-CoA wax alcohol acyltransferase 1
56,mmu-miR-486a-3p,Phf19,PHD finger protein 19
56,mmu-miR-486a-3p,Ube2o,ubiquitin-conjugating enzyme E2O
56,mmu-miR-486a-3p,Prph2,peripherin 2
56,mmu-miR-486a-3p,Trmt44,tRNA methyltransferase 44
56,mmu-miR-486a-3p,Ercc6l2,"excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2"
56,mmu-miR-486a-3p,Gabrq,"gamma-aminobutyric acid (GABA) A receptor, subunit theta"
56,mmu-miR-486a-3p,Frmpd1,FERM and PDZ domain containing 1
56,mmu-miR-486a-3p,Rfwd3,ring finger and WD repeat domain 3
56,mmu-miR-486a-3p,Klhl22,kelch-like 22
56,mmu-miR-486a-3p,Plin5,perilipin 5
56,mmu-miR-486a-3p,Usp20,ubiquitin specific peptidase 20
56,mmu-miR-486a-3p,Rhof,ras homolog family member F (in filopodia)
56,mmu-miR-486a-3p,Nudt17,nudix (nucleoside diphosphate linked moiety X)-type motif 17
56,mmu-miR-486a-3p,Vopp1,"vesicular, overexpressed in cancer, prosurvival protein 1"
56,mmu-miR-486a-3p,Igsf9b,"immunoglobulin superfamily, member 9B"
56,mmu-miR-486a-3p,Tarbp2,"TARBP2, RISC loading complex RNA binding subunit"
56,mmu-miR-486a-3p,Ppard,peroxisome proliferator activator receptor delta
56,mmu-miR-486a-3p,Slc6a18,"solute carrier family 6 (neurotransmitter transporter), member 18"
56,mmu-miR-486a-3p,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)"
56,mmu-miR-486a-3p,Sh2d2a,SH2 domain containing 2A
55,mmu-miR-486a-3p,Hrh1,histamine receptor H1
55,mmu-miR-486a-3p,Fam222b,"family with sequence similarity 222, member B"
55,mmu-miR-486a-3p,Fam47e,"family with sequence similarity 47, member E"
55,mmu-miR-486a-3p,Mok,MOK protein kinase
55,mmu-miR-486a-3p,Lrp4,low density lipoprotein receptor-related protein 4
55,mmu-miR-486a-3p,Carmil3,capping protein regulator and myosin 1 linker 3
55,mmu-miR-486a-3p,H6pd,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
55,mmu-miR-486a-3p,Tmem86b,transmembrane protein 86B
55,mmu-miR-486a-3p,Slc35c1,"solute carrier family 35, member C1"
55,mmu-miR-486a-3p,Nat14,N-acetyltransferase 14
55,mmu-miR-486a-3p,Slc30a7,"solute carrier family 30 (zinc transporter), member 7"
55,mmu-miR-486a-3p,Taok1,TAO kinase 1
55,mmu-miR-486a-3p,Actn4,actinin alpha 4
55,mmu-miR-486a-3p,Galnt6,polypeptide N-acetylgalactosaminyltransferase 6
55,mmu-miR-486a-3p,Hoxc4,homeobox C4
55,mmu-miR-486a-3p,Rxra,retinoid X receptor alpha
55,mmu-miR-486a-3p,Zfp653,zinc finger protein 653
55,mmu-miR-486a-3p,Zmat3,zinc finger matrin type 3
55,mmu-miR-486a-3p,Map2k2,mitogen-activated protein kinase kinase 2
55,mmu-miR-486a-3p,Sptbn4,"spectrin beta, non-erythrocytic 4"
55,mmu-miR-486a-3p,Igfbp5,insulin-like growth factor binding protein 5
55,mmu-miR-486a-3p,Paqr6,progestin and adipoQ receptor family member VI
55,mmu-miR-486a-3p,Zfyve1,"zinc finger, FYVE domain containing 1"
55,mmu-miR-486a-3p,4930596D02Rik,RIKEN cDNA 4930596D02 gene
54,mmu-miR-486a-3p,Vac14,Vac14 homolog (S. cerevisiae)
54,mmu-miR-486a-3p,Zfp956,zinc finger protein 956
54,mmu-miR-486a-3p,Ldlr,low density lipoprotein receptor
54,mmu-miR-486a-3p,Rangap1,RAN GTPase activating protein 1
54,mmu-miR-486a-3p,Gmeb2,glucocorticoid modulatory element binding protein 2
54,mmu-miR-486a-3p,Mobp,myelin-associated oligodendrocytic basic protein
54,mmu-miR-486a-3p,Snx8,sorting nexin 8
54,mmu-miR-486a-3p,Plekha6,"pleckstrin homology domain containing, family A member 6"
54,mmu-miR-486a-3p,Fam110a,"family with sequence similarity 110, member A"
54,mmu-miR-486a-3p,Etnk2,ethanolamine kinase 2
54,mmu-miR-486a-3p,Tbc1d9b,"TBC1 domain family, member 9B"
54,mmu-miR-486a-3p,Nifk,nucleolar protein interacting with the FHA domain of MKI67
54,mmu-miR-486a-3p,Mgat4b,"mannoside acetylglucosaminyltransferase 4, isoenzyme B"
54,mmu-miR-486a-3p,Tnfrsf18,"tumor necrosis factor receptor superfamily, member 18"
54,mmu-miR-486a-3p,Ptger1,prostaglandin E receptor 1 (subtype EP1)
54,mmu-miR-486a-3p,G6pdx,glucose-6-phosphate dehydrogenase X-linked
54,mmu-miR-486a-3p,Susd2,sushi domain containing 2
54,mmu-miR-486a-3p,Map3k10,mitogen-activated protein kinase kinase kinase 10
54,mmu-miR-486a-3p,Myo1d,myosin ID
54,mmu-miR-486a-3p,Cd3e,"CD3 antigen, epsilon polypeptide"
54,mmu-miR-486a-3p,Ndrg4,N-myc downstream regulated gene 4
54,mmu-miR-486a-3p,Cfl1,"cofilin 1, non-muscle"
54,mmu-miR-486a-3p,Fam131b,"family with sequence similarity 131, member B"
54,mmu-miR-486a-3p,Aldh3b2,"aldehyde dehydrogenase 3 family, member B2"
54,mmu-miR-486a-3p,Tm9sf4,transmembrane 9 superfamily protein member 4
54,mmu-miR-486a-3p,Rarg,"retinoic acid receptor, gamma"
54,mmu-miR-486a-3p,Ncan,neurocan
54,mmu-miR-486a-3p,Plpbp,pyridoxal phosphate binding protein
54,mmu-miR-486a-3p,Cckbr,cholecystokinin B receptor
54,mmu-miR-486a-3p,Glra1,"glycine receptor, alpha 1 subunit"
54,mmu-miR-486a-3p,Mcm2,minichromosome maintenance complex component 2
53,mmu-miR-486a-3p,Tubb3,"tubulin, beta 3 class III"
53,mmu-miR-486a-3p,Palm,paralemmin
53,mmu-miR-486a-3p,Kcnq2,"potassium voltage-gated channel, subfamily Q, member 2"
53,mmu-miR-486a-3p,Cnn1,calponin 1
53,mmu-miR-486a-3p,Lrch3,leucine-rich repeats and calponin homology (CH) domain containing 3
53,mmu-miR-486a-3p,Zbtb16,zinc finger and BTB domain containing 16
53,mmu-miR-486a-3p,AI593442,expressed sequence AI593442
53,mmu-miR-486a-3p,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein)
53,mmu-miR-486a-3p,Gps1,G protein pathway suppressor 1
53,mmu-miR-486a-3p,Aldh3b3,"aldehyde dehydrogenase 3 family, member B3"
53,mmu-miR-486a-3p,Abhd6,abhydrolase domain containing 6
53,mmu-miR-486a-3p,Nxph4,neurexophilin 4
53,mmu-miR-486a-3p,Calm3,calmodulin 3
53,mmu-miR-486a-3p,Fbxw8,F-box and WD-40 domain protein 8
53,mmu-miR-486a-3p,Zmiz2,"zinc finger, MIZ-type containing 2"
53,mmu-miR-486a-3p,Clec4n,"C-type lectin domain family 4, member n"
53,mmu-miR-486a-3p,Kcnv2,"potassium channel, subfamily V, member 2"
53,mmu-miR-486a-3p,Itgal,integrin alpha L
53,mmu-miR-486a-3p,Kcnc4,"potassium voltage gated channel, Shaw-related subfamily, member 4"
53,mmu-miR-486a-3p,Trim46,tripartite motif-containing 46
53,mmu-miR-486a-3p,Itga3,integrin alpha 3
53,mmu-miR-486a-3p,Txnrd1,thioredoxin reductase 1
53,mmu-miR-486a-3p,Hsd17b14,hydroxysteroid (17-beta) dehydrogenase 14
53,mmu-miR-486a-3p,C1qtnf1,C1q and tumor necrosis factor related protein 1
53,mmu-miR-486a-3p,Pate3,prostate and testis expressed 3
53,mmu-miR-486a-3p,Pkd1,"polycystin 1, transient receptor poteintial channel interacting"
52,mmu-miR-486a-3p,Adamts10,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10"
52,mmu-miR-486a-3p,Dab2,"disabled 2, mitogen-responsive phosphoprotein"
52,mmu-miR-486a-3p,Fzd7,frizzled class receptor 7
52,mmu-miR-486a-3p,Josd1,Josephin domain containing 1
52,mmu-miR-486a-3p,Miga2,mitoguardin 2
52,mmu-miR-486a-3p,Proser2,proline and serine rich 2
52,mmu-miR-486a-3p,Gtpbp1,GTP binding protein 1
52,mmu-miR-486a-3p,Cramp1l,cramped chromatin regulator homolog 1
52,mmu-miR-486a-3p,Rreb1,ras responsive element binding protein 1
52,mmu-miR-486a-3p,Cmtr1,cap methyltransferase 1
52,mmu-miR-486a-3p,Trp53inp2,transformation related protein 53 inducible nuclear protein 2
52,mmu-miR-486a-3p,Lcn2,lipocalin 2
52,mmu-miR-486a-3p,Aadacl3,arylacetamide deacetylase like 3
52,mmu-miR-486a-3p,Kcnj11,"potassium inwardly rectifying channel, subfamily J, member 11"
52,mmu-miR-486a-3p,Trappc3,trafficking protein particle complex 3
52,mmu-miR-486a-3p,Dot1l,"DOT1-like, histone H3 methyltransferase (S. cerevisiae)"
52,mmu-miR-486a-3p,Mcpt2,mast cell protease 2
52,mmu-miR-486a-3p,Lrrc61,leucine rich repeat containing 61
52,mmu-miR-486a-3p,Setd5,SET domain containing 5
52,mmu-miR-486a-3p,Bicdl2,BICD family like cargo adaptor 2
52,mmu-miR-486a-3p,Lyn,"LYN proto-oncogene, Src family tyrosine kinase"
52,mmu-miR-486a-3p,Kdm6b,KDM1 lysine (K)-specific demethylase 6B
52,mmu-miR-486a-3p,Ifitm2,interferon induced transmembrane protein 2
52,mmu-miR-486a-3p,Phlpp1,PH domain and leucine rich repeat protein phosphatase 1
52,mmu-miR-486a-3p,Pip4k2b,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
52,mmu-miR-486a-3p,Dnaic2,"dynein, axonemal, intermediate chain 2"
52,mmu-miR-486a-3p,Tpbpb,trophoblast specific protein beta
52,mmu-miR-486a-3p,Otop2,otopetrin 2
52,mmu-miR-486a-3p,Bmp7,bone morphogenetic protein 7
52,mmu-miR-486a-3p,Sh3gl1,SH3-domain GRB2-like 1
52,mmu-miR-486a-3p,Cyp2ab1,"cytochrome P450, family 2, subfamily ab, polypeptide 1"
52,mmu-miR-486a-3p,Tnrc18,trinucleotide repeat containing 18
52,mmu-miR-486a-3p,Stk36,serine/threonine kinase 36
52,mmu-miR-486a-3p,Cxcl16,chemokine (C-X-C motif) ligand 16
52,mmu-miR-486a-3p,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
51,mmu-miR-486a-3p,Gan,giant axonal neuropathy
51,mmu-miR-486a-3p,Acss2,acyl-CoA synthetase short-chain family member 2
51,mmu-miR-486a-3p,Mknk2,MAP kinase-interacting serine/threonine kinase 2
51,mmu-miR-486a-3p,Polr2c,polymerase (RNA) II (DNA directed) polypeptide C
51,mmu-miR-486a-3p,Lpin2,lipin 2
51,mmu-miR-486a-3p,Chmp6,charged multivesicular body protein 6
51,mmu-miR-486a-3p,BC037034,cDNA sequence BC037034
51,mmu-miR-486a-3p,Chrnb4,"cholinergic receptor, nicotinic, beta polypeptide 4"
51,mmu-miR-486a-3p,Nod1,nucleotide-binding oligomerization domain containing 1
51,mmu-miR-486a-3p,Gata6,GATA binding protein 6
51,mmu-miR-486a-3p,Degs2,"delta(4)-desaturase, sphingolipid 2"
51,mmu-miR-486a-3p,Msl2,MSL complex subunit 2
51,mmu-miR-486a-3p,Spata2,spermatogenesis associated 2
51,mmu-miR-486a-3p,Oaf,out at first homolog
51,mmu-miR-486a-3p,Lrsam1,leucine rich repeat and sterile alpha motif containing 1
51,mmu-miR-486a-3p,Upb1,"ureidopropionase, beta"
51,mmu-miR-486a-3p,Dctd,dCMP deaminase
51,mmu-miR-486a-3p,Bcl7a,B cell CLL/lymphoma 7A
51,mmu-miR-486a-3p,Klf14,Kruppel-like factor 14
51,mmu-miR-486a-3p,Aatk,apoptosis-associated tyrosine kinase
51,mmu-miR-486a-3p,Il33,interleukin 33
51,mmu-miR-486a-3p,Kmt5c,lysine methyltransferase 5C
51,mmu-miR-486a-3p,S100a14,S100 calcium binding protein A14
51,mmu-miR-486a-3p,Zfp385c,zinc finger protein 385C
51,mmu-miR-486a-3p,Sh3rf1,SH3 domain containing ring finger 1
51,mmu-miR-486a-3p,Wnt4,"wingless-type MMTV integration site family, member 4"
51,mmu-miR-486a-3p,Muc4,mucin 4
51,mmu-miR-486a-3p,Mlf2,myeloid leukemia factor 2
51,mmu-miR-486a-3p,Fras1,Fraser extracellular matrix complex subunit 1
50,mmu-miR-486a-3p,Tmem145,transmembrane protein 145
50,mmu-miR-486a-3p,Znrf3,zinc and ring finger 3
50,mmu-miR-486a-3p,Vat1l,vesicle amine transport protein 1 like
50,mmu-miR-486a-3p,Eaf2,ELL associated factor 2
50,mmu-miR-486a-3p,Medag,mesenteric estrogen dependent adipogenesis
50,mmu-miR-486a-3p,Gipc1,"GIPC PDZ domain containing family, member 1"
50,mmu-miR-486a-3p,Fut4,fucosyltransferase 4
50,mmu-miR-486a-3p,Cgas,cyclic GMP-AMP synthase
50,mmu-miR-486a-3p,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
50,mmu-miR-486a-3p,S100a5,S100 calcium binding protein A5
50,mmu-miR-486a-3p,Crtc2,CREB regulated transcription coactivator 2
50,mmu-miR-486a-3p,Ttc9,tetratricopeptide repeat domain 9
50,mmu-miR-486a-3p,Foxp4,forkhead box P4
50,mmu-miR-486a-3p,Urgcp,upregulator of cell proliferation
50,mmu-miR-486a-3p,Hoxc6,homeobox C6
50,mmu-miR-486a-3p,Zkscan5,zinc finger with KRAB and SCAN domains 5
50,mmu-miR-486a-3p,Lgsn,"lengsin, lens protein with glutamine synthetase domain"
50,mmu-miR-486a-3p,Scnn1g,"sodium channel, nonvoltage-gated 1 gamma"
50,mmu-miR-486a-3p,Cflar,CASP8 and FADD-like apoptosis regulator
50,mmu-miR-486a-3p,Notum,notum palmitoleoyl-protein carboxylesterase
50,mmu-miR-486a-3p,Ppm1l,protein phosphatase 1 (formerly 2C)-like
50,mmu-miR-486a-3p,Krt87,keratin 87
50,mmu-miR-486a-3p,Nt5dc3,5'-nucleotidase domain containing 3
50,mmu-miR-486a-3p,Rnf41,ring finger protein 41
