TargetScore,miRNA,GeneSymbol,GeneDescription
53,mmu-miR-134-5p,Celf3,"CUGBP, Elav-like family member 3"
53,mmu-miR-134-5p,Tyr,tyrosinase
52,mmu-miR-134-5p,Hdac7,histone deacetylase 7
52,mmu-miR-134-5p,Mtus2,microtubule associated tumor suppressor candidate 2
52,mmu-miR-134-5p,Ubxn7,UBX domain protein 7
52,mmu-miR-134-5p,Polr3b,polymerase (RNA) III (DNA directed) polypeptide B
52,mmu-miR-134-5p,Sos1,SOS Ras/Rac guanine nucleotide exchange factor 1
52,mmu-miR-134-5p,Rbbp6,"retinoblastoma binding protein 6, ubiquitin ligase"
52,mmu-miR-134-5p,0610040J01Rik,RIKEN cDNA 0610040J01 gene
52,mmu-miR-134-5p,Hoxc10,homeobox C10
52,mmu-miR-134-5p,Zmat2,"zinc finger, matrin type 2"
52,mmu-miR-134-5p,Anapc11,anaphase promoting complex subunit 11
52,mmu-miR-134-5p,Vegfa,vascular endothelial growth factor A
52,mmu-miR-134-5p,Psd3,pleckstrin and Sec7 domain containing 3
52,mmu-miR-134-5p,Cstad,"CSA-conditional, T cell activation-dependent protein"
52,mmu-miR-134-5p,Klrk1,"killer cell lectin-like receptor subfamily K, member 1"
52,mmu-miR-134-5p,Ppm1l,protein phosphatase 1 (formerly 2C)-like
51,mmu-miR-134-5p,Yars,tyrosyl-tRNA synthetase
51,mmu-miR-134-5p,Dtd1,D-tyrosyl-tRNA deacylase 1
51,mmu-miR-134-5p,Cpne1,copine I
51,mmu-miR-134-5p,Snx24,sorting nexing 24
51,mmu-miR-134-5p,Btbd11,BTB (POZ) domain containing 11
51,mmu-miR-134-5p,Rit2,Ras-like without CAAX 2
51,mmu-miR-134-5p,Hus1,HUS1 checkpoint clamp component
51,mmu-miR-134-5p,Muc5ac,"mucin 5, subtypes A and C, tracheobronchial/gastric"
51,mmu-miR-134-5p,Nup50,nucleoporin 50
51,mmu-miR-134-5p,Klhl20,kelch-like 20
51,mmu-miR-134-5p,Sfmbt1,Scm-like with four mbt domains 1
51,mmu-miR-134-5p,Aldh3a2,"aldehyde dehydrogenase family 3, subfamily A2"
51,mmu-miR-134-5p,Zfp322a,zinc finger protein 322A
51,mmu-miR-134-5p,Pard3,par-3 family cell polarity regulator
51,mmu-miR-134-5p,Mtmr6,myotubularin related protein 6
51,mmu-miR-134-5p,Trpc6,"transient receptor potential cation channel, subfamily C, member 6"
51,mmu-miR-134-5p,Esyt2,extended synaptotagmin-like protein 2
51,mmu-miR-134-5p,Tatdn3,TatD DNase domain containing 3
51,mmu-miR-134-5p,Pbx1,pre B cell leukemia homeobox 1
51,mmu-miR-134-5p,Met,met proto-oncogene
51,mmu-miR-134-5p,Ankrd50,ankyrin repeat domain 50
51,mmu-miR-134-5p,Rdh12,retinol dehydrogenase 12
51,mmu-miR-134-5p,Adamts17,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17"
51,mmu-miR-134-5p,Tdp2,tyrosyl-DNA phosphodiesterase 2
50,mmu-miR-134-5p,Wdr82,WD repeat domain containing 82
50,mmu-miR-134-5p,4930503L19Rik,RIKEN cDNA 4930503L19 gene
50,mmu-miR-134-5p,Dnajb1,DnaJ heat shock protein family (Hsp40) member B1
50,mmu-miR-134-5p,Wfdc8,WAP four-disulfide core domain 8
50,mmu-miR-134-5p,Ddx3y,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked"
50,mmu-miR-134-5p,Fam207a,"family with sequence similarity 207, member A"
50,mmu-miR-134-5p,Edar,ectodysplasin-A receptor
50,mmu-miR-134-5p,Prpf4,pre-mRNA processing factor 4
50,mmu-miR-134-5p,Trmt10a,tRNA methyltransferase 10A
50,mmu-miR-134-5p,Setbp1,SET binding protein 1
50,mmu-miR-134-5p,Pon3,paraoxonase 3
50,mmu-miR-134-5p,Slc10a5,"solute carrier family 10 (sodium/bile acid cotransporter family), member 5"
50,mmu-miR-134-5p,Lypd5,Ly6/Plaur domain containing 5
