TargetScore,miRNA,GeneSymbol,GeneDescription
59,mmu-miR-183-5p,Ick,intestinal cell kinase
59,mmu-miR-183-5p,Zeb2,zinc finger E-box binding homeobox 2
59,mmu-miR-183-5p,Mmp19,matrix metallopeptidase 19
58,mmu-miR-183-5p,Zfp593,zinc finger protein 593
58,mmu-miR-183-5p,Il1rl1,interleukin 1 receptor-like 1
58,mmu-miR-183-5p,Map4k5,mitogen-activated protein kinase kinase kinase kinase 5
58,mmu-miR-183-5p,Tead3,TEA domain family member 3
58,mmu-miR-183-5p,Col6a4,"collagen, type VI, alpha 4"
58,mmu-miR-183-5p,Prkca,"protein kinase C, alpha"
58,mmu-miR-183-5p,Ttc14,tetratricopeptide repeat domain 14
58,mmu-miR-183-5p,Slc35g1,"solute carrier family 35, member G1"
57,mmu-miR-183-5p,Cnpy4,canopy FGF signaling regulator 4
57,mmu-miR-183-5p,Lsm11,U7 snRNP-specific Sm-like protein LSM11
57,mmu-miR-183-5p,Ammecr1l,AMME chromosomal region gene 1-like
57,mmu-miR-183-5p,Ralgapa1,"Ral GTPase activating protein, alpha subunit 1"
57,mmu-miR-183-5p,Ero1lb,ERO1-like beta (S. cerevisiae)
57,mmu-miR-183-5p,Ncapg,"non-SMC condensin I complex, subunit G"
57,mmu-miR-183-5p,Idi1,isopentenyl-diphosphate delta isomerase
57,mmu-miR-183-5p,Kcnh1,"potassium voltage-gated channel, subfamily H (eag-related), member 1"
57,mmu-miR-183-5p,Ppara,peroxisome proliferator activated receptor alpha
57,mmu-miR-183-5p,Mapkap1,mitogen-activated protein kinase associated protein 1
57,mmu-miR-183-5p,Arpc5l,"actin related protein 2/3 complex, subunit 5-like"
57,mmu-miR-183-5p,Xkr7,X-linked Kx blood group related 7
57,mmu-miR-183-5p,Ccdc167,coiled-coil domain containing 167
57,mmu-miR-183-5p,Tdgf1,teratocarcinoma-derived growth factor 1
57,mmu-miR-183-5p,Bmi1,Bmi1 polycomb ring finger oncogene
57,mmu-miR-183-5p,Smad5,SMAD family member 5
57,mmu-miR-183-5p,Gucy1a2,"guanylate cyclase 1, soluble, alpha 2"
57,mmu-miR-183-5p,Dact2,dishevelled-binding antagonist of beta-catenin 2
56,mmu-miR-183-5p,Mark2,MAP/microtubule affinity regulating kinase 2
56,mmu-miR-183-5p,Tnrc6b,trinucleotide repeat containing 6b
56,mmu-miR-183-5p,Rad50,RAD50 double strand break repair protein
56,mmu-miR-183-5p,Pde7a,phosphodiesterase 7A
56,mmu-miR-183-5p,Zbtb10,zinc finger and BTB domain containing 10
56,mmu-miR-183-5p,Apol11b,apolipoprotein L 11b
56,mmu-miR-183-5p,Slco3a1,"solute carrier organic anion transporter family, member 3a1"
56,mmu-miR-183-5p,Scgb2b11,"secretoglobin, family 2B, member 11"
56,mmu-miR-183-5p,Tnfsf13b,"tumor necrosis factor (ligand) superfamily, member 13b"
56,mmu-miR-183-5p,Cx3cl1,chemokine (C-X3-C motif) ligand 1
56,mmu-miR-183-5p,Kirrel2,kirre like nephrin family adhesion molecule 2
56,mmu-miR-183-5p,Cand1,cullin associated and neddylation disassociated 1
56,mmu-miR-183-5p,Scgb2b18,"secretoglobin, family 2B, member 18"
56,mmu-miR-183-5p,Itgb8,integrin beta 8
56,mmu-miR-183-5p,Syde1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)"
55,mmu-miR-183-5p,Ptchd4,patched domain containing 4
55,mmu-miR-183-5p,Garnl3,GTPase activating RANGAP domain-like 3
55,mmu-miR-183-5p,Rnf157,ring finger protein 157
55,mmu-miR-183-5p,Tmem242,transmembrane protein 242
55,mmu-miR-183-5p,Vapb,"vesicle-associated membrane protein, associated protein B and C"
55,mmu-miR-183-5p,Osmr,oncostatin M receptor
55,mmu-miR-183-5p,Palm2,paralemmin 2
55,mmu-miR-183-5p,Sptbn1,"spectrin beta, non-erythrocytic 1"
55,mmu-miR-183-5p,Phf3,PHD finger protein 3
54,mmu-miR-183-5p,Gnb1,"guanine nucleotide binding protein (G protein), beta 1"
54,mmu-miR-183-5p,Laptm4a,lysosomal-associated protein transmembrane 4A
54,mmu-miR-183-5p,Nat3,N-acetyltransferase 3
54,mmu-miR-183-5p,Rnf224,ring finger protein 224
54,mmu-miR-183-5p,H2-M10.5,"histocompatibility 2, M region locus 10.5"
54,mmu-miR-183-5p,Zfp292,zinc finger protein 292
54,mmu-miR-183-5p,Rxra,retinoid X receptor alpha
54,mmu-miR-183-5p,Bzw1,basic leucine zipper and W2 domains 1
54,mmu-miR-183-5p,Ppp1r15b,"protein phosphatase 1, regulatory subunit 15B"
54,mmu-miR-183-5p,Blzf1,basic leucine zipper nuclear factor 1
54,mmu-miR-183-5p,Tcf4,transcription factor 4
53,mmu-miR-183-5p,Pdilt,"protein disulfide isomerase-like, testis expressed"
53,mmu-miR-183-5p,Osgep,O-sialoglycoprotein endopeptidase
53,mmu-miR-183-5p,Riok1,RIO kinase 1
53,mmu-miR-183-5p,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3"
53,mmu-miR-183-5p,Dab1,disabled 1
53,mmu-miR-183-5p,Plxna4,plexin A4
53,mmu-miR-183-5p,Etv1,ets variant 1
53,mmu-miR-183-5p,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box"
53,mmu-miR-183-5p,Klhl40,kelch-like 40
53,mmu-miR-183-5p,D10Wsu102e,"DNA segment, Chr 10, Wayne State University 102, expressed"
53,mmu-miR-183-5p,Slc38a6,"solute carrier family 38, member 6"
53,mmu-miR-183-5p,Slc4a7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
53,mmu-miR-183-5p,Slc7a15,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 15"
53,mmu-miR-183-5p,Sgsm2,small G protein signaling modulator 2
52,mmu-miR-183-5p,Fam118a,"family with sequence similarity 118, member A"
52,mmu-miR-183-5p,Dap,death-associated protein
52,mmu-miR-183-5p,Zfp788,zinc finger protein 788
52,mmu-miR-183-5p,Padi6,"peptidyl arginine deiminase, type VI"
52,mmu-miR-183-5p,Mrrf,mitochondrial ribosome recycling factor
52,mmu-miR-183-5p,Timp3,tissue inhibitor of metalloproteinase 3
52,mmu-miR-183-5p,Thbs3,thrombospondin 3
52,mmu-miR-183-5p,Neurl1b,neuralized E3 ubiquitin protein ligase 1B
52,mmu-miR-183-5p,Sgms1,sphingomyelin synthase 1
52,mmu-miR-183-5p,Colec10,collectin sub-family member 10
51,mmu-miR-183-5p,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
51,mmu-miR-183-5p,Celf6,"CUGBP, Elav-like family member 6"
51,mmu-miR-183-5p,Tbkbp1,TBK1 binding protein 1
51,mmu-miR-183-5p,Itga6,integrin alpha 6
51,mmu-miR-183-5p,Hoxd8,homeobox D8
51,mmu-miR-183-5p,Nid1,nidogen 1
51,mmu-miR-183-5p,Hcn1,"hyperpolarization-activated, cyclic nucleotide-gated K+ 1"
51,mmu-miR-183-5p,Nmt2,N-myristoyltransferase 2
51,mmu-miR-183-5p,Prune2,prune homolog 2
51,mmu-miR-183-5p,Insig1,insulin induced gene 1
51,mmu-miR-183-5p,Pde4d,"phosphodiesterase 4D, cAMP specific"
50,mmu-miR-183-5p,Fat3,FAT atypical cadherin 3
50,mmu-miR-183-5p,Npas3,neuronal PAS domain protein 3
50,mmu-miR-183-5p,Slc4a8,"solute carrier family 4 (anion exchanger), member 8"
50,mmu-miR-183-5p,Pbx4,pre B cell leukemia homeobox 4
50,mmu-miR-183-5p,Psmd9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"
50,mmu-miR-183-5p,Pkp4,plakophilin 4
50,mmu-miR-183-5p,Tmed8,transmembrane p24 trafficking protein 8
50,mmu-miR-183-5p,Ccdc60,coiled-coil domain containing 60
50,mmu-miR-183-5p,Hp1bp3,"heterochromatin protein 1, binding protein 3"
50,mmu-miR-183-5p,Zfp827,zinc finger protein 827
50,mmu-miR-183-5p,Mef2c,myocyte enhancer factor 2C
50,mmu-miR-183-5p,Iqcg,IQ motif containing G
50,mmu-miR-183-5p,Cd164,CD164 antigen
50,mmu-miR-183-5p,Pramel3,preferentially expressed antigen in melanoma-like 3
50,mmu-miR-183-5p,Scgb2b26,"secretoglobin, family 2B, member 26"
50,mmu-miR-183-5p,Tmem35a,transmembrane protein 35A
50,mmu-miR-183-5p,Sidt2,"SID1 transmembrane family, member 2"
50,mmu-miR-183-5p,Trnt1,"tRNA nucleotidyl transferase, CCA-adding, 1"
50,mmu-miR-183-5p,Lrrc58,leucine rich repeat containing 58
50,mmu-miR-183-5p,Mtf1,metal response element binding transcription factor 1
50,mmu-miR-183-5p,Fut9,fucosyltransferase 9
